,baseMean,log2FoldChange,lfcSE,pvalue,padj
101249794,216.2504862,3.097375102,0.304700547,6.45E-26,1.31E-21
101261835,65.15213607,2.664597453,0.295046107,8.97E-21,2.59E-17
101250767,55.9718035,2.529645575,0.279885505,1.06E-20,2.67E-17
100316894,284.3005101,1.68406781,0.199959418,2.15E-18,2.36E-15
101255324,85.15442606,2.301724624,0.274282941,2.22E-18,2.36E-15
101263630,87.65080995,4.293794807,0.552673123,1.60E-16,8.77E-14
101257012,56.16837611,2.029459762,0.257199618,2.05E-16,1.06E-13
101251527,136.7395994,2.458003711,0.3175187,3.54E-16,1.67E-13
101250584,159.2112325,6.150254822,0.816225693,5.58E-16,2.41E-13
101268268,55.34422249,1.687173607,0.216925039,6.73E-16,2.84E-13
101261529,63.49448853,2.581598969,0.337653651,8.48E-16,3.51E-13
101253585,555.4555327,2.65451397,0.352246598,1.07E-15,4.24E-13
101250420,87.24482665,3.279385205,0.435410338,1.24E-15,4.75E-13
101249497,33.31572344,1.861904381,0.255913646,3.53E-14,1.02E-11
101257269,29.74364479,2.562712291,0.358197065,6.65E-14,1.73E-11
101259925,27.50473598,1.873786554,0.268942335,3.76E-13,7.85E-11
101245191,23.0694749,2.705700783,0.391794913,4.98E-13,1.01E-10
101255191,26.53387463,2.278506796,0.329492966,5.39E-13,1.07E-10
101245840,95.99446355,2.492449164,0.373076536,6.80E-13,1.29E-10
101257817,28.27486887,1.615267627,0.235928408,1.04E-12,1.89E-10
101244894,161.3097312,2.592382936,0.393896867,1.16E-12,2.04E-10
101268294,35.16895812,2.113004759,0.314062372,1.21E-12,2.10E-10
101261228,66.05200611,3.332476882,0.515803002,2.42E-12,3.99E-10
101248276,149.2303001,3.695395831,0.579916103,2.46E-12,4.03E-10
101251303,76.80539584,4.318599432,0.682820477,3.94E-12,6.19E-10
543521,198.3965919,1.356259861,0.20815965,6.14E-12,8.95E-10
101267241,20.06100591,3.814193473,0.581762358,8.22E-12,1.14E-09
101268572,203.9595088,1.525392776,0.240008078,1.37E-11,1.70E-09
101257927,42.20005634,4.556299876,0.733342541,1.66E-11,2.03E-09
778336,300.8149636,1.843811059,0.295212608,1.81E-11,2.16E-09
101254878,33.98584494,1.55234192,0.245171005,2.67E-11,3.10E-09
544313,50.98290461,2.982223791,0.493099399,4.11E-11,4.65E-09
101249973,94.50898443,3.220315563,0.538668999,4.14E-11,4.66E-09
543942,73.55491286,6.391160674,1.060381352,4.47E-11,5.00E-09
101266537,32.25155424,2.33674396,0.382303318,5.38E-11,5.89E-09
101267981,155.5765521,3.385158203,0.574568517,5.47E-11,5.90E-09
101247288,75.87785706,4.166084171,0.707259419,5.48E-11,5.90E-09
101248026,70.51841786,2.633726586,0.439501102,5.93E-11,6.32E-09
101255829,27.84662028,3.736098296,0.617814099,7.15E-11,7.59E-09
101254223,61.84978324,1.967561085,0.328441178,9.99E-11,9.97E-09
101253759,117.0795163,3.345432535,0.581227615,1.35E-10,1.30E-08
101266883,123.2470277,4.817589595,0.854602099,1.43E-10,1.35E-08
101266231,38.20826574,2.263284611,0.383750103,1.77E-10,1.63E-08
101255501,102.3849145,2.215412624,0.384984429,2.75E-10,2.41E-08
101261722,61.44994791,2.037648143,0.350846924,2.78E-10,2.42E-08
101265980,23.76203279,3.509143563,0.599881725,2.81E-10,2.43E-08
101246280,63.79109417,4.008743379,0.715851715,3.25E-10,2.78E-08
101253566,68.2428924,1.904176922,0.32865202,3.34E-10,2.83E-08
544157,268.3421302,2.666776124,0.473780883,3.63E-10,3.03E-08
101244186,17.20777402,2.957196926,0.501689961,3.75E-10,3.10E-08
101267147,136.1767574,3.129332535,0.562650327,4.15E-10,3.37E-08
101258870,223.6312692,2.521210903,0.449817634,4.82E-10,3.86E-08
101246126,56.96336396,2.131382168,0.374546766,5.16E-10,4.09E-08
101265426,206.3190474,2.093345301,0.371070659,5.52E-10,4.30E-08
101259163,28.58547338,1.476004303,0.253012066,6.53E-10,4.95E-08
100134881,32.40509813,3.550685564,0.636706779,7.67E-10,5.69E-08
101246087,37.23141711,2.740604847,0.493841299,9.81E-10,7.07E-08
101259436,48.21427092,1.659298448,0.293221041,1.07E-09,7.55E-08
101262661,268.6478406,3.113267806,0.581345057,1.23E-09,8.50E-08
101247200,50.66777777,1.420787445,0.252134927,1.62E-09,1.08E-07
101247807,53.60043912,2.039961208,0.371167866,1.72E-09,1.13E-07
543701,31.88648373,4.242467307,0.785139815,2.00E-09,1.29E-07
101253771,21.61141448,2.397835869,0.432811527,2.01E-09,1.29E-07
104645665,31.35939134,3.349276228,0.619148196,2.02E-09,1.29E-07
101258980,119.5263581,2.135034009,0.39577734,2.19E-09,1.39E-07
101254960,49.64584636,3.490343431,0.658476686,2.26E-09,1.42E-07
101251154,38.95057923,4.996359781,0.932229855,2.25E-09,1.42E-07
101251967,159.7188187,2.913978581,0.554497131,2.46E-09,1.53E-07
101257277,56.02571985,1.153264545,0.204804424,2.49E-09,1.54E-07
543923,63.38432906,1.485610542,0.268877669,2.51E-09,1.54E-07
