Solyc01g100230,Solyc01g057430,Solyc01g059880,Solyc01g094330,Solyc01g079870,Solyc01g095140
Solyc01g100460,Solyc01g057445,Solyc01g059930,Solyc01g094700,Solyc01g080020,Solyc01g095460
Solyc01g102290,Solyc01g057570,Solyc01g060070,Solyc01g094750,Solyc01g080190,Solyc01g095620
Solyc01g103920,Solyc01g058280,Solyc01g060130,Solyc01g094970,Solyc01g080690,Solyc01g095630
Solyc01g104140,Solyc01g058470,Solyc01g060280,Solyc01g094990,Solyc01g081050,Solyc01g095930
Solyc01g104740,Solyc01g059900,Solyc01g065550,Solyc01g095080,Solyc01g086860,Solyc01g096740
Solyc01g105280,Solyc01g059930,Solyc01g065690,Solyc01g095320,Solyc01g086970,Solyc01g097240
Solyc01g106000,Solyc01g060070,Solyc01g066050,Solyc01g095620,Solyc01g087680,Solyc01g097390
Solyc01g106390,Solyc01g066200,Solyc01g066520,Solyc01g095720,Solyc01g087790,Solyc01g097570
Solyc01g106820,Solyc01g066270,Solyc01g066570,Solyc01g095750,Solyc01g090270,Solyc01g097880
Solyc01g107090,Solyc01g066290,Solyc01g066720,Solyc01g096510,Solyc01g091370,Solyc01g098910
Solyc01g107170,Solyc01g066570,Solyc01g066940,Solyc01g096720,Solyc01g091690,Solyc01g099140
Solyc01g107290,Solyc01g066720,Solyc01g067000,Solyc01g096730,Solyc01g091830,Solyc01g100010
Solyc01g108030,Solyc01g066980,Solyc01g067280,Solyc01g097270,Solyc01g094080,Solyc01g100460
Solyc01g108250,Solyc01g067010,Solyc01g067650,Solyc01g097470,Solyc01g094330,Solyc01g100830
Solyc01g108910,Solyc01g067250,Solyc01g067710,Solyc01g097550,Solyc01g094830,Solyc01g102280
Solyc01g109110,Solyc01g067280,Solyc01g067730,Solyc01g098120,Solyc01g095270,Solyc01g102285
Solyc01g109120,Solyc01g067440,Solyc01g067740,Solyc01g098410,Solyc01g095320,Solyc01g102530
Solyc01g109170,Solyc01g067460,Solyc01g068130,Solyc01g099620,Solyc01g095700,Solyc01g104740
Solyc01g109810,Solyc01g067600,Solyc01g068490,Solyc01g099800,Solyc01g096080,Solyc01g105110
Solyc01g109890,Solyc01g067620,Solyc01g073660,Solyc01g100090,Solyc01g096100,Solyc01g105370
Solyc01g109920,Solyc01g067740,Solyc01g073680,Solyc01g100460,Solyc01g096320,Solyc01g105560
Solyc01g111980,Solyc01g067895,Solyc01g073710,Solyc01g100920,Solyc01g096400,Solyc01g106060
Solyc02g014860,Solyc01g067980,Solyc01g073970,Solyc01g101170,Solyc01g096420,Solyc01g107170
Solyc02g036480,Solyc01g068060,Solyc01g079200,Solyc01g101190,Solyc01g096430,Solyc01g107390
Solyc02g062040,Solyc01g068190,Solyc01g079260,Solyc01g102890,Solyc01g096800,Solyc01g107780
Solyc02g062550,Solyc01g068270,Solyc01g079610,Solyc01g102900,Solyc01g096810,Solyc01g107830
Solyc02g063220,Solyc01g068350,Solyc01g079620,Solyc01g102910,Solyc01g096920,Solyc01g108030
Solyc02g063410,Solyc01g068450,Solyc01g079750,Solyc01g103060,Solyc01g097150,Solyc01g108190
Solyc02g064680,Solyc01g068500,Solyc01g079940,Solyc01g103070,Solyc01g097520,Solyc01g108200
Solyc02g064770,Solyc01g073720,Solyc01g080010,Solyc01g103650,Solyc01g097790,Solyc01g108240
Solyc02g065570,Solyc01g079140,Solyc01g080020,Solyc01g104400,Solyc01g097980,Solyc01g108250
Solyc02g068200,Solyc01g079290,Solyc01g080160,Solyc01g105070,Solyc01g098190,Solyc01g108350
Solyc02g069260,Solyc01g079530,Solyc01g080220,Solyc01g105370,Solyc01g099230,Solyc01g109140
Solyc02g069580,Solyc01g079590,Solyc01g080260,Solyc01g105620,Solyc01g099710,Solyc01g109710
Solyc02g070020,Solyc01g079880,Solyc01g080410,Solyc01g105660,Solyc01g099800,Solyc01g109720
Solyc02g070820,Solyc01g080020,Solyc01g080600,Solyc01g105750,Solyc01g099980,Solyc01g109910
Solyc02g071770,Solyc01g080100,Solyc01g080640,Solyc01g105770,Solyc01g100000,Solyc01g111250
Solyc02g071780,Solyc01g080210,Solyc01g080690,Solyc01g106170,Solyc01g100230,Solyc01g111440
Solyc02g071970,Solyc01g080410,Solyc01g081070,Solyc01g106500,Solyc01g100950,Solyc01g112220
Solyc02g072210,Solyc01g080550,Solyc01g081210,Solyc01g106610,Solyc01g101070,Solyc02g036370
Solyc02g076690,Solyc01g080590,Solyc01g081310,Solyc01g106920,Solyc01g102300,Solyc02g037550
Solyc02g077060,Solyc01g080870,Solyc01g086650,Solyc01g107080,Solyc01g102540,Solyc02g062463
Solyc02g077880,Solyc01g081040,Solyc01g086820,Solyc01g107710,Solyc01g102660,Solyc02g063540
Solyc02g077970,Solyc01g081060,Solyc01g086850,Solyc01g108560,Solyc01g103320,Solyc02g063541
Solyc02g078450,Solyc01g081190,Solyc01g087180,Solyc01g109120,Solyc01g103430,Solyc02g063544
Solyc02g079570,Solyc01g081310,Solyc01g087240,Solyc01g109720,Solyc01g103540,Solyc02g064830
Solyc02g079930,Solyc01g081450,Solyc01g087870,Solyc01g109810,Solyc01g103970,Solyc02g065550
Solyc02g080110,Solyc01g086810,Solyc01g087990,Solyc01g110700,Solyc01g103980,Solyc02g067230
Solyc02g080530,Solyc01g086950,Solyc01g088020,Solyc01g111040,Solyc01g104470,Solyc02g067450
Solyc02g081170,Solyc01g086970,Solyc01g088090,Solyc01g111900,Solyc01g105350,Solyc02g069190
Solyc02g081560,Solyc01g087060,Solyc01g088310,Solyc01g112100,Solyc01g105360,Solyc02g069310
Solyc02g082060,Solyc01g087090,Solyc01g088440,Solyc02g014730,Solyc01g105660,Solyc02g070020
Solyc02g082690,Solyc01g087180,Solyc01g088480,Solyc02g030300,Solyc01g106000,Solyc02g070580
Solyc02g083280,Solyc01g087620,Solyc01g088560,Solyc02g032090,Solyc01g106060,Solyc02g071770
Solyc02g083310,Solyc01g087860,Solyc01g088760,Solyc02g032950,Solyc01g108100,Solyc02g071980
Solyc02g083360,Solyc01g087980,Solyc01g088810,Solyc02g038740,Solyc01g108560,Solyc02g071990
Solyc02g083400,Solyc01g088030,Solyc01g090230,Solyc02g061770,Solyc01g108910,Solyc02g076810
Solyc02g083450,Solyc01g088040,Solyc01g090740,Solyc02g061850,Solyc01g109090,Solyc02g076850
Solyc02g083460,Solyc01g088440,Solyc01g091030,Solyc02g062040,Solyc01g109100,Solyc02g077040
Solyc02g084950,Solyc01g088660,Solyc01g091190,Solyc02g062390,Solyc01g109630,Solyc02g078390
Solyc02g084960,Solyc01g088770,Solyc01g091460,Solyc02g065090,Solyc01g109660,Solyc02g078500
Solyc02g084980,Solyc01g089850,Solyc01g091470,Solyc02g065150,Solyc01g109790,Solyc02g078620
Solyc02g085010,Solyc01g090050,Solyc01g091640,Solyc02g067440,Solyc01g109830,Solyc02g078830
Solyc02g085590,Solyc01g090680,Solyc01g091650,Solyc02g067490,Solyc01g109880,Solyc02g078900
Solyc02g085830,Solyc01g090740,Solyc01g091690,Solyc02g068040,Solyc01g110020,Solyc02g079220
Solyc02g086210,Solyc01g090965,Solyc01g091830,Solyc02g068380,Solyc01g110700,Solyc02g079310
Solyc02g086800,Solyc01g091000,Solyc01g094010,Solyc02g068400,Solyc01g111350,Solyc02g079350
Solyc02g086880,Solyc01g091030,Solyc01g094020,Solyc02g069250,Solyc01g111910,Solyc02g079390
Solyc02g087110,Solyc01g091040,Solyc01g094040,Solyc02g069670,Solyc01g112280,Solyc02g079760
Solyc02g087210,Solyc01g091490,Solyc01g094370,Solyc02g069800,Solyc02g014310,Solyc02g079930
Solyc02g087280,Solyc01g091700,Solyc01g094550,Solyc02g070020,Solyc02g014860,Solyc02g080920
Solyc02g087850,Solyc01g091770,Solyc01g094700,Solyc02g070070,Solyc02g030170,Solyc02g082070
Solyc02g088090,Solyc01g091850,Solyc01g094960,Solyc02g070090,Solyc02g030230,Solyc02g082270
Solyc02g088270,Solyc01g093960,Solyc01g095110,Solyc02g070110,Solyc02g032660,Solyc02g082450
Solyc02g088345,Solyc01g094180,Solyc01g095140,Solyc02g070450,Solyc02g055330,Solyc02g083310
Solyc02g088800,Solyc01g094220,Solyc01g095200,Solyc02g071130,Solyc02g061950,Solyc02g084430
Solyc02g089090,Solyc01g094240,Solyc01g095210,Solyc02g071350,Solyc02g062140,Solyc02g084960
Solyc02g089640,Solyc01g094260,Solyc01g095270,Solyc02g071430,Solyc02g063220,Solyc02g085285
Solyc02g090430,Solyc01g094640,Solyc01g095460,Solyc02g071820,Solyc02g063410,Solyc02g085310
Solyc02g090490,Solyc01g094810,Solyc01g095490,Solyc02g076680,Solyc02g063520,Solyc02g085610
Solyc02g090820,Solyc01g095050,Solyc01g095510,Solyc02g076730,Solyc02g064600,Solyc02g085630
Solyc02g090970,Solyc01g095060,Solyc01g095620,Solyc02g076980,Solyc02g064610,Solyc02g085830
Solyc02g091180,Solyc01g095240,Solyc01g095700,Solyc02g077040,Solyc02g064650,Solyc02g085833
Solyc02g091250,Solyc01g095330,Solyc01g095720,Solyc02g077370,Solyc02g064740,Solyc02g087210
Solyc02g091390,Solyc01g095410,Solyc01g095970,Solyc02g077420,Solyc02g064770,Solyc02g087350
Solyc02g091700,Solyc01g095560,Solyc01g096190,Solyc02g077710,Solyc02g065190,Solyc02g087540
Solyc02g092140,Solyc01g095650,Solyc01g096320,Solyc02g078250,Solyc02g067360,Solyc02g087780
Solyc02g092750,Solyc01g095700,Solyc01g096400,Solyc02g078380,Solyc02g067690,Solyc02g088630
Solyc02g092860,Solyc01g095720,Solyc01g096420,Solyc02g078860,Solyc02g068040,Solyc02g088910
Solyc02g092970,Solyc01g095780,Solyc01g096460,Solyc02g078920,Solyc02g068730,Solyc02g089020
Solyc02g092990,Solyc01g095930,Solyc01g096510,Solyc02g079280,Solyc02g068760,Solyc02g089610
Solyc02g093050,Solyc01g096000,Solyc01g096630,Solyc02g079500,Solyc02g069100,Solyc02g089920
Solyc02g093180,Solyc01g096130,Solyc01g096670,Solyc02g079530,Solyc02g069800,Solyc02g090490
Solyc02g093250,Solyc01g096380,Solyc01g096800,Solyc02g079540,Solyc02g070010,Solyc02g090770
Solyc02g093430,Solyc01g096510,Solyc01g096930,Solyc02g079930,Solyc02g070070,Solyc02g090980
Solyc02g093890,Solyc01g096790,Solyc01g097170,Solyc02g080070,Solyc02g070100,Solyc02g091180
Solyc02g094000,Solyc01g097150,Solyc01g097240,Solyc02g081170,Solyc02g070240,Solyc02g091990
Solyc02g094030,Solyc01g097170,Solyc01g097350,Solyc02g082060,Solyc02g070550,Solyc02g092040
Solyc03g005450,Solyc01g097240,Solyc01g097520,Solyc02g082450,Solyc02g070960,Solyc02g092710
Solyc03g005570,Solyc01g097630,Solyc01g097570,Solyc02g082690,Solyc02g071280,Solyc02g092715
Solyc03g006320,Solyc01g098020,Solyc01g097980,Solyc02g082740,Solyc02g071820,Solyc02g092860
Solyc03g006360,Solyc01g098210,Solyc01g098190,Solyc02g082910,Solyc02g071870,Solyc02g092930
Solyc03g007870,Solyc01g098390,Solyc01g098400,Solyc02g082920,Solyc02g072530,Solyc02g092990
Solyc03g007960,Solyc01g098400,Solyc01g098430,Solyc02g083130,Solyc02g076690,Solyc02g093430
Solyc03g013440,Solyc01g098770,Solyc01g098490,Solyc02g083280,Solyc02g077420,Solyc02g093710
Solyc03g019650,Solyc01g098930,Solyc01g098710,Solyc02g083480,Solyc02g077430,Solyc02g094000
Solyc03g019820,Solyc01g099560,Solyc01g098770,Solyc02g084780,Solyc02g077770,Solyc02g094010
Solyc03g025430,Solyc01g099590,Solyc01g099385,Solyc02g084790,Solyc02g077880,Solyc03g006490
Solyc03g025970,Solyc01g099730,Solyc01g099650,Solyc02g084800,Solyc02g078020,Solyc03g006500
Solyc03g026050,Solyc01g099800,Solyc01g099680,Solyc02g084850,Solyc02g078390,Solyc03g007370
Solyc03g026230,Solyc01g099840,Solyc01g099820,Solyc02g084980,Solyc02g078460,Solyc03g007770
Solyc03g031420,Solyc01g099930,Solyc01g099910,Solyc02g085180,Solyc02g078650,Solyc03g007960
Solyc03g031600,Solyc01g100140,Solyc01g100170,Solyc02g085700,Solyc02g078940,Solyc03g019720
Solyc03g032150,Solyc01g100410,Solyc01g100230,Solyc02g085830,Solyc02g079280,Solyc03g019820
Solyc03g033540,Solyc01g100460,Solyc01g100320,Solyc02g085870,Solyc02g079550,Solyc03g019950
Solyc03g043700,Solyc01g100640,Solyc01g100370,Solyc02g086530,Solyc02g079560,Solyc03g025720
Solyc03g044790,Solyc01g100770,Solyc01g100460,Solyc02g086700,Solyc02g081880,Solyc03g031450
Solyc03g078150,Solyc01g100920,Solyc01g100480,Solyc02g086800,Solyc02g082060,Solyc03g031890
Solyc03g078490,Solyc01g100990,Solyc01g100510,Solyc02g086880,Solyc02g082460,Solyc03g032150
Solyc03g081240,Solyc01g102260,Solyc01g100760,Solyc02g087070,Solyc02g082740,Solyc03g033840
Solyc03g083000,Solyc01g102270,Solyc01g100830,Solyc02g087520,Solyc02g082900,Solyc03g034250
Solyc03g083250,Solyc01g102280,Solyc01g100850,Solyc02g087740,Solyc02g083900,Solyc03g044910
Solyc03g083420,Solyc01g102290,Solyc01g102290,Solyc02g087800,Solyc02g084700,Solyc03g044960
Solyc03g083470,Solyc01g102440,Solyc01g102960,Solyc02g087890,Solyc02g084840,Solyc03g053130
Solyc03g083480,Solyc01g102960,Solyc01g103220,Solyc02g087920,Solyc02g084850,Solyc03g080090
Solyc03g083730,Solyc01g103200,Solyc01g103350,Solyc02g088090,Solyc02g085580,Solyc03g083010
Solyc03g093130,Solyc01g103310,Solyc01g103370,Solyc02g088100,Solyc02g085670,Solyc03g083960
Solyc03g093540,Solyc01g103400,Solyc01g103570,Solyc02g088950,Solyc02g086600,Solyc03g094120
Solyc03g093550,Solyc01g103590,Solyc01g103650,Solyc02g089060,Solyc02g086700,Solyc03g097120
Solyc03g093800,Solyc01g103770,Solyc01g103920,Solyc02g089150,Solyc02g086800,Solyc03g097170
Solyc03g094120,Solyc01g103970,Solyc01g103930,Solyc02g089190,Solyc02g086880,Solyc03g097240
Solyc03g094160,Solyc01g104720,Solyc01g103940,Solyc02g089460,Solyc02g086970,Solyc03g098020
Solyc03g095510,Solyc01g104780,Solyc01g104000,Solyc02g090030,Solyc02g086980,Solyc03g098100
Solyc03g095650,Solyc01g104890,Solyc01g104100,Solyc02g090210,Solyc02g087110,Solyc03g098240
Solyc03g096670,Solyc01g104900,Solyc01g104140,Solyc02g090470,Solyc02g087560,Solyc03g098320
Solyc03g097120,Solyc01g104930,Solyc01g104300,Solyc02g090490,Solyc02g088340,Solyc03g098660
Solyc03g098240,Solyc01g104990,Solyc01g104650,Solyc02g090500,Solyc02g088600,Solyc03g098730
Solyc03g098730,Solyc01g105320,Solyc01g104740,Solyc02g092110,Solyc02g088800,Solyc03g111130
Solyc03g111100,Solyc01g105350,Solyc01g104775,Solyc02g092820,Solyc02g089330,Solyc03g111140
Solyc03g111310,Solyc01g105660,Solyc01g104780,Solyc02g092860,Solyc02g089340,Solyc03g111725
Solyc03g112310,Solyc01g105880,Solyc01g105100,Solyc02g092880,Solyc02g090130,Solyc03g111730
Solyc03g112340,Solyc01g105940,Solyc01g105220,Solyc02g092890,Solyc02g090140,Solyc03g112340
Solyc03g112440,Solyc01g106000,Solyc01g105560,Solyc02g093580,Solyc02g090390,Solyc03g112380
Solyc03g113390,Solyc01g106060,Solyc01g105600,Solyc02g093650,Solyc02g090430,Solyc03g112450
Solyc03g114150,Solyc01g106100,Solyc01g105770,Solyc02g093890,Solyc02g090810,Solyc03g112700
Solyc03g114160,Solyc01g106310,Solyc01g106000,Solyc02g093960,Solyc02g090850,Solyc03g114210
Solyc03g115070,Solyc01g106400,Solyc01g106210,Solyc02g094270,Solyc02g091100,Solyc03g114600
Solyc03g115230,Solyc01g106680,Solyc01g106340,Solyc03g005320,Solyc02g091120,Solyc03g115850
Solyc03g115370,Solyc01g106700,Solyc01g106420,Solyc03g005500,Solyc02g091760,Solyc03g115920
Solyc03g115920,Solyc01g106910,Solyc01g106470,Solyc03g005630,Solyc02g091860,Solyc03g115930
Solyc03g116030,Solyc01g107470,Solyc01g106510,Solyc03g005840,Solyc02g091950,Solyc03g116030
Solyc03g116390,Solyc01g107670,Solyc01g107010,Solyc03g005910,Solyc02g092090,Solyc03g116100
Solyc03g116480,Solyc01g107690,Solyc01g107160,Solyc03g005980,Solyc02g092140,Solyc03g116340
Solyc03g116530,Solyc01g108030,Solyc01g107170,Solyc03g006080,Solyc02g093080,Solyc03g116510
Solyc03g116890,Solyc01g108190,Solyc01g107250,Solyc03g006100,Solyc02g093470,Solyc03g116890
Solyc03g117980,Solyc01g108390,Solyc01g107550,Solyc03g006630,Solyc02g093490,Solyc03g117420
Solyc03g118170,Solyc01g108540,Solyc01g107740,Solyc03g006700,Solyc02g093580,Solyc03g117590
Solyc03g118620,Solyc01g108740,Solyc01g107790,Solyc03g006810,Solyc02g093890,Solyc03g117675
Solyc03g118810,Solyc01g108775,Solyc01g107830,Solyc03g006890,Solyc03g005450,Solyc03g117680
Solyc03g119060,Solyc01g108790,Solyc01g107860,Solyc03g006970,Solyc03g006080,Solyc03g117870
Solyc03g119250,Solyc01g108910,Solyc01g107880,Solyc03g007220,Solyc03g006700,Solyc03g117980
Solyc03g119310,Solyc01g109090,Solyc01g107900,Solyc03g007230,Solyc03g007230,Solyc03g118200
Solyc03g119810,Solyc01g109100,Solyc01g107990,Solyc03g007240,Solyc03g007860,Solyc03g118810
Solyc03g119930,Solyc01g109170,Solyc01g108000,Solyc03g013440,Solyc03g007930,Solyc03g119250
Solyc03g120110,Solyc01g109250,Solyc01g108020,Solyc03g019690,Solyc03g013440,Solyc03g120550
Solyc03g120300,Solyc01g109275,Solyc01g108030,Solyc03g019820,Solyc03g019650,Solyc03g120930
Solyc03g121240,Solyc01g109340,Solyc01g108170,Solyc03g032090,Solyc03g025430,Solyc03g121880
Solyc03g121360,Solyc01g109390,Solyc01g108250,Solyc03g032220,Solyc03g025600,Solyc03g122190
Solyc03g121890,Solyc01g109470,Solyc01g108350,Solyc03g033330,Solyc03g025700,Solyc03g122340
Solyc03g122340,Solyc01g109610,Solyc01g108430,Solyc03g033790,Solyc03g025890,Solyc03g122360
Solyc03g123370,Solyc01g109690,Solyc01g108600,Solyc03g034320,Solyc03g026000,Solyc03g123370
Solyc03g123680,Solyc01g109810,Solyc01g108910,Solyc03g043860,Solyc03g026130,Solyc04g005050
Solyc04g005380,Solyc01g109880,Solyc01g109120,Solyc03g043880,Solyc03g031600,Solyc04g005250
Solyc04g005480,Solyc01g109895,Solyc01g109130,Solyc03g071690,Solyc03g031970,Solyc04g005255
Solyc04g005860,Solyc01g110400,Solyc01g109170,Solyc03g071850,Solyc03g031990,Solyc04g005670
Solyc04g007580,Solyc01g110500,Solyc01g109330,Solyc03g078490,Solyc03g032030,Solyc04g007580
Solyc04g007630,Solyc01g110555,Solyc01g109340,Solyc03g080180,Solyc03g032090,Solyc04g007880
Solyc04g007900,Solyc01g110570,Solyc01g109470,Solyc03g082540,Solyc03g032180,Solyc04g009050
Solyc04g007980,Solyc01g110590,Solyc01g109580,Solyc03g082550,Solyc03g033630,Solyc04g009860
Solyc04g009960,Solyc01g110600,Solyc01g109710,Solyc03g082560,Solyc03g033790,Solyc04g009900
Solyc04g015200,Solyc01g110630,Solyc01g109720,Solyc03g082620,Solyc03g043740,Solyc04g009960
Solyc04g015360,Solyc01g110660,Solyc01g109810,Solyc03g082730,Solyc03g044630,Solyc04g012140
Solyc04g016420,Solyc01g110680,Solyc01g109880,Solyc03g090990,Solyc03g058940,Solyc04g014600
Solyc04g017690,Solyc01g110790,Solyc01g109890,Solyc03g091010,Solyc03g062650,Solyc04g016470
Solyc04g025650,Solyc01g110880,Solyc01g109920,Solyc03g091030,Solyc03g062710,Solyc04g025530
Solyc04g025940,Solyc01g110907,Solyc01g110000,Solyc03g091040,Solyc03g062910,Solyc04g025650
Solyc04g040180,Solyc01g110920,Solyc01g110110,Solyc03g095650,Solyc03g063390,Solyc04g051360
Solyc04g050620,Solyc01g110930,Solyc01g110290,Solyc03g096380,Solyc03g063750,Solyc04g063380
Solyc04g054690,Solyc01g110970,Solyc01g110380,Solyc03g096670,Solyc03g078310,Solyc04g071030
Solyc04g054760,Solyc01g111000,Solyc01g110440,Solyc03g097030,Solyc03g078490,Solyc04g071870
Solyc04g055050,Solyc01g111010,Solyc01g111250,Solyc03g097390,Solyc03g079930,Solyc04g072895
Solyc04g063350,Solyc01g111050,Solyc01g111350,Solyc03g097500,Solyc03g080010,Solyc04g072900
Solyc04g063380,Solyc01g111110,Solyc01g111520,Solyc03g097600,Solyc03g081240,Solyc04g072920
Solyc04g064720,Solyc01g111380,Solyc01g111570,Solyc03g097610,Solyc03g082380,Solyc04g073950
Solyc04g064870,Solyc01g111600,Solyc01g111590,Solyc03g097620,Solyc03g082540,Solyc04g074270
Solyc04g071030,Solyc01g111640,Solyc01g111610,Solyc03g098100,Solyc03g082720,Solyc04g074400
Solyc04g071140,Solyc01g111650,Solyc01g112050,Solyc03g098240,Solyc03g083070,Solyc04g074780
Solyc04g071480,Solyc01g112000,Solyc02g014860,Solyc03g098260,Solyc03g083090,Solyc04g074950
Solyc04g071800,Solyc01g112170,Solyc02g024050,Solyc03g098270,Solyc03g083190,Solyc04g076300
Solyc04g071990,Solyc01g150101,Solyc02g030480,Solyc03g098670,Solyc03g083250,Solyc04g076830
Solyc04g072900,Solyc01g150126,Solyc02g031830,Solyc03g098740,Solyc03g083770,Solyc04g078290
Solyc04g074830,Solyc01g150152,Solyc02g032850,Solyc03g110890,Solyc03g093340,Solyc04g078360
Solyc04g074950,Solyc01g150163,Solyc02g032860,Solyc03g111100,Solyc03g093480,Solyc04g078420
Solyc04g074960,Solyc01g150164,Solyc02g036480,Solyc03g112030,Solyc03g093800,Solyc04g078640
Solyc04g076340,Solyc01g150176,Solyc02g062250,Solyc03g112060,Solyc03g093880,Solyc04g078840
Solyc04g076820,Solyc02g005310,Solyc02g062300,Solyc03g112640,Solyc03g095230,Solyc04g079210
Solyc04g077780,Solyc02g005603,Solyc02g062390,Solyc03g112700,Solyc03g096670,Solyc04g079940
Solyc04g077870,Solyc02g020880,Solyc02g062550,Solyc03g112750,Solyc03g096830,Solyc04g080790
