name,SPOT_ID
Solyc12g008660.1,Solyc10g079860.1
Solyc03g032090.1,Solyc07g063410.2
Solyc09g007790.1,Solyc01g106920.2
Solyc01g107710.2,Solyc02g032950.2
Solyc01g065570.2,Solyc11g071470.1
Solyc08g076870.1,Solyc02g070110.1
Solyc04g076730.1,Solyc03g043880.2
Solyc07g041770.1,Solyc01g081600.2
Solyc05g015470.1,Solyc05g041540.2
Solyc11g069420.1,Solyc01g096730.2
Solyc09g008740.1,Solyc09g090790.2
Solyc03g005500.1,XM_004230762.1
Solyc11g066640.1,Solyc07g056570.1
Solyc09g007880.1,Solyc06g019170.2
Solyc01g080910.2,Solyc08g068730.1
Solyc01g006050.2,Solyc04g007790.2
Solyc05g052680.1,Solyc09g075820.2
Solyc03g090990.1,Solyc04g071610.2
Solyc02g032090.1,Solyc02g077370.1
Solyc08g075230.1,Solyc10g085140.1
Solyc07g062490.1,Solyc11g069330.1
Solyc03g091030.1,XM_004236739.1
Solyc06g072740.1,Solyc01g099620.2
Solyc04g055050.1,Solyc06g050130.2
Solyc10g017970.1,Solyc02g070090.1
Solyc11g007400.1,Solyc01g106610.2
Solyc02g076730.2,Solyc09g089580.2
Solyc03g111100.1,Solyc01g068380.2
Solyc04g009780.1,Solyc09g091000.2
Solyc01g094990.2,Solyc04g040180.2
Solyc10g086680.1,Solyc02g082690.2
Solyc09g011620.1,Solyc06g048860.1
Solyc04g079350.1,Solyc01g006150.2
Solyc04g081140.1,Solyc01g098120.2
Solyc08g074660.1,Solyc08g083110.2
Solyc05g018560.1,Solyc06g060590.2
Solyc01g006070.2,Solyc10g075100.1
Solyc04g014310.1,Solyc04g078290.2
Solyc06g084370.1,Solyc02g065090.2
Solyc06g054030.2,Solyc06g076550.2
Solyc08g014110.1,Solyc02g084980.2
Solyc05g010450.1,Solyc01g096510.2
Solyc05g024360.1,Solyc01g087240.2
Solyc05g056500.1,Solyc02g070020.1
Solyc12g042010.1,Solyc09g074290.1
Solyc07g065810.2,Solyc06g082240.2
Solyc03g091010.1,Solyc07g007550.2
Solyc12g100260.1,Solyc05g006310.1
Solyc08g014090.1,Solyc01g106500.2
Solyc05g052670.1,Solyc06g010010.1
Solyc10g039390.1,XM_004247879.1
,Solyc06g033860.1
,Solyc06g008620.1
,Solyc06g065670.2
,Solyc08g078650.2
,Solyc01g080480.2
,Solyc06g060680.1
,Solyc09g090970.2
,Solyc01g005500.2
,XM_004231312.1
,Solyc02g086530.2
,Solyc03g112030.1
,Solyc10g055800.1
,Solyc03g121940.2
,Solyc02g090490.2
,Solyc02g077710.1
,Solyc03g006700.2
,Solyc06g076760.1
,Solyc12g088190.1
,Solyc11g066700.1
,Solyc07g054240.2
,Solyc10g009410.1
,Solyc08g079870.1
,Solyc01g065980.2
,Solyc11g007950.1
,Solyc09g010210.2
,Solyc04g082030.1
,Solyc03g098100.2
,Solyc02g067490.2
,Solyc11g068950.1
,XR_183217.1
,Solyc07g054230.2
,Solyc09g089550.2
,Solyc07g043590.2
,Solyc03g005910.2
,XM_004243760.1
,Solyc12g005380.1
,Solyc01g105770.2
,XM_004244063.1
,XM_004238418.1
,Solyc01g112100.2
,Solyc03g115660.2
,Solyc02g082060.1
,Solyc04g064870.2
,Solyc01g060260.2
,Solyc02g084780.2
,Solyc11g011300.1
,Solyc12g008840.1
,XM_004229578.1
,Solyc03g082560.2
,Solyc10g005060.2
,Solyc06g007180.2
,Solyc09g065440.2
,Solyc09g091670.2
,Solyc06g068600.2
,Solyc02g090210.2
,Solyc01g008650.2
,XM_004252805.1
,Solyc12g094630.1
,Solyc11g008020.1
,Solyc05g015850.2
,Solyc08g006020.2
,Solyc01g102900.2
,XM_004242586.1
,Solyc08g076060.2
,Solyc02g070070.1
,Solyc09g083020.1
,Solyc07g063870.2
,Solyc01g096720.2
,Solyc03g006970.1
,Solyc06g061030.2
,Solyc02g071430.2
,Solyc06g066230.2
,Solyc04g005790.2
,Solyc02g080070.2
,Solyc09g082890.1
,Solyc06g054240.2
,Solyc05g052280.2
,Solyc01g105750.1
,Solyc02g065150.1
,Solyc01g095080.2
,Solyc10g084400.1
,Solyc05g008310.2
,Solyc04g025520.1
,Solyc05g051780.2
,Solyc04g051690.2
,XM_004251857.1
,Solyc09g061410.1
,Solyc07g053890.2
,Solyc04g074380.2
,Solyc01g103650.2
,Solyc07g062630.1
,Solyc05g050130.2
,Solyc07g040890.1
,Solyc11g069640.1
,Solyc07g054760.1
,Solyc02g068380.2
,Solyc02g088090.1
,Solyc03g097610.2
,Solyc04g055170.2
,Solyc06g054260.1
,Solyc07g045000.2
,Solyc07g040990.2
,XM_004237850.1
,XM_004239332.1
,XR_182480.1
,Solyc07g005380.2
,Solyc03g110890.1
,Solyc10g084640.1
,Solyc04g081900.2
,Solyc01g109810.2
,Solyc01g109120.2
,Solyc09g082810.2
,Solyc03g095650.2
,Solyc08g007090.1
,Solyc03g097390.2
,Solyc01g058250.1
,Solyc02g062390.2
,Solyc07g017980.1
,Solyc01g009810.2
,Solyc10g055810.1
,Solyc10g080550.1
,Solyc08g077440.2
,Solyc02g068040.2
,Solyc03g123680.1
,Solyc02g086700.2
,XM_004233255.1
,XM_004237287.1
,XM_004249457.1
,Solyc09g098590.2
,Solyc04g083140.1
,Solyc07g062970.2
,Solyc06g065570.2
,Solyc11g011180.1
,Solyc09g065760.2
,Solyc11g018680.1
,Solyc01g110700.2
,Solyc02g082740.1
,XM_004232748.1
,XM_004251507.1
,Solyc07g066360.1
,Solyc03g114160.1
,Solyc06g066600.2
,Solyc07g054720.1
,XM_004232415.1
,Solyc09g090080.1
,Solyc03g082620.2
,Solyc03g097030.2
,Solyc04g054150.1
,Solyc03g005840.1
,Solyc07g017570.2
,Solyc10g045240.1
,Solyc00g071180.2
,Solyc06g053710.2
,Solyc06g050530.2
,Solyc04g071770.2
,Solyc11g065350.1
,Solyc11g012450.1
,Solyc12g094660.1
,XM_004243345.1
,Solyc03g071850.1
,XM_004249507.1
,XM_004243762.1
,Solyc06g081980.1
,Solyc01g008850.2
,Solyc05g010330.2
,Solyc03g116910.2
,Solyc11g018680.1
,Solyc09g082300.2
,Solyc11g073140.1
,Solyc03g115920.2
,XM_004232326.1
,Solyc04g014330.1
,Solyc10g054780.1
,Solyc09g005690.2
,Solyc07g009440.1
,Solyc08g080860.2
,Solyc08g083050.1
,Solyc08g074970.1
,Solyc02g093890.1
,Solyc01g079260.2
,Solyc12g097060.1
,Solyc02g061850.2
,Solyc06g071820.2
,Solyc08g080640.1
,Solyc03g097600.2
,Solyc01g105070.2
,Solyc11g005860.1
,Solyc01g007070.2
,Solyc03g098270.1
,Solyc10g005460.2
,Solyc07g052370.2
,Solyc12g096570.1
,Solyc12g009680.1
,Solyc02g083480.2
,Solyc02g085870.2
,Solyc02g086800.2
,Solyc03g120550.2
,Solyc09g011980.1
,Solyc01g073660.2
,Solyc08g080630.2
,Solyc03g007240.2
,Solyc03g116700.2
,Solyc06g068700.2
,Solyc06g076800.2
,Solyc00g174330.2
,Solyc09g090470.2
,Solyc12g005670.1
,Solyc06g033920.1
,Solyc08g081820.2
,Solyc03g120900.1
,Solyc07g007790.2
,Solyc07g016170.2
,Solyc07g045350.2
,Solyc01g095750.2
,Solyc02g088950.1
,Solyc12g099200.1
,Solyc11g064840.1
,XM_004237975.1
,Solyc04g078190.2
,Solyc06g073940.2
,Solyc02g077040.2
,Solyc02g071820.2
,Solyc02g092820.2
,Solyc05g007770.2
,Solyc08g014570.2
,Solyc01g105370.2
,Solyc06g009050.2
,Solyc04g009860.2
,Solyc02g092110.2
,Solyc08g083190.2
,Solyc09g008350.2
,Solyc03g007230.2
,Solyc00g058890.1
,Solyc12g010550.1
,Solyc03g096380.2
,Solyc12g100250.1
,Solyc01g097550.2
,Solyc05g014380.2
,Solyc04g011600.2
,Solyc09g010690.2
,Solyc03g120420.2
,Solyc02g087800.2
,XM_004252827.1
,Solyc11g071350.1
,Solyc02g078920.2
,Solyc02g082910.2
,XM_004238203.1
,Solyc06g065870.2
,Solyc01g106170.2
,Solyc03g005980.2
,Solyc12g049030.1
,Solyc12g089160.1
,Solyc12g038080.1
,Solyc05g055030.1
,Solyc01g102890.2
,Solyc06g066370.2
,XM_004246532.1
,XM_004252283.1
,Solyc02g069250.2
,Solyc08g082930.1
,Solyc08g077330.2
,Solyc03g006630.2
,Solyc02g071350.2
,Solyc08g078180.1
,Solyc03g098240.2
,Solyc11g007410.1
,XM_004235669.1
,Solyc03g120390.2
,Solyc09g015670.2
,Solyc05g008380.2
,Solyc07g053600.2
,Solyc01g104400.2
,Solyc04g076680.2
,Solyc04g079300.2
,Solyc04g006960.2
,Solyc07g065410.1
,XM_004245198.1
,Solyc03g120260.2
,Solyc09g009530.2
,Solyc12g089350.1
,Solyc04g005610.2
,Solyc02g083280.2
,Solyc07g017600.2
,Solyc10g012370.2
,Solyc12g009800.1
,Solyc01g102910.2
,Solyc11g021060.1
,Solyc03g113130.2
,Solyc08g074630.1
,Solyc03g082730.1
,Solyc08g013900.2
,Solyc04g077990.2
,XM_004252283.1
,Solyc06g068090.2
,Solyc02g088100.2
,Solyc10g085400.1
,Solyc03g096670.2
,Solyc04g054450.1
,Solyc06g076160.2
,Solyc05g006990.2
,Solyc06g065530.2
,Solyc02g085830.2
,Solyc11g067180.1
,Solyc01g094750.2
,Solyc03g033790.2
,Solyc03g114800.1
,Solyc01g109720.2
,Solyc00g136560.2
,Solyc12g094550.1
,Solyc10g076710.1
,Solyc08g082620.2
,Solyc10g078410.1
,Solyc08g077230.2
,Solyc06g072870.1
,Solyc12g043040.1
,Solyc01g105620.2
,Solyc02g078380.2
,Solyc09g005970.1
,Solyc01g094330.2
,Solyc12g099150.1
,Solyc10g086380.1
,Solyc04g014470.2
,Solyc03g112700.1
,Solyc05g016690.2
,Solyc12g005850.1
,XM_004230869.1
,XM_004236650.1
,Solyc05g053600.2
,Solyc07g053640.1
,Solyc02g078860.2
,Solyc12g045020.1
,Solyc03g113690.1
,Solyc09g091990.2
,Solyc09g090110.2
,Solyc02g078250.2
,XM_004250248.1
,Solyc04g016330.2
,Solyc05g005160.2
,Solyc12g042600.1
,Solyc12g017850.1
,Solyc01g087810.2
,Solyc01g103070.2
,Solyc02g089060.2
,Solyc02g092890.1
,Solyc04g007760.2
,Solyc10g009240.2
,Solyc08g079110.2
,Solyc05g054490.2
,Solyc02g068400.2
,Solyc04g076700.2
,Solyc04g007810.1
,Solyc07g056210.2
,Solyc08g077080.1
,Solyc06g051940.2
,Solyc03g112060.2
,Solyc02g081170.2
,Solyc08g083090.1
,Solyc09g065560.2
,Solyc01g111040.2
,Solyc02g083130.2
,Solyc04g072160.2
,Solyc01g010700.2
,Solyc02g085700.1
,Solyc07g063640.1
,Solyc08g078550.1
,Solyc04g014320.1
,Solyc03g006080.2
,Solyc05g014380.2
,Solyc09g090350.2
,Solyc09g082730.2
,Solyc06g034150.2
,Solyc01g099800.2
,Solyc04g082150.1
,XM_004247432.1
,Solyc10g006710.2
,XM_004241183.1
,Solyc01g101190.2
,Solyc10g080050.1
,Solyc07g053420.2
,XM_004253320.1
,Solyc03g013440.2
,Solyc02g087740.2
,Solyc05g053620.2
,Solyc04g082040.2
,Solyc06g062670.2
,Solyc03g121880.2
,Solyc08g081230.1
,Solyc05g051210.2
,Solyc04g077220.2
,Solyc02g092860.2
,Solyc03g032220.2
,Solyc03g071690.2
,Solyc01g088160.2
,Solyc07g065320.2
,Solyc01g095620.2
,XR_182697.1
,Solyc11g005560.1
,Solyc11g007500.1
,Solyc11g012170.1
,Solyc12g056990.1
,Solyc05g025680.1
,Solyc02g087920.2
,Solyc02g038740.2
,Solyc10g008700.1
,Solyc09g082270.2
,Solyc05g051660.1
,Solyc01g100920.2
,Solyc07g049240.2
,Solyc06g050400.1
,Solyc12g044490.1
,Solyc11g010460.1
,Solyc03g007220.2
,Solyc12g057090.1
,Solyc07g043580.2
,Solyc02g093960.2
,Solyc04g014290.1
,XM_004228499.1
,Solyc04g016230.2
,Solyc02g069800.1
,Solyc02g069670.2
,Solyc09g065910.1
,Solyc04g080540.2
,Solyc09g092010.1
,Solyc12g008660.1
,Solyc10g009550.2
,XM_004228351.1
,Solyc08g066890.2
,Solyc02g089150.2
,Solyc12g035400.1
,Solyc03g032090.1
,XM_004238323.1
,XR_182569.1
,XM_004244818.1
,Solyc01g100460.2
,Solyc09g007790.1
,Solyc12g100240.1
,Solyc08g077480.2
,Solyc01g107710.2
,Solyc01g008300.1
,Solyc08g067260.2
,Solyc07g007340.2
,Solyc03g121300.2
,Solyc02g090470.2
,Solyc03g115960.2
,Solyc04g077620.1
,Solyc12g010980.1
,Solyc01g103060.2
,Solyc03g112750.2
,Solyc10g005300.2
,Solyc12g096960.1
,Solyc12g019740.1
,Solyc04g076660.2
,Solyc04g064880.2
,Solyc01g065570.2
,Solyc08g076870.1
,XM_004252283.1
,Solyc01g086680.2
,Solyc12g096840.1
,Solyc03g005630.2
,Solyc09g082550.2
,Solyc06g074120.2
,Solyc02g079530.2
,Solyc12g005700.1
,Solyc08g007790.2
,Solyc05g012210.2
,Solyc09g007270.2
,Solyc12g094710.1
,Solyc03g006100.2
,Solyc02g070450.1
,Solyc04g076730.1
,Solyc08g082440.2
,Solyc06g065820.2
,Solyc12g014100.1
,Solyc10g008810.2
,Solyc07g056410.2
,XM_004252642.1
,Solyc07g049690.2
,Solyc05g007300.2
,Solyc07g056320.2
,Solyc06g061210.2
,Solyc09g008500.1
,Solyc08g077490.1
,Solyc11g006990.1
,Solyc02g030300.2
,Solyc07g041770.1
,Solyc12g006380.1
,Solyc05g015470.1
,Solyc12g055980.1
,Solyc02g084800.2
,Solyc07g041290.1
,Solyc05g050220.2
,Solyc05g053150.1
,Solyc03g019820.2
,Solyc04g056310.2
,Solyc12g007090.1
,Solyc00g170510.1
,Solyc10g078270.1
,Solyc06g066680.2
,Solyc03g006810.2
,Solyc02g085180.2
,XM_004249403.1
,Solyc04g008480.1
,Solyc03g116100.2
,Solyc08g067620.2
,Solyc10g083810.1
,Solyc01g008640.2
,Solyc11g069420.1
,XM_004252240.1
,Solyc11g007390.1
,Solyc03g034320.2
,Solyc10g081840.1
,Solyc09g008740.1
,Solyc11g011110.1
,Solyc02g079930.2
,Solyc09g065430.2
,Solyc07g006500.2
,Solyc03g005500.1
,Solyc09g031750.2
,XM_004239911.1
,Solyc08g081630.1
,Solyc02g079280.2
,Solyc04g078980.2
,Solyc08g067160.2
,Solyc10g005390.2
,Solyc03g005320.2
,Solyc08g078030.2
,Solyc12g057100.1
,XM_004252464.1
,XM_004245984.1
,Solyc03g043860.2
,Solyc01g010390.2
,Solyc09g061280.2
,Solyc12g007070.1
,Solyc07g021340.2
,Solyc05g014390.2
,Solyc11g066640.1
,Solyc07g006700.1
,Solyc11g062260.1
,Solyc05g009000.2
,NM_001247607.1
,Solyc09g007880.1
,Solyc06g066310.2
,Solyc04g079820.2
,Solyc04g005020.2
,Solyc01g080910.2
,Solyc08g062220.2
,XM_004233278.1
,Solyc06g011560.2
,Solyc01g006050.2
,Solyc07g041000.2
,Solyc05g052680.1
,Solyc02g094270.1
,Solyc12g011090.1
,Solyc09g089930.1
,Solyc06g069710.2
,Solyc01g094700.2
,Solyc03g090990.1
,Solyc11g069290.1
,Solyc02g090500.2
,Solyc03g117720.2
,Solyc02g032090.1
,XM_004233924.1
,Solyc03g098670.1
,Solyc08g075230.1
,Solyc03g118820.2
,Solyc07g062490.1
,Solyc03g091030.1
,Solyc03g091040.1
,Solyc06g068800.2
,Solyc03g098260.1
,Solyc01g101170.2
,Solyc06g082010.2
,Solyc05g052340.2
,Solyc02g071130.2
,Solyc05g051350.1
,XM_004235274.1
,Solyc06g072740.1
,Solyc09g074560.2
,Solyc01g005140.2
,Solyc01g107080.2
,Solyc04g071580.2
,Solyc04g055050.1
,Solyc05g005170.2
,Solyc03g006890.1
,Solyc01g095720.2
,Solyc05g009470.2
,Solyc10g017970.1
,Solyc11g007990.1
,XM_004236942.1
,Solyc00g050430.2
,Solyc02g093650.2
,Solyc11g067190.1
,Solyc11g007400.1
,Solyc06g083220.2
,Solyc06g043080.2
,XM_004242851.1
,XM_004250063.1
,Solyc01g010770.2
,Solyc11g066860.1
,Solyc02g076730.2
,Solyc06g067980.2
,Solyc09g091270.1
,Solyc07g053290.2
,Solyc00g022070.1
,Solyc04g071780.2
,Solyc03g111100.1
,Solyc04g009780.1
,Solyc11g067260.1
,Solyc05g051220.2
,Solyc06g082420.2
,Solyc01g091270.2
,Solyc07g005390.2
,Solyc01g094970.2
,Solyc02g087520.2
,Solyc12g098810.1
,Solyc04g080990.1
,Solyc07g008360.1
,Solyc09g083050.2
,Solyc07g032490.2
,Solyc09g011650.2
,Solyc10g081560.1
,Solyc08g079900.1
,Solyc01g094990.2
,XM_004230727.1
,Solyc12g006050.1
,Solyc06g083270.2
,Solyc02g067440.2
,Solyc01g059900.2
,Solyc01g111900.2
,---
,Solyc11g013110.1
,Solyc05g052360.1
,Solyc07g044860.2
,Solyc10g005240.2
,XM_004241916.1
,Solyc08g065540.2
,Solyc06g050300.1
,Solyc04g081690.1
,Solyc08g075280.2
,Solyc02g090030.2
,Solyc07g062740.2
,Solyc09g075690.1
,Solyc06g060970.1
,Solyc06g074940.2
,Solyc07g063930.2
,Solyc06g050980.2
,Solyc07g053700.2
,Solyc10g086680.1
,Solyc03g120990.2
,Solyc09g011620.1
,Solyc06g068450.1
,Solyc03g097500.2
,Solyc07g065220.1
,Solyc05g053400.1
,---
,Solyc06g076670.2
,Solyc04g063350.2
,Solyc02g062040.2
,Solyc02g061770.2
,Solyc04g079350.1
,Solyc04g081140.1
,Solyc02g076680.2
,Solyc01g108560.2
,Solyc06g036640.2
,Solyc08g074660.1
,Solyc05g053400.1
,Solyc04g005250.2
,Solyc08g082640.2
,Solyc02g087890.2
,Solyc10g008330.2
,Solyc10g007880.2
,Solyc08g074280.2
,Solyc10g084660.1
,Solyc01g087980.2
,XM_004231584.1
,Solyc06g063090.2
,Solyc11g067000.1
,XM_004240086.1
,Solyc07g009260.2
,Solyc07g020790.2
,Solyc04g079260.2
,---
,Solyc07g065230.1
,Solyc03g033330.2
,Solyc05g016060.2
,Solyc04g080750.2
,Solyc07g019440.2
,Solyc05g018560.1
,Solyc05g054890.2
,Solyc04g078340.2
,Solyc07g047960.2
,Solyc09g092420.1
,Solyc03g112640.2
,Solyc08g079160.2
,Solyc06g075370.2
,Solyc09g097760.2
,Solyc01g006070.2
,Solyc05g051920.2
,Solyc12g040420.1
,Solyc05g015390.2
,Solyc00g206460.1
,Solyc12g056940.1
,Solyc05g008390.2
,Solyc04g014310.1
,Solyc06g084370.1
,Solyc10g084240.1
,Solyc06g054030.2
,Solyc05g052980.2
,Solyc03g082540.2
,Solyc10g009360.2
,Solyc06g008820.2
,Solyc08g014110.1
,Solyc06g072770.2
,Solyc05g010450.1
,Solyc03g080180.2
,Solyc11g012420.1
,XM_004234292.1
,Solyc04g074390.2
,Solyc05g024360.1
,Solyc06g068620.2
,Solyc09g092640.2
,Solyc04g074430.1
,Solyc01g098410.2
,Solyc08g080170.2
,Solyc02g076980.2
,Solyc12g019230.1
,Solyc03g121190.2
,Solyc05g056500.1
,XM_004238770.1
,Solyc11g005770.1
,Solyc09g082290.2
,Solyc12g042010.1
,Solyc12g014360.1
,Solyc05g006530.2
,NM_001247565.1
,Solyc01g006620.2
,XM_004252642.1
,Solyc07g065810.2
,Solyc03g091010.1
,Solyc12g100260.1
,XM_004253098.1
,Solyc02g089190.1
,Solyc04g077310.2
,Solyc01g094140.2
,Solyc08g014090.1
,Solyc10g009380.2
,Solyc05g052670.1
,Solyc10g039390.1
,Solyc11g071800.1
,Solyc12g005730.1
,Solyc04g005800.2
,Solyc05g052830.2
,Solyc09g065420.2
,Solyc08g074260.2
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
