,baseMean,log2FoldChange,lfcSE,pvalue,padj
544197,678.9837853,4.012761658,0.169881308,1.86E-124,3.28E-120
544109,636.1581554,3.02808575,0.133697098,1.59E-114,1.41E-110
101245840,332.262156,5.862144627,0.315258062,2.21E-77,1.30E-73
101268052,900.4045328,5.595242493,0.333151193,1.20E-64,4.25E-61
544250,242.1791304,4.442263385,0.268183905,1.93E-62,5.67E-59
101256176,416.4418376,5.889427186,0.360918894,8.59E-61,2.17E-57
101263630,229.2033782,5.676609672,0.354524376,6.42E-58,1.26E-54
101257012,169.8236958,3.633342895,0.238844309,5.17E-53,9.12E-50
101246420,2425.914033,3.37316937,0.223079465,6.82E-53,1.10E-49
101251653,418.1307288,3.824847489,0.261102524,9.28E-50,1.26E-46
101244906,421.3828951,3.808619887,0.260248793,1.63E-49,2.06E-46
101249794,288.3961545,3.196815455,0.221842839,4.15E-48,4.88E-45
101264360,186.6511707,2.215870509,0.156370568,2.95E-46,3.25E-43
778228,169.8497748,3.629551682,0.256898545,3.53E-46,3.66E-43
101261835,151.9776763,3.558223693,0.252045703,4.54E-46,4.45E-43
101267065,3398.73859,5.310238267,0.38006061,5.57E-46,5.17E-43
543526,668.9177241,5.210871442,0.373744315,1.31E-45,1.15E-42
543591,663.604902,2.862597466,0.204518263,1.39E-45,1.17E-42
100736498,403.5371967,3.164647528,0.230962534,7.83E-44,6.29E-41
101258170,162.1397972,4.297600459,0.328672605,5.94E-40,4.37E-37
101259275,346.5176151,3.516997403,0.272249892,2.42E-39,1.71E-36
778320,746.942923,2.99795785,0.235033452,2.16E-38,1.47E-35
101262372,287.3505547,3.632639349,0.287025861,7.61E-38,4.80E-35
101265520,146.7862043,3.777180979,0.299123254,1.82E-37,1.11E-34
544056,3618.072294,11.95961629,0.939681898,2.07E-37,1.22E-34
543731,213.5502659,5.246168358,0.420704065,1.14E-36,6.29E-34
543631,276.404844,2.241188435,0.180318006,2.73E-36,1.46E-33
101250584,222.6706687,7.181984777,0.574311875,1.61E-35,7.66E-33
101248695,367.1091926,8.374854653,0.670045013,3.72E-35,1.73E-32
544054,801.3372081,3.132713581,0.25863187,6.10E-35,2.69E-32
544254,279.5430558,7.315624501,0.601784272,3.06E-34,1.23E-31
101263188,110.4559355,5.286763924,0.436570131,6.36E-34,2.49E-31
101254582,266.1313686,5.012775079,0.423257792,1.48E-33,5.69E-31
101262661,458.7146114,8.203092583,0.691176474,5.83E-33,2.14E-30
101265652,173.9267261,5.056496196,0.429893396,6.84E-33,2.46E-30
544066,1964.829789,6.201259584,0.538261302,2.05E-32,6.95E-30
101259614,541.8748733,3.208723236,0.2793261,1.03E-31,3.42E-29
101258514,98.42830714,5.008974409,0.430277223,1.25E-31,4.09E-29
101247272,159.2897281,4.60781091,0.40108846,1.55E-31,4.97E-29
101256870,157.6617105,3.869805606,0.33791188,1.97E-31,6.21E-29
101268298,176.2644995,4.298348258,0.376745965,3.06E-31,9.31E-29
100125906,208.5378896,6.712872027,0.583812308,4.93E-31,1.48E-28
101250202,418.4138101,6.976109554,0.619091352,1.07E-30,3.11E-28
778336,183.249234,2.0392487,0.179448567,1.23E-30,3.49E-28
101266652,238.6004564,5.769244941,0.512750793,1.84E-30,5.15E-28
778338,149.1246171,3.644373894,0.323814581,2.02E-30,5.57E-28
101253674,171.384119,3.936224736,0.351778408,3.76E-30,1.02E-27
101253845,79.93316189,3.647525461,0.323715044,4.57E-30,1.22E-27
100037515,411.054782,2.868634367,0.257499871,6.57E-30,1.71E-27
543873,253.858939,4.025817311,0.363875245,1.11E-29,2.84E-27
101257731,126.0497102,4.256585194,0.385010451,2.18E-29,5.49E-27
100736525,704.4924268,5.295873694,0.487426763,5.08E-29,1.23E-26
101255829,190.5427098,6.164200475,0.563372049,1.07E-28,2.51E-26
101253585,8652.216726,5.411994624,0.504690781,1.45E-28,3.38E-26
101244562,190.7362878,7.152327767,0.647981381,3.03E-28,6.94E-26
100136886,78.54991855,4.230871286,0.389411456,4.99E-28,1.13E-25
101254008,100.3567739,2.223131361,0.205817112,7.60E-28,1.70E-25
101249727,1626.12817,2.046302016,0.190418892,9.28E-28,2.05E-25
101263679,141.4499083,5.423052495,0.504784366,9.89E-28,2.16E-25
101248098,305.4819793,2.229721079,0.209198586,2.32E-27,4.93E-25
100316895,411.4690367,5.133787504,0.492510805,6.59E-27,1.39E-24
544017,477.4850819,9.436145233,0.874696787,2.26E-26,4.59E-24
544136,121.3164978,4.715985906,0.453638352,3.10E-26,6.22E-24
101254509,102.3986168,2.97878585,0.286577952,3.68E-26,7.30E-24
101267981,131.7625368,4.89410912,0.474225134,5.54E-26,1.08E-23
101261176,152.165344,1.82936387,0.176410066,8.45E-26,1.62E-23
100316894,200.3564719,2.449637093,0.239468744,1.82E-25,3.46E-23
101253032,85.25497588,5.418091198,0.522748111,2.53E-25,4.71E-23
101265187,291.3413658,5.269669944,0.522662363,2.63E-25,4.84E-23
101255096,550.5986288,4.222911452,0.42090523,4.24E-25,7.57E-23
101244003,101.4547973,1.945391334,0.192139511,1.11E-24,1.88E-22
101254569,206.878973,4.341015626,0.436078974,1.27E-24,2.13E-22
101261036,179.1151765,1.609529099,0.159454004,1.72E-24,2.84E-22
101259682,516.7679141,2.093353579,0.208744052,1.74E-24,2.85E-22
101265426,192.2439541,4.765787255,0.482944341,3.33E-24,5.34E-22
101263203,120.8031997,2.35160627,0.236560521,4.62E-24,7.29E-22
101260164,293.8980842,2.579344679,0.262607487,9.14E-24,1.40E-21
101245855,120.9613845,2.657409723,0.270079457,9.34E-24,1.42E-21
101267793,140.1573658,3.136374412,0.319698856,9.49E-24,1.43E-21
101253182,139.6811695,3.5314941,0.361181781,1.09E-23,1.62E-21
101246280,260.884077,7.569901808,0.779838553,5.85E-23,8.40E-21
100750252,783.8882996,11.56525887,1.330334815,1.38E-22,1.93E-20
101248561,107.5423618,4.273465547,0.449403561,1.77E-22,2.44E-20
101257163,63.47242398,2.600471806,0.272440847,3.05E-22,4.11E-20
101255376,110.5124004,2.905978779,0.307309487,3.54E-22,4.74E-20
101258910,168.2054371,2.401196895,0.254036723,4.23E-22,5.62E-20
101252574,70.21680849,4.972795847,0.519923532,4.39E-22,5.78E-20
101265618,104.9498093,6.054397966,0.635000731,6.65E-22,8.63E-20
101245758,198.4605828,1.457204309,0.153483118,7.48E-22,9.65E-20
