GeneID,GSM4462441,GSM4462442,GSM4462443,GSM4462444,GSM4462445,GSM4462446,GSM4462447,GSM4462448,GSM4462449
100037489,62.81309424,55.43476911,53.96209302,48.11013831,77.33195762,78.71605131,169.0959364,113.888337,115.7515862
100037490,22.84112518,23.02675025,26.50769482,48.11013831,34.36975894,41.12032531,16.72377393,16.39992052,17.18187608
100037491,10.46884904,5.11705561,10.41373725,33.21890503,15.95738808,24.67219519,2.787295656,3.644426783,6.33016487
100037492,46.63396391,33.26086147,42.60165239,41.23726141,31.91477616,34.07112668,41.80943483,40.08869461,42.50253555
100037494,229.3629653,187.6253724,227.2088127,77.89260489,49.09965563,54.04385612,20.44016814,30.97762766,20.79911314
100037495,39.02025551,46.05350049,38.81483884,42.3827409,56.46460398,48.16952393,25.0856609,23.68877409,26.22496875
100037497,21.88941163,20.46822244,20.8274745,45.81917935,76.10446623,76.36631843,13.00737973,14.57770713,11.75602047
100037498,111.3504852,57.99329692,102.2439657,155.7852098,61.37456954,99.86364718,20.44016814,30.06652096,32.55513362
100037499,56.1510994,40.08360228,50.17527948,98.5112356,82.24192318,88.11498281,93.83895374,90.19956288,88.62230818
100037501,33.30997422,29.84949106,31.24121175,12.60027432,17.18487947,14.09839725,50.1713218,55.57750844,43.40684482
100037502,54.2476723,45.20065789,53.96209302,35.50986399,46.64467285,39.94545887,8.361886967,10.93328035,7.234474137
100037503,1.903427098,0.852842602,0.946703386,1.145479484,1.227491391,1.174866437,0,0,0
100037504,15.22741679,11.08695382,14.2005508,16.03671277,19.63986225,18.797863,17.65287249,19.13324061,20.79911314
100037505,1.903427098,2.558527805,4.733516932,3.436438451,0,1.174866437,0,0,0.904309267
100037506,39.97196906,52.87624131,38.81483884,36.65534348,60.14707815,55.21872256,217.4090611,183.1324459,203.4695851
100037508,2.855140647,3.411370407,2.840110159,1.145479484,1.227491391,1.174866437,0,0,0
100037509,41.87539616,35.81938927,54.90879641,80.18356386,88.37938013,84.59038349,31.58935076,28.24430757,39.78960775
100037510,46.63396391,31.55517626,43.54835577,37.80082296,36.82474172,35.24599312,63.17870153,47.37754818,75.05766917
100037511,14.27570324,16.20400943,13.25384741,3.436438451,2.454982782,2.349732875,5.574591311,5.466640175,3.617237068
100037512,0.951713549,0.852842602,0.946703386,3.436438451,6.137456954,4.69946575,1.858197104,3.644426783,1.808618534
100037513,0.951713549,2.558527805,0.946703386,1.145479484,1.227491391,1.174866437,0.929098552,0.911106696,0.904309267
100037515,59.95795359,50.3177135,56.80220318,311.5704196,562.191057,466.4219757,812.0321343,771.7073713,573.3320754
100037516,13.32398969,13.64548163,14.2005508,34.36438451,63.82955232,51.69412325,18.58197104,22.77766739,16.27756681
100037517,3.806854196,6.822740814,4.733516932,4.581917935,4.909965563,3.524599312,4.645492759,6.377746871,2.712927801
100037726,5.710281295,5.969898212,7.573627091,5.727397418,6.137456954,5.874332187,14.86557683,11.84438705,14.46894827
100037727,36.16511487,31.55517626,38.81483884,26.34602812,23.32233642,27.02192806,27.87295656,28.24430757,29.84220582
100037728,0,0.852842602,0,0,1.227491391,1.174866437,6.503689863,5.466640175,6.33016487
100037730,167.5015846,115.9865938,173.2467197,152.3487713,114.1566993,106.9128458,87.33526387,91.11066958,79.57921551
100037731,17.13084388,10.23411122,16.09395757,84.76548179,65.05704371,70.49198624,15.79467538,25.51098748,32.55513362
100037732,17.13084388,18.76253724,15.14725418,21.76411019,27.0048106,30.54652737,43.66763194,38.26648122,36.17237068
100037733,83.75079232,57.14045431,82.36319461,12.60027432,8.592439735,11.74866437,48.3131247,52.84418836,64.20595797
100037735,20.93769808,24.73243545,16.09395757,3.436438451,7.364948345,4.69946575,25.0856609,21.8665607,16.27756681
100037736,0,0,0,1.145479484,0,0,1.858197104,1.822213392,1.808618534
100037737,269.3349344,159.4815665,271.7038719,161.5126072,57.69209537,84.59038349,72.46968704,93.84398967,106.7084935
100125891,572.9315566,395.7189672,521.6335659,475.3739857,436.9869351,469.946575,77.1151798,105.6883767,111.2300399
100125904,7.613708393,16.20400943,9.467033864,12.60027432,6.137456954,10.57379794,6.503689863,13.66660044,9.947401938
100125906,4.758567746,5.11705561,3.786813545,1044.677289,843.2865855,814.1824411,90.12255953,362.6204649,220.6514612
100125909,1293.378713,718.9463132,1223.140775,529.2115215,434.5319523,566.2856228,145.8684726,133.0215776,204.3738944
100125910,2.855140647,2.558527805,2.840110159,1.145479484,3.682474172,3.524599312,5.574591311,4.555533479,3.617237068
100125911,23.79283873,17.05685203,22.72088127,14.89123329,9.819931126,11.74866437,19.51106959,20.04434731,21.70342241
100134872,0.951713549,1.705685203,0.946703386,2.290958967,2.454982782,1.174866437,6.503689863,9.111066958,7.234474137
100134875,158.9361627,156.9230387,181.7670502,88.20192024,63.82955232,70.49198624,91.98075663,115.7105504,93.14385451
100134876,28.55140647,20.46822244,26.50769482,27.49150761,22.09484503,24.67219519,33.44754787,33.71094774,36.17237068
100134877,244.5903821,175.685576,234.7824398,152.3487713,137.4790358,132.7599074,71.54058849,85.6440294,86.81368964
100134879,168.4532982,122.8093346,155.2593554,120.2753458,105.5642596,112.787178,73.3987856,82.91070932,90.43092671
100134880,303.5966222,379.5149578,313.3588209,1459.340862,1582.236403,1634.239214,969.0497896,872.8402146,874.4670613
100134881,47.58567746,28.14380586,43.54835577,36.65534348,82.24192318,59.91818831,13.00737973,15.48881383,4.521546336
100134882,38.06854196,30.70233366,35.97472868,24.05506916,23.32233642,25.84706162,37.16394207,37.35537453,37.98098922
100134883,641.4549321,507.441348,569.9154386,357.3895989,614.9731868,558.0615578,28.80205511,39.17758792,41.59822629
100134884,2.855140647,4.264213008,2.840110159,3.436438451,2.454982782,2.349732875,2.787295656,2.733320087,1.808618534
100134885,41.87539616,27.29096325,38.81483884,33.21890503,30.68728477,30.54652737,34.37664642,33.71094774,33.45944288
100134886,117.0607665,133.8962885,97.51044879,59.56493315,68.73951788,56.393589,306.6025221,224.1322472,203.4695851
100134887,30.45483357,24.73243545,27.4543982,24.05506916,28.23230199,25.84706162,25.0856609,24.59988079,26.22496875
100134888,4.758567746,7.675583415,5.680220318,145.4758944,263.910649,183.2791642,20.44016814,29.15541427,11.75602047
100134889,0,0,0,6.872876902,4.909965563,5.874332187,4.645492759,9.111066958,6.33016487
100134890,0,0,0,16.03671277,12.27491391,14.09839725,2.787295656,2.733320087,3.617237068
100134891,23.79283873,18.76253724,22.72088127,3.436438451,3.682474172,3.524599312,9.290985519,10.02217365,11.75602047
100134892,4.758567746,6.822740814,4.733516932,5.727397418,7.364948345,7.049198624,6.503689863,7.288853566,6.33016487
100134893,106.5919175,141.5718719,110.7642962,124.8572637,164.4838464,142.1588389,99.41354505,96.57730975,102.1869472
100134894,41.87539616,33.26086147,53.96209302,121.4208253,166.9388291,168.0059005,26.943858,21.8665607,29.84220582
100134896,29.50312002,45.20065789,29.34780498,18.32767174,18.41237086,17.62299656,58.53320877,45.55533479,58.78010236
100134897,41.87539616,27.29096325,36.92143207,95.07479715,143.6164927,101.0385136,15.79467538,18.22213392,22.60773168
100134900,5.710281295,8.528426017,5.680220318,13.7457538,11.04742252,14.09839725,12.07828117,12.75549374,16.27756681
100134901,19.03427098,22.17390764,20.8274745,14.89123329,14.72989669,12.92353081,20.44016814,15.48881383,19.89480388
100134902,44.73053681,45.20065789,42.60165239,67.58328954,87.15188874,82.24065062,220.1963568,194.9768329,295.7091303
100134903,16.17913033,14.49832423,11.36044064,8.018356386,11.04742252,9.398931499,26.943858,18.22213392,21.70342241
100134904,4.758567746,4.264213008,2.840110159,3.436438451,3.682474172,4.69946575,4.645492759,8.199960262,9.043092671
100134905,7.613708393,9.381268619,6.626923705,16.03671277,23.32233642,27.02192806,39.02213918,35.53316114,38.88529849
100134908,20.93769808,23.02675025,23.66758466,37.80082296,19.63986225,21.14759587,11.14918262,13.66660044,12.66032974
100134910,18.08255743,16.20400943,17.04066095,21.76411019,22.09484503,23.49732875,4.645492759,5.466640175,5.425855603
100134911,20.93769808,16.20400943,13.25384741,857.9641333,1298.685891,1104.374451,30.66025221,39.17758792,33.45944288
100134913,13.32398969,11.08695382,12.30714402,2.290958967,1.227491391,1.174866437,3.716394207,3.644426783,3.617237068
100134914,4.758567746,2.558527805,3.786813545,1.145479484,1.227491391,1.174866437,8.361886967,8.199960262,7.234474137
100134915,2.855140647,7.675583415,2.840110159,4.581917935,2.454982782,2.349732875,1.858197104,1.822213392,0.904309267
100135703,10.46884904,16.20400943,9.467033864,30.92794606,33.14226755,32.89626025,272.2258757,228.6877806,256.8238319
100135704,14.27570324,11.08695382,12.30714402,12.60027432,8.592439735,10.57379794,16.72377393,20.04434731,19.89480388
100136876,11.42056259,10.23411122,11.36044064,3.436438451,3.682474172,2.349732875,5.574591311,5.466640175,5.425855603
100136877,21.88941163,16.20400943,21.77417789,9.163835869,7.364948345,8.224065062,24.15656235,21.8665607,28.03358728
100136886,6.661994844,6.822740814,5.680220318,126.0027432,149.7539497,136.2845067,96.62624939,97.48841645,91.33523598
100136887,6.661994844,11.93979642,8.520330477,14.89123329,8.592439735,14.09839725,11.14918262,10.02217365,7.234474137
100147714,26.64797938,19.61537984,26.50769482,14.89123329,14.72989669,15.27326369,20.44016814,19.13324061,20.79911314
100147715,5.710281295,5.11705561,5.680220318,26.34602812,24.54982782,21.14759587,8.361886967,9.111066958,6.33016487
100147717,235.0732466,751.3543321,284.0110159,350.516722,12.27491391,48.16952393,26.943858,43.7331214,29.84220582
100147719,243.6386686,183.3611594,235.7291432,95.07479715,202.5360795,168.0059005,10.22008407,10.93328035,18.08618534
100147720,121.8193343,113.428066,108.8708894,127.1482227,179.2137431,150.382904,286.162354,256.0209815,332.7858103
100147722,213.183835,103.1939548,193.1274908,356.2441194,440.6694093,398.2797223,401.3705744,366.2648917,337.3073566
100147723,1.903427098,4.264213008,2.840110159,6.872876902,8.592439735,8.224065062,0.929098552,0.911106696,0.904309267
100147724,46.63396391,60.55182472,45.44176255,60.71041264,49.09965563,49.34439037,52.0295189,53.75529505,44.31115409
100147725,20.93769808,22.17390764,22.72088127,19.47315122,12.27491391,11.74866437,6.503689863,10.02217365,7.234474137
100147726,38.06854196,35.81938927,37.86813545,63.0013716,62.60206093,57.56845543,36.23484352,40.08869461,40.69391702
100147727,0,98.0768992,0,30.92794606,104.3367682,48.16952393,1132.571135,499.2864693,1169.271882
100147728,54.2476723,35.81938927,52.06868625,43.52822038,28.23230199,32.89626025,35.30574497,40.08869461,41.59822629
100191110,612.9035256,491.2373386,600.209947,397.4813808,316.6927788,339.5364004,117.0664175,117.5327638,118.464514
100191111,68.52337554,116.8394364,111.7109996,46.96465883,42.96219868,66.96738693,75.2569827,135.7548977,540.7769417
100191113,32.35826067,31.55517626,35.0280253,35.50986399,28.23230199,29.37166094,35.30574497,33.71094774,37.07667995
100191114,186.5358556,148.3946127,154.312652,350.516722,305.6453563,325.4380032,144.0102755,171.2880588,163.6799773
100191116,47.58567746,40.93644488,43.54835577,43.52822038,39.2797245,38.77059243,39.02213918,39.17758792,42.50253555
100191117,23.79283873,21.32106504,21.77417789,13.7457538,14.72989669,12.92353081,7.432788415,8.199960262,9.043092671
