GeneID,GSM7413358,GSM7413360,GSM7413364,GSM7413365,GSM7413366,GSM7413367,GSM7413369,GSM7413370,GSM7413371,GSM7413372,GSM7413373,GSM7413374,GSM7413375
101265784,2492.781522,942.8677883,351.0327127,202.4132479,447.9518545,765.5859191,477.3011423,1191.304855,1102.496731,1202.904015,566.9153534,564.8715775,1334.676693
100134880,1371.029837,656.9722595,291.6890736,275.5625899,280.9698016,414.4450906,884.4400048,463.9503834,584.3133974,639.3814132,713.3767891,751.4987595,1206.226605
543654,160.2502407,281.0000574,1203.971797,1583.232335,1149.876412,243.3257572,258.9086941,484.9029814,465.8714925,674.8478707,542.0069459,716.5685382,727.5493252
543614,109.8010909,222.2544008,722.1819133,955.9516757,869.9065032,242.3366281,269.7789065,219.5034072,312.884032,376.3385206,369.6407664,515.9692678,159.5590934
778362,1376.965031,943.8468825,497.8830739,766.5650229,863.907148,569.7383584,108.7021235,1107.494464,979.1197469,996.0163463,301.8898982,416.1686357,847.9712824
100125909,446.1287566,808.7318724,331.9220493,534.0904016,491.9471259,1071.226809,922.9798486,425.0384158,411.5856194,424.6123099,760.2045951,871.2595179,534.8741935
101257121,702.331302,771.5262899,487.82483,567.1579124,470.9493827,670.629526,577.1094557,819.146806,779.7425404,732.9734537,677.5086824,889.2236317,799.8024995
101249784,760.694044,904.6831115,491.8481276,558.1395004,451.9514246,707.2273025,586.9914669,588.6682284,595.170572,585.1965477,820.9811093,1011.978409,802.8130484
101268314,292.802909,109.658559,3596.828025,2865.850935,4784.485767,53.4129711,20.75222358,141.6794719,111.5327938,145.8065472,461.3037058,473.054996,376.3186165
101258747,392.7120097,489.5471383,1006.830216,646.3195292,929.9000551,865.4879576,761.9030656,1108.492206,881.4051754,1025.571728,597.8017786,630.7399947,728.5528415
101249445,2221.740992,1178.829509,901.2186551,382.7814886,1170.874155,561.8253256,230.2508616,1306.045273,934.7040326,940.8463014,545.9922911,654.6921463,1179.131665
101262809,553.9514494,1074.066421,566.2791326,745.5220615,550.9407853,926.8139615,617.6257017,616.6050257,656.3655562,713.2698662,396.5418465,554.8915143,456.5999213
101266879,158.2718427,243.7944748,182.0542149,613.2520184,113.9877487,161.2280424,368.5990188,103.765247,401.7154607,352.6942156,587.8384156,372.2563576,76.2672396
544267,2194.043419,1570.46722,69.40188303,91.18616613,119.9871039,364.9886358,672.9649646,1054.614097,664.2616831,491.6045072,1133.830707,1422.159007,2089.320959
101257090,493.6103094,872.3730004,702.0654255,834.7041361,640.9311133,909.0096378,608.7318916,708.3973596,624.7810482,658.0998213,473.2597414,606.787843,493.7300248
104644735,701.3421029,914.4740543,487.82483,577.1783702,392.9577652,660.7382351,596.8734781,378.1445061,448.1052068,442.3455386,746.255887,880.2415748,668.3418628
101253094,1882.445729,1055.46363,595.4480399,286.5850935,693.9254175,508.4123545,291.5193312,1190.307113,861.6648579,895.5280503,587.8384156,692.6163865,1286.50791
101253805,1650.973159,964.4078624,927.3700892,570.1640497,979.8946817,636.9991368,313.2597559,856.0632881,650.4434609,740.8548887,492.190131,609.7818619,1024.590153
101268669,1227.59598,866.4984347,454.6326251,302.6178261,642.9308983,245.3040154,141.3127605,1267.133305,937.6650802,1180.244889,402.5198643,522.955312,1166.085953
543903,359.0792431,546.3346063,907.2536014,766.5650229,775.9166051,697.3360116,683.8351769,863.0474874,578.3913021,668.9367944,616.7321683,549.9014827,447.5682745
100736451,239.3861621,327.0174884,155.9027807,75.15343362,95.98968311,394.6625087,600.8262826,1660.243953,1384.783271,1062.023364,2066.401481,1878.247895,1433.021291
101260400,385.7876166,482.6934783,36.20967811,37.07569392,24.99731331,620.1839422,557.3454332,1496.61414,1374.913112,1433.435988,1431.73526,1395.212836,1275.469231
101257518,1869.586142,1133.791172,114.6639807,94.19230347,163.9823753,621.1730713,354.764203,1387.860179,999.8470803,1084.68249,649.6112661,696.6084118,1192.177377
101254882,1267.163941,835.1674179,994.7603235,693.4156809,1234.867277,605.3470058,274.7199121,779.2370956,608.0017783,676.8182294,409.4942183,507.9852172,879.080288
544148,1446.208963,355.4112224,183.0600393,509.0392571,108.988286,186.9453988,1849.912502,56.87133732,399.7414289,224.6208971,723.3401521,449.1028443,372.3045512
101267358,815.0999899,325.0592998,101.5882636,495.0106161,105.9886084,305.6408902,1214.49918,80.81716356,344.46854,132.9992154,907.6623672,827.3472398,598.0957211
100147719,884.3439211,965.3869566,550.1859423,671.3706737,762.9180022,655.7925896,487.1831535,473.927811,423.4298099,448.2566148,390.5638287,410.1805978,729.5563578
101259340,118.703882,280.0209631,309.7939127,730.4913748,267.9711987,604.3578767,467.419131,450.9797275,545.8197783,489.6341485,1162.724459,1436.131095,1260.416486
101267207,584.616619,859.6447748,556.2208887,642.311346,573.9383136,732.944659,619.6021039,519.823978,579.378318,613.7667495,321.8166241,422.1566736,437.5331114
101250771,452.0639507,586.4774716,683.9605864,492.0044788,616.9336925,572.7057457,522.7583939,633.5666526,586.2874291,514.2636328,907.6623672,845.3113536,711.4930642
544144,122.6606781,118.4704075,880.0963428,855.7470975,918.9012373,173.0975915,252.9794874,75.82844976,151.0134287,177.3322872,150.4467809,163.6730366,99.34811475
101257194,1493.690515,810.6900609,795.6070939,531.0842643,1070.884902,576.6622621,160.0885819,735.3364142,691.8981276,669.9219738,209.2306225,366.2683197,766.6864613
101245729,1026.788579,737.2579902,212.2289467,274.5605442,597.9357344,132.5432987,88.93810104,541.7743187,452.0532703,415.7456955,331.7799871,285.4298077,598.0957211
101244811,304.6732972,686.3450878,321.8638054,623.2724762,430.9536815,672.6077842,293.4957334,435.0158434,452.0532703,416.7308749,372.6297753,499.0031603,449.5753071
101256145,874.4519309,795.0245525,507.9413179,550.1231341,636.9315431,613.2600385,357.7288064,550.7540035,537.9236513,442.3455386,297.904553,500.0011666,471.652666
101259198,303.6840982,677.5332393,850.9274355,1027.096926,870.9063957,289.8148247,404.1742592,303.3137991,352.364667,350.7238569,382.5931383,257.4856307,291.0197301
101253585,55.39514494,95.9512391,311.8055615,321.6566959,198.9786139,302.6735029,539.557813,354.1986798,905.0935564,402.9383636,1463.618021,1561.879892,763.6759123
100316873,1564.912845,803.836401,622.6052985,341.6976115,762.9180022,407.5211869,306.342348,820.1445488,651.4304768,734.9438124,593.8164334,624.7519567,984.4495007
101248480,453.0531497,417.0941618,317.8405078,475.9717463,273.9705539,551.9340347,370.575421,829.1242336,839.9505087,842.3283641,824.9664545,1015.970434,775.7181081
101265555,1122.740884,695.1569363,551.1917667,472.9656089,759.9183246,325.4234721,130.4425482,739.3273852,571.482191,565.4929602,333.7726597,369.2623386,721.5282273
101248302,476.7939261,802.8573067,378.1899713,524.0699438,355.9617415,676.5643006,476.3129411,507.8510649,490.5468893,462.049126,447.3549977,555.8895206,477.6737638
544310,534.1674691,333.8711483,1163.738821,878.7941505,1577.830416,57.36948748,48.42185501,361.1828791,304.987905,353.679395,195.2819143,270.4597129,527.8495794
101247023,164.2070368,227.1498721,217.2580686,361.7385272,203.9780766,324.434343,409.1152648,585.6750001,649.456445,763.5140142,940.541465,1089.822902,589.0640743
101256131,1648.994761,937.9723169,261.5143419,191.3907443,361.9610967,316.5213102,158.1121796,1039.647956,692.8851435,752.6770411,343.7360227,428.1447116,1025.593669
100316901,824.002781,617.8084885,526.0461569,447.9144644,598.9356269,551.9340347,553.3926287,651.5260223,675.1188578,743.8104268,521.0838837,421.1586673,539.8917751
101260070,850.7111545,491.5053268,607.5179327,237.4848502,516.9444392,340.2604085,295.4721357,1399.833092,1142.964382,1360.532714,748.2485596,557.8855332,971.4037886
544002,4536.466691,995.7388792,1027.952528,266.5441779,801.913811,233.4344663,578.0976568,689.4402472,725.4566673,2001.884486,14.94504447,35.92822754,111.3903105
101246420,117.714683,153.7178014,234.3570833,293.599414,227.9754974,366.966894,418.997276,830.1219764,770.8593975,1300.436773,343.7360227,307.3859468,210.7384252
544082,993.1558129,475.8398184,50.29121959,206.421431,26.99709837,284.8691792,1023.776363,44.8984242,316.8320955,133.9843948,582.8567341,518.9632867,373.3080675
101243954,527.243076,612.9130171,469.719991,518.0576691,485.9477707,596.4448439,450.6197119,420.049702,484.6247941,466.9750229,490.1974585,603.793824,468.642117
3950442,747.8344567,456.2579329,353.0443615,349.7139778,393.9576578,550.9449056,86.9616988,219.5034072,169.7667303,272.8946864,124.5420372,178.6431314,324.1357683
544138,504.4914986,741.1743673,363.1026054,450.9206017,346.9627087,547.9775183,418.0090749,371.1603067,401.7154607,385.2051349,424.4392628,537.9254068,482.6913454
101255333,470.858732,688.3032764,353.0443615,562.1476835,371.960022,590.5100694,467.419131,323.2686543,380.0011115,361.56083,444.3659888,587.8257229,507.7792531
101253152,531.199872,702.0105963,412.3880006,484.9901583,388.9581951,539.0753565,384.4102367,388.1219337,387.8972385,358.6052919,496.1754762,613.7738872,521.8284815
101263441,22.75157739,171.3414984,424.4578933,323.6607875,469.9494902,169.1410751,345.8703929,243.4492335,183.5849525,483.7230722,216.2049766,298.4038899,126.4430551
101261236,474.8155281,659.9095424,334.9395225,445.9103728,313.9662552,584.5752948,433.8202929,373.1557923,378.0270797,337.916525,487.2084496,554.8915143,504.7687042
101259757,1737.033474,889.0176031,355.0560103,234.4787129,520.9440094,337.2930212,219.3806492,809.1693784,743.2229531,734.9438124,371.633439,625.7499631,966.3862071
544056,0.989199017,3.916377106,57.33199033,118.2414022,82.99108019,62.31513295,102.7729168,658.5102216,2273.097558,354.6645744,1365.977064,2284.436468,682.3910912
543929,1563.923646,672.637768,314.8230346,282.5769104,451.9514246,204.7497225,80.04429094,277.3724873,154.9614922,127.0881391,324.805633,512.9752488,586.0535254
101247880,77.15752331,141.9686701,727.2110353,813.6611747,908.9023119,163.2063006,167.9941909,213.5169506,293.1437146,340.8720631,157.421135,172.6550935,125.4395388
543506,487.6751153,409.2614076,56.32616594,86.17593722,65.99290714,734.9229172,615.6492994,363.1783647,400.7284448,484.7082516,1105.93329,1175.651446,1322.634497
101253452,625.1737786,656.9722595,332.9278737,394.806038,332.9642133,523.249291,435.7966951,336.2393101,350.3906352,357.6201125,393.5528376,500.0011666,542.902324
101249904,366.0036362,298.6237543,420.4345958,396.8101295,476.9487379,323.4452139,487.1831535,357.1919081,432.3129528,539.8782965,249.0840744,270.4597129,237.8333656
544131,142.4446584,140.9895758,456.6442739,780.5936639,333.9641058,268.0539846,245.0738784,686.4470189,634.6512069,855.135696,658.5782928,751.4987595,682.3910912
