GeneID,GSM4618825,GSM4618826,GSM4618827,GSM4618828,GSM4618829,GSM4618830
Solyc08g065440.4.1,58,149,58,145,64,131
Solyc05g053620.3.1,0,2,2,4,10,4
Solyc05g053865.1.1,0,0,0,0,0,0
Solyc08g005770.3.1,2,0,4,14,3,12
Solyc12g088390.1.1,305,185,243,68,108,446
Solyc02g069250.4.1,93,93,116,278,104,154
Solyc04g009040.4.1,18,27,2,0,1,5
Solyc06g066110.1.1,0,0,0,1,0,0
Solyc04g054490.3.1,799,1100,665,1605,666,976
Solyc11g005480.2.1,43,6,83,36,55,138
Solyc07g065740.3.1,640,972,957,1955,1612,1905
Solyc02g032555.1.1,0,0,0,0,0,0
Solyc04g080620.3.1,28,71,70,24,70,67
Solyc07g006670.1.1,28,120,52,112,110,125
Solyc10g008280.3.1,798,732,654,218,219,334
Solyc01g073750.4.1,659,850,646,1710,1019,1498
Solyc03g114460.3.1,1325,1513,1388,992,746,1096
Solyc09g082160.4.1,632,826,850,1042,984,1192
Solyc05g050880.2.1,0,0,0,0,0,0
Solyc06g034160.3.1,1398,1555,1306,1125,683,1291
Solyc05g011840.3.1,13,40,27,9,46,29
Solyc05g025560.2.1,0,0,0,0,0,0
Solyc02g020970.1.1,0,0,0,0,0,0
Solyc03g095903.1.1,0,0,0,0,0,0
Solyc08g029290.1.1,0,0,0,0,0,0
Solyc11g062260.3.1,339,499,413,516,579,624
Solyc09g092080.4.1,444,851,441,971,274,608
Solyc09g097980.4.1,164,172,98,47,42,93
Solyc10g045310.2.1,985,1758,862,1176,626,1305
Solyc09g015033.1.1,0,0,0,0,0,0
Solyc08g015650.3.1,551,544,558,421,308,480
Solyc05g005200.3.1,192,238,403,1025,453,620
Solyc05g023995.1.1,388,405,495,652,697,613
Solyc11g067040.2.1,36,38,10,0,2,4
Solyc05g050310.1.1,0,0,0,0,0,0
Solyc12g017710.1.1,0,0,0,0,0,0
Solyc09g150129.1.1,0,0,0,0,0,0
Solyc09g064460.1.1,5,13,9,14,18,7
Solyc04g080340.3.1,764,1019,533,458,202,349
Solyc06g075550.3.1,1269,1069,1272,718,723,1179
Solyc05g013610.1.1,0,0,0,0,0,0
Solyc03g115465.1.1,35,37,49,102,53,78
Solyc01g014160.1.1,0,0,0,0,0,0
Solyc07g017570.2.1,0,0,0,103,0,0
Solyc06g062295.1.1,0,2,0,0,6,0
Solyc07g049690.3.1,11375,14206,12371,12620,12264,16871
Solyc04g015720.2.1,0,0,0,0,0,0
Solyc03g121620.1.1,630,839,721,618,335,1059
Solyc05g018880.1.1,114,178,89,45,101,122
Solyc07g018393.1.1,3,3,8,6,10,4
Solyc08g083410.1.1,2,6,0,0,0,10
Solyc04g049893.1.1,0,1,0,0,0,0
Solyc08g029190.3.1,424,430,291,373,157,320
Solyc11g010735.1.1,0,0,0,0,0,0
Solyc11g069430.2.1,31184,33811,45753,53640,66737,74416
Solyc01g016685.1.1,0,0,0,0,0,0
Solyc11g042610.2.1,1381,2320,1282,1896,872,1714
Solyc05g006965.1.1,138,244,229,354,254,366
Solyc12g017900.3.1,0,0,0,0,0,0
Solyc03g119780.4.1,200,208,109,103,57,118
Solyc04g080380.3.1,754,812,590,866,1174,1639
Solyc11g010300.2.1,1229,1688,843,432,375,500
Solyc01g089857.1.1,338,373,394,390,372,352
Solyc06g051740.1.1,22,36,27,101,48,45
Solyc12g088770.1.1,0,0,0,0,0,0
Solyc09g074235.1.1,2,1,0,0,1,2
Solyc07g052020.2.1,0,0,0,0,0,0
Solyc01g057060.1.1,0,0,0,0,0,0
Solyc02g090340.2.1,103,134,124,68,37,42
Solyc06g072920.3.1,0,0,0,0,0,0
Solyc11g020340.1.1,0,0,0,0,0,0
Solyc02g079820.4.1,0,19,15,9,6,8
Solyc03g112400.1.1,0,0,0,0,0,0
Solyc06g083470.4.1,37,55,68,32,61,55
Solyc10g017990.2.1,0,0,0,0,0,0
Solyc07g006640.3.1,1799,2367,2476,4196,3499,4043
Solyc08g048310.3.1,0,0,0,0,0,0
Solyc04g081450.3.1,48,79,72,109,107,119
Solyc02g032150.1.1,0,0,0,0,0,0
Solyc01g111280.3.1,94,162,171,164,224,242
Solyc03g080160.3.1,8808,13168,8885,6713,4682,7144
Solyc02g092580.3.1,1583,1266,1892,2362,1409,2690
Solyc03g006570.3.1,219,310,190,458,255,408
Solyc02g061950.4.1,42,20,33,23,19,49
Solyc08g079810.4.1,921,1009,828,480,410,508
Solyc07g045170.3.1,66,66,58,162,69,127
Solyc09g014510.3.1,112,286,121,295,144,269
Solyc07g042420.1.1,0,0,0,0,0,0
Solyc04g039750.3.1,0,0,0,0,0,0
Solyc09g074170.3.1,0,0,0,0,0,0
Solyc01g006520.3.1,683,876,605,474,365,451
Solyc11g006710.2.1,1376,1322,1424,603,1825,1672
Solyc00g500185.1.1,0,1,0,1,0,1
Solyc01g008640.4.1,2,0,2,0,0,0
Solyc03g007280.4.1,89,83,73,80,46,100
Solyc05g056000.3.1,4116,5169,5139,3248,4301,4425
Solyc06g073250.1.1,0,0,0,0,0,0
Solyc11g006330.1.1,0,0,0,0,0,0
Solyc07g061805.1.1,34,68,42,69,79,81
Solyc07g052440.3.1,58,65,49,44,59,100
Solyc09g074520.3.1,5553,6277,5032,2010,2104,3518
Solyc07g008890.3.1,57,79,47,37,37,40
Solyc11g072970.2.1,301,328,338,473,369,619
Solyc07g006860.3.1,2,9,16,584,0,6
Solyc03g097590.4.1,3927,6467,6634,8022,8675,8628
Solyc02g063543.1.1,0,14,4,0,0,26
Solyc04g014960.4.1,22,35,12,65,34,30
Solyc03g045030.2.1,0,0,0,0,0,0
Solyc06g075420.1.1,2,6,0,2,2,0
Solyc03g077905.1.1,0,0,0,0,0,0
Solyc08g068700.1.1,8930,10223,12067,11464,17877,18525
Solyc11g067100.2.1,13947,22588,17754,30191,23257,26711
Solyc03g034170.4.1,16086,23826,17353,24181,27351,29579
Solyc10g083880.2.1,52,14,40,178,130,1017
Solyc06g005350.3.1,6,23,16,22,28,43
Solyc03g113430.3.1,1054,1591,1143,2715,1239,1789
Solyc04g056320.3.1,461,475,473,370,327,464
Solyc02g070450.2.1,9,8,4,0,6,11
Solyc04g071290.4.1,247,371,295,207,173,285
Solyc06g060623.1.1,0,2,0,8,4,5
Solyc12g088900.2.1,708,815,680,606,333,609
Solyc05g010660.4.1,212,274,128,231,86,136
Solyc08g013900.3.1,327,277,148,149,125,121
Solyc08g081410.3.1,743,814,533,427,231,410
Solyc12g038690.1.1,0,0,0,0,0,0
Solyc11g065760.2.1,317,768,522,1181,445,869
Solyc05g015070.4.1,580,666,367,284,126,275
Solyc04g025410.1.1,0,0,0,0,0,0
Solyc01g088410.3.1,5,23,15,22,8,18
Solyc10g018760.1.1,8,11,25,15,23,33
Solyc01g014980.4.1,0,0,0,0,0,0
Solyc03g123800.3.1,2700,3170,3078,1627,1880,2007
Solyc04g016490.4.1,177,210,161,120,117,179
Solyc12g006540.2.1,1817,2571,2322,5020,3314,3763
Solyc07g051980.3.1,0,0,0,0,0,0
Solyc05g052450.3.1,47,90,65,30,58,76
Solyc02g082110.4.1,529,395,362,127,148,247
Solyc02g086190.3.1,1,0,0,1,0,1
Solyc03g116450.1.1,0,0,0,0,0,0
Solyc01g088170.4.1,312,415,195,376,190,268
Solyc06g073830.1.1,32,31,35,38,6,93
Solyc03g033370.3.1,170,259,303,424,396,420
Solyc02g069880.4.1,71,137,70,78,54,87
Solyc05g008570.3.1,0,0,0,0,0,0
Solyc10g049777.1.1,0,0,0,0,0,0
Solyc10g055810.2.1,2488,2526,4605,15960,7271,7786
Solyc08g077080.1.1,3,6,6,0,6,0
Solyc03g112310.1.1,657,769,801,426,436,769
Solyc06g076270.3.1,18,32,22,25,15,17
Solyc12g011027.1.1,0,0,0,0,0,0
Solyc06g007545.1.1,0,0,0,0,0,0
Solyc05g055090.4.1,546,686,396,703,282,487
Solyc04g064510.3.1,2048,2777,2778,5070,5025,5305
Solyc03g112140.4.1,124,146,88,87,57,114
Solyc08g016800.1.1,0,0,0,0,0,0
Solyc11g068950.3.1,3723,4523,4404,3306,2633,3700
Solyc05g005500.1.1,0,0,0,0,0,0
Solyc08g075540.5.1.1,5855,7419,7232,4467,5381,6725
Solyc01g011190.1.1,0,0,0,0,0,0
Solyc11g067110.2.1,10,8,6,7,2,4
Solyc10g084740.3.1,165,200,99,94,65,96
Solyc01g107910.4.1,546,761,581,776,595,820
Solyc03g115740.2.1,1668,2185,2083,1526,1444,1819
Solyc03g083270.4.1,623,809,700,750,627,872
Solyc02g068740.3.1,231,357,240,343,207,332
Solyc04g078000.3.1,409,465,274,110,92,165
Solyc01g058190.4.1,2127,3079,2069,2259,1563,2442
Solyc12g099370.2.1,238,457,308,956,476,608
Solyc07g014610.4.1,143,166,119,266,140,162
Solyc06g009550.4.1,0,0,0,0,0,0
Solyc08g008350.3.1,728,742,718,1158,965,1295
Solyc09g082260.1.1,0,0,0,2,0,0
Solyc03g115580.4.1,191,223,197,134,120,243
Solyc04g005380.3.1,19,10,47,59,10,42
Solyc01g008250.3.1,22106,34574,25898,38421,53745,42695
Solyc03g116970.3.1,1,9,2,1,6,2
Solyc07g150130.1.1,0,0,0,0,0,0
Solyc12g032920.3.1,0,0,0,0,0,0
Solyc11g068670.2.1,2761,3564,2604,2467,1578,2322
Solyc09g015080.3.1,539,884,576,655,564,785
Solyc07g041687.1.1,0,0,0,0,0,0
Solyc02g089655.1.1,0,0,0,0,0,0
Solyc06g083400.3.1,0,0,0,1,0,2
Solyc08g015640.1.1,0,3,8,4,6,7
Solyc10g076270.3.1,214,278,142,151,92,100
Solyc08g016802.1.1,0,0,0,0,0,0
Solyc10g054780.2.1,3996,5119,4794,4130,4458,5115
Solyc04g054252.1.1,0,0,0,0,0,0
Solyc08g077980.4.1,5984,7353,7293,8677,7688,9096
Solyc05g051690.3.1,253,333,230,277,116,265
Solyc02g069600.3.1,47,62,60,39,68,96
Solyc03g119130.3.1,5811,7595,6554,4559,4138,5334
Solyc02g050263.1.1,0,0,0,0,0,0
Solyc01g005060.3.1,54,118,58,107,107,116
Solyc11g012520.1.1,169,320,198,189,201,283
Solyc01g097000.3.1,361,512,281,349,135,242
Solyc03g123570.3.1,470,549,385,830,539,774
Solyc05g006285.1.1,0,0,0,0,0,0
Solyc02g065780.1.1,695,1202,1552,2898,1961,2238
Solyc02g070860.4.1,575,694,616,824,690,892
Solyc04g058100.3.1,421,1080,1225,1471,2456,1804
Solyc01g088150.3.1,313,402,317,185,110,193
Solyc07g150132.1.1,0,0,0,0,2,0
Solyc06g065445.1.1,11,20,17,41,7,31
Solyc05g021160.2.1,0,0,0,0,0,0
Solyc01g038238.1.1,0,0,0,0,0,0
Solyc01g067890.4.1,26384,27281,18258,7291,10396,11642
Solyc11g069130.2.1,37,62,40,45,57,62
Solyc10g085600.2.1,291,294,180,184,106,178
Solyc01g011030.3.1,449,496,535,653,498,718
Solyc01g150100.1.1,0,0,0,0,0,0
Solyc01g013760.1.1,0,0,0,0,0,0
Solyc04g056550.1.1,0,0,0,0,0,0
Solyc09g098260.3.1,183,141,81,153,117,155
Solyc10g084290.2.1,16,10,2,1,2,5
Solyc10g081660.2.1,1530,1863,1144,826,491,854
Solyc08g065140.1.1,550,662,564,347,231,419
Solyc12g007130.2.1,539,823,731,1010,977,1077
Solyc04g009900.4.1,6916,6995,7322,4619,6601,6638
Solyc12g014070.2.1,707,848,736,569,473,667
Solyc11g033250.3.1,0,0,0,0,0,0
Solyc08g077780.3.1,1511,1897,2171,2267,1970,3125
Solyc04g039900.1.1,0,0,0,0,0,0
Solyc01g065490.4.1,283,328,211,403,353,402
Solyc10g045180.1.1,149,155,222,168,129,174
Solyc03g118540.4.1,60,56,47,48,15,29
Solyc08g016415.1.1,8,2,6,234,10,40
Solyc09g008130.3.1,109,128,113,89,73,109
Solyc04g007100.4.1,281,374,284,198,117,201
Solyc08g008620.4.1,0,0,0,0,0,0
Solyc08g066940.4.1,460,744,704,937,891,1204
Solyc01g109850.3.1,13677,19090,16208,11268,11674,15170
Solyc07g047640.2.1,49,63,69,129,130,159
Solyc12g010050.2.1,219,270,168,177,150,237
Solyc11g065350.2.1,1615,2353,1618,1460,1316,1719
Solyc10g051035.1.1,0,0,0,0,0,0
Solyc11g011495.1.1,6,17,3,6,9,9
Solyc01g098840.3.1,720,803,643,382,328,518
Solyc04g056510.1.1,2,6,1,16,7,20
Solyc08g074700.1.1,0,0,0,0,0,0
Solyc09g057883.1.1,0,0,0,0,0,0
Solyc01g098420.3.1,0,5,1,31,1,4
Solyc11g069070.3.1,109,161,71,31,67,125
Solyc08g068145.1.1,0,0,0,0,0,0
Solyc12g056950.2.1,1036,1100,1445,2363,2031,2204
Solyc02g082990.4.1,2,2,2,3,0,87
Solyc01g009780.3.1,942,1469,1600,2693,2366,2620
Solyc03g063290.3.1,893,1380,1128,2156,2021,2099
Solyc09g074120.3.1,0,0,0,0,0,0
Solyc08g076370.3.1,303,310,171,114,54,113
Solyc06g059880.3.1,0,0,0,0,0,0
Solyc04g077780.3.1,14180,16237,22267,22836,32381,36968
Solyc07g042995.1.1,30,18,8,1,6,0
Solyc08g063080.3.1,4840,7452,5174,6057,4405,6758
Solyc04g008120.3.1,0,5,0,4,0,0
Solyc10g018420.3.1,0,0,0,0,0,0
Solyc07g005940.4.1,8312,10203,8075,6043,5064,7362
Solyc05g006710.3.1,47,71,24,46,16,30
Solyc12g016147.1.1,0,0,0,0,0,0
Solyc11g022460.3.1,971,1149,733,48,105,174
Solyc08g074307.2.1,0,0,0,3,0,0
Solyc03g044460.1.1,0,0,0,39,0,0
Solyc02g071250.3.1,505,488,335,631,369,654
Solyc02g012020.3.1,0,0,0,0,0,0
Solyc08g068420.3.1,68,75,56,40,22,36
Solyc03g098410.1.1,444,592,661,1042,882,1050
Solyc03g007350.1.1,20,24,16,16,10,28
Solyc01g010480.3.1,13027,14130,18243,16811,15765,20593
Solyc09g007630.3.1,554,501,479,327,274,394
Solyc02g067160.4.1,535,772,517,659,642,872
Solyc01g067640.3.1,1136,1345,906,237,168,308
Solyc02g064630.4.1,416,543,377,297,249,441
Solyc08g014616.1.1,0,0,0,0,0,0
Solyc11g008360.3.1,1795,2087,1482,777,542,865
Solyc04g076845.1.1,130,249,144,128,170,331
Solyc02g088510.4.1,29,31,21,0,4,0
Solyc10g005210.4.1,191,312,249,263,460,439
Solyc05g007040.2.1,0,0,0,0,0,0
Solyc05g055210.3.1,2753,3107,3293,2222,2251,3533
Solyc01g006250.2.1,71,126,102,99,74,92
Solyc04g074640.4.1,15920,23037,16191,6656,12514,13979
Solyc08g079940.1.1,0,0,0,0,0,0
Solyc12g015770.3.1,101,176,139,194,82,159
Solyc09g082330.2.1,0,0,0,0,0,0
Solyc10g074730.3.1,5,2,4,32,13,5
Solyc09g075870.2.1,2,0,0,0,0,0
Solyc03g058720.1.1,0,0,0,0,0,0
Solyc04g081130.1.1,62,64,44,30,34,47
Solyc07g049670.4.1,0,0,2,0,0,0
Solyc08g065130.3.1,0,0,0,0,0,0
Solyc12g062610.1.1,0,0,0,0,0,0
Solyc12g017310.3.1,0,0,0,0,0,0
Solyc11g066050.1.1,281,439,459,633,701,880
Solyc01g111660.4.1,23233,30642,23709,24440,47004,48466
Solyc04g040140.2.1,0,0,0,0,0,0
Solyc01g104290.3.1,5,4,10,0,2,8
Solyc04g009305.1.1,63,66,80,87,34,62
Solyc04g051080.2.1,0,0,0,0,0,0
Solyc01g150117.1.1,0,0,0,0,0,0
Solyc03g007160.1.1,3,3,1,4,4,0
Solyc10g081280.2.1,151,225,181,126,127,254
Solyc02g072020.3.1,10,16,8,30,1,14
Solyc06g060980.3.1,0,0,0,0,0,0
Solyc06g084190.3.1,32,73,42,60,56,45
Solyc06g083360.3.1,3042,4569,4809,8581,7301,8326
Solyc11g006720.2.1,489,465,520,922,1063,1526
Solyc07g007290.1.1,0,2,5,40,26,19
Solyc03g080080.4.1,1833,2254,1886,2089,1585,2438
Solyc08g014614.1.1,0,0,0,0,0,0
Solyc08g014570.3.1,643,822,432,139,103,198
Solyc03g120620.3.1,165,155,71,148,52,86
Solyc08g014310.3.1,0,0,0,0,0,0
Solyc01g150143.1.1,0,0,0,0,0,0
Solyc03g098080.1.1,0,0,0,0,0,0
Solyc03g093350.4.1,339,366,218,38,66,130
Solyc09g037020.3.1,0,0,0,0,0,0
Solyc11g008250.2.1,2572,2638,1793,1802,1177,1583
Solyc07g017800.4.1,12004,15299,15599,28114,32864,28547
Solyc10g086750.1.1,2,0,0,0,0,0
Solyc07g066360.1.1,9,11,42,31,31,23
Solyc06g048910.2.1,0,0,0,0,0,0
Solyc12g006970.1.1,441,606,475,785,428,572
Solyc08g006230.4.1,17,18,12,25,17,27
Solyc05g054190.4.1,1090,1582,1361,1972,2370,2498
Solyc01g021690.1.1,0,0,0,0,0,0
Solyc11g028217.1.1,0,0,1,0,1,0
Solyc05g009290.4.1,1082,1296,1614,2178,1724,2726
Solyc06g065560.2.1,1423,1723,1190,345,362,616
Solyc00g500186.1.1,0,0,0,0,0,0
Solyc10g081500.1.1,0,4,2,2,0,0
Solyc05g008220.4.1,36,10,22,39,55,78
Solyc03g083620.1.1,2921,3578,4098,6708,4601,6968
Solyc04g051885.1.1,0,0,0,0,0,0
Solyc11g006060.2.1,17044,23221,17437,14853,16170,19496
Solyc03g120340.3.1,117,147,89,118,58,62
Solyc06g065880.1.1,0,0,0,0,0,0
Solyc10g085660.3.1,685,582,815,973,1129,1550
Solyc00g023710.1.1,0,0,0,0,0,0
Solyc09g014997.1.1,0,0,0,0,0,0
Solyc09g008530.3.1,0,2,0,3,0,4
Solyc07g066470.3.1,16460,23889,14214,6258,5676,8508
Solyc07g007330.1.1,2655,2686,3215,3730,4500,4435
Solyc04g011570.3.1,358,401,472,464,431,652
Solyc02g061880.1.1,0,0,0,0,0,0
Solyc04g010070.4.1,1878,2100,1442,830,614,876
Solyc09g009780.4.1,864,1398,1257,2372,2231,2231
Solyc04g045590.3.1,198,308,205,148,89,139
Solyc04g064660.1.1,6,8,4,12,0,4
Solyc09g005170.3.1,0,2,0,0,2,0
Solyc03g120380.3.1,144,259,140,140,285,469
Solyc02g024000.4.1,28,59,32,40,25,33
Solyc12g005220.2.1,96,141,122,149,85,126
Solyc05g008080.3.1,22,34,38,47,47,48
Solyc02g021100.3.1,458,634,417,298,243,369
Solyc03g078140.1.1,0,0,0,0,0,0
Solyc03g071800.2.1,0,0,0,0,0,0
Solyc01g005950.4.1,2436,3083,2488,2707,2515,3198
Solyc02g086080.4.1,384,592,367,437,288,427
Solyc02g068430.4.1,1037,1087,854,609,467,809
Solyc01g111290.1.1,0,0,0,0,0,0
Solyc06g066530.1.1,618,1112,965,1034,1683,1788
Solyc07g043700.3.1,0,0,0,0,0,0
Solyc01g096670.4.1,669,993,572,185,83,92
Solyc04g051270.2.1,0,0,0,4,0,0
Solyc07g054240.2.1,0,0,0,0,0,0
Solyc02g082270.3.1,2633,2320,3399,2772,2578,5278
Solyc12g042965.2.1,9,11,21,28,37,59
Solyc02g072400.1.1,19,12,5,10,5,0
Solyc04g006970.4.1,89,120,83,393,32,76
Solyc04g050205.1.1,0,0,0,0,0,0
Solyc07g049160.4.1,420,657,465,645,426,669
Solyc03g098230.3.1,2836,3053,2534,1830,1050,1672
Solyc10g007420.4.1,7,12,2,2,3,0
Solyc05g055425.1.1,59,75,28,88,55,78
Solyc07g052060.2.1,27,37,22,12,13,15
Solyc02g022810.3.1,0,0,0,0,0,0
Solyc03g006930.3.1,0,0,0,4,0,0
Solyc07g041840.2.1,0,0,0,0,0,0
Solyc09g064380.3.1,128,275,157,304,188,341
Solyc06g083780.3.1,7458,12414,9614,14016,9426,12532
Solyc04g026180.1.1,0,0,0,0,0,0
Solyc09g015135.1.1,0,0,0,0,0,0
Solyc09g014860.3.1,1171,1216,1710,3335,2598,2940
Solyc11g030560.1.1,0,0,0,0,0,0
Solyc02g093190.3.1,122,131,52,74,38,53
Solyc06g051190.3.1,25,59,16,35,21,39
Solyc03g063300.1.1,0,0,0,0,0,0
Solyc02g084520.3.1,92,104,80,100,60,106
Solyc07g017490.3.1,302,274,235,314,161,332
Solyc04g078090.3.1,272,313,422,412,357,758
Solyc02g091190.4.1,2129,2427,2838,2228,2028,3216
Solyc08g044337.1.1,0,0,0,0,0,0
Solyc10g051120.3.1,30,24,40,557,75,79
Solyc02g067320.3.1,1527,2097,1498,770,603,903
Solyc04g082490.3.1,1152,1360,930,1044,606,1123
Solyc09g098100.4.1,776,742,557,189,173,366
Solyc03g005730.4.1,11827,14018,9207,6930,5559,9202
Solyc02g070640.3.1,1865,3276,1999,3426,1745,2927
Solyc06g068055.1.1,40,70,47,175,122,178
Solyc10g079720.2.1,1424,1734,1298,1172,735,1110
Solyc09g010590.1.1,5,3,0,1,2,0
Solyc05g014600.1.1,0,0,0,0,0,0
Solyc11g020240.1.1,0,0,0,0,0,0
Solyc05g011940.4.1,2,0,0,26,4,16
Solyc06g070990.3.1,2,2,2,2,0,2
Solyc11g150120.1.1,0,0,0,0,0,0
Solyc09g061715.1.1,22,62,26,217,51,119
Solyc05g009520.2.1,1367,1371,2684,4214,2927,3255
Solyc03g078800.2.1,2,13,4,2,3,0
Solyc04g081890.1.1,254,397,301,651,290,362
Solyc03g034060.4.1,2,6,8,0,0,0
Solyc04g056700.1.1,0,0,0,0,0,0
Solyc03g025430.1.1,560,449,670,1152,1297,1247
Solyc04g150148.1.1,0,0,0,0,0,0
Solyc03g120760.4.1,408,606,460,391,334,443
Solyc03g097440.3.1,0,0,2,6,0,4
Solyc03g034280.3.1,0,0,0,0,0,0
Solyc12g008970.3.1,1203,1644,1317,1346,991,1391
Solyc03g093430.3.1,706,864,987,996,664,1060
Solyc02g091010.1.1,4,10,4,16,0,10
Solyc05g054490.3.1,9417,12386,13215,17233,18382,19107
Solyc12g010190.1.1,0,0,0,0,0,0
Solyc04g076950.3.1,125,313,265,562,510,578
Solyc03g118970.3.1,1890,2812,2321,1591,1480,2600
Solyc07g005000.3.1,652,781,601,629,440,683
Solyc04g026260.1.1,0,0,0,0,0,0
Solyc01g104090.4.1,6,6,2,4,0,0
Solyc08g081270.3.1,1040,1356,1446,2614,2003,2369
Solyc07g045390.3.1,184,252,228,303,254,321
Solyc12g056480.2.1,5,10,4,36,32,16
Solyc02g078670.3.1,726,964,707,1821,976,1615
Solyc01g013995.2.1,0,0,0,0,0,0
Solyc04g074163.1.1,0,4,2,2,0,0
Solyc07g008350.3.1,1368,1684,1348,1624,1115,1720
Solyc08g007225.1.1,42,82,33,36,28,25
Solyc08g062170.1.1,0,0,0,0,0,0
Solyc05g007540.3.1,5,2,0,0,4,1
Solyc03g113890.1.1,36,52,49,31,44,124
Solyc09g055427.1.1,0,0,0,0,0,0
Solyc12g098630.2.1,6,4,0,10,8,0
Solyc09g074420.4.1,2256,2477,1327,787,592,893
Solyc07g049565.1.1,0,0,0,0,0,0
Solyc05g010290.3.1,324,415,344,323,246,283
Solyc04g063390.2.1,45,89,58,39,50,99
Solyc10g080900.3.1,521,606,588,394,310,452
Solyc11g010920.3.1,11,6,9,16,14,14
Solyc11g073030.1.1,0,0,4,10,0,0
Solyc10g054520.1.1,0,0,0,0,0,0
Solyc01g010400.1.1,0,0,0,0,0,0
Solyc01g081420.3.1,10,15,2,2,4,0
Solyc05g026607.1.1,0,0,0,0,0,0
Solyc01g011340.3.1,2964,4211,3891,4550,4097,4751
Solyc02g086940.3.1,737,1105,695,579,518,698
Solyc08g036410.1.1,0,0,0,0,0,0
Solyc08g016410.1.1,371,486,456,410,368,518
Solyc05g043320.3.1,0,0,0,0,0,0
Solyc05g055410.3.1,49,38,32,13,13,28
Solyc07g051870.1.1,4,12,4,2,1,0
Solyc12g015760.1.1,0,0,0,0,0,0
Solyc06g011540.4.1,43,59,30,95,70,136
Solyc02g090045.1.1,2,3,1,4,0,1
Solyc03g059070.4.1,431,618,471,388,295,467
Solyc01g021640.3.1,405,508,368,288,200,279
Solyc01g007740.4.1,4253,6568,5414,8524,8351,9018
Solyc07g032627.1.1,4,3,11,2,3,3
Solyc11g020060.2.1,209,264,240,241,165,211
Solyc10g007890.4.1,0,0,0,9,0,0
Solyc06g082750.3.1,14888,24090,16023,11354,10444,14815
Solyc08g078280.1.1,80,92,91,93,82,126
Solyc00g500318.1.1,0,0,0,0,0,0
Solyc10g047360.2.1,1583,2233,1771,2155,1228,2006
Solyc09g042430.2.1,0,0,0,0,0,0
Solyc02g070720.1.1,0,0,0,0,0,0
Solyc02g030430.1.1,0,0,0,0,0,0
Solyc10g045480.1.1,0,0,0,0,0,0
Solyc07g053920.3.1,1538,2068,1547,1721,1721,2017
Solyc02g089460.1.1,0,5,2,4,0,0
Solyc07g017300.1.1,1,0,2,0,0,0
Solyc08g081920.4.1,954,1138,820,976,654,867
Solyc12g040490.1.1,0,0,0,0,0,0
Solyc09g150104.1.1,0,0,0,0,0,0
Solyc06g084020.4.1,3299,3798,3095,2093,1076,2631
Solyc04g150122.1.1,0,0,0,0,0,0
Solyc08g068210.3.1,2344,2428,1519,725,510,677
Solyc03g113120.4.1,2,2,4,0,0,0
Solyc07g064050.3.1,35,50,22,18,20,36
Solyc00g322630.1.1,0,0,0,0,0,0
Solyc08g080250.4.1,643,623,452,309,141,283
Solyc02g033055.1.1,0,0,0,0,0,0
Solyc12g038590.2.1,386,466,403,473,452,514
Solyc01g105200.2.1,0,2,0,4,0,0
Solyc02g094490.4.1,748,1062,840,960,621,1005
Solyc03g034270.3.1,158,182,109,103,72,119
Solyc08g067880.4.1,412,486,380,203,135,276
Solyc10g049365.1.1,0,0,0,0,0,0
Solyc08g077790.3.1,852,1320,1131,1799,1229,1500
Solyc04g005900.3.1,274,388,294,424,386,490
Solyc12g005320.3.1,2,2,2,0,2,2
Solyc04g078320.4.1,325,291,220,310,202,321
Solyc11g072580.2.1,133,251,149,58,67,136
Solyc11g006570.3.1,8,8,23,1,4,7
Solyc06g054290.3.1,10,24,29,34,25,35
Solyc10g052590.1.1,2,0,0,0,2,4
Solyc04g078610.4.1,586,651,290,388,353,482
Solyc10g051180.1.1,0,0,0,0,0,0
Solyc12g011250.1.1,0,0,0,0,0,0
Solyc02g091440.2.1,0,0,0,0,2,0
Solyc09g091270.3.1,42,64,83,19,17,48
Solyc02g078210.3.1,2625,2539,2005,1278,703,1014
Solyc04g079530.3.1,4,2,2,2,1,4
Solyc07g007040.4.1,879,739,406,320,179,371
Solyc01g100240.3.1,100,118,111,91,44,88
Solyc02g082737.1.1,7,15,10,23,24,31
Solyc07g064200.4.1,0,2,0,0,0,2
Solyc04g056470.1.1,0,0,0,0,0,0
Solyc03g113930.3.1,0,0,2,37,0,0
Solyc04g071010.4.1,1182,1648,1236,791,645,949
Solyc01g091710.4.1,952,1283,1083,756,986,974
Solyc06g074170.3.1,8,12,8,4,2,10
Solyc06g071550.3.1,1332,1776,1194,624,486,805
Solyc02g087300.1.1,3058,3766,3692,3388,3017,3653
Solyc01g095120.3.1,598,844,621,464,240,408
Solyc01g080890.2.1,501,670,636,745,827,942
Solyc06g064720.1.1,2,8,6,6,2,6
Solyc01g107070.4.1,2,12,6,15,4,14
Solyc04g064820.3.1,245,297,162,188,65,130
Solyc07g062730.1.1,232,141,74,77,37,109
Solyc05g008300.3.1,173,307,168,169,182,252
Solyc01g013860.1.1,0,0,0,0,0,0
Solyc02g070710.3.1,30,26,20,6,0,4
Solyc01g105960.2.1,0,2,0,0,0,0
Solyc05g007950.4.1,70,100,178,948,368,144
Solyc01g097650.3.1,184,253,251,290,283,332
Solyc07g049260.4.1,604,748,533,226,171,247
Solyc03g116440.3.1,10,10,10,6,2,6
