GeneID,GSM4618825,GSM4618826,GSM4618827,GSM4618828,GSM4618829,GSM4618830
Solyc08g077385.1.1,149,216,129,58,25,88
Solyc01g097780.1.1,0,0,0,0,0,0
Solyc06g051810.4.1,524,545,333,739,325,641
Solyc06g071180.3.1,87,145,127,263,147,231
Solyc04g015200.3.1,127,194,174,120,84,157
Solyc08g081180.3.1,2513,3185,2995,2860,2217,3497
Solyc09g010500.3.1,1670,2318,1993,2741,1958,2913
Solyc01g081160.4.1,13,10,19,24,24,22
Solyc12g021215.1.1,0,0,0,0,0,0
Solyc03g098660.3.1,667,941,764,852,1235,988
Solyc08g016792.1.1,0,0,0,0,0,0
Solyc03g071627.1.1,107,239,174,265,238,305
Solyc02g065750.3.1,2,0,0,2,2,4
Solyc10g039215.1.1,0,0,0,0,0,0
Solyc08g067770.3.1,1003,1164,940,370,251,366
Solyc08g021870.3.1,63,148,119,167,122,195
Solyc04g018050.1.1,0,0,0,0,0,0
Solyc10g005550.3.1,0,0,10,4,11,2
Solyc11g012820.2.1,284,376,324,440,317,571
Solyc04g049660.3.1,265,289,267,384,287,436
Solyc08g068500.2.1,12,22,9,8,34,17
Solyc08g068570.4.1,708,764,552,267,167,260
Solyc11g005130.2.1,174,109,55,108,55,89
Solyc05g045980.1.1,0,0,0,0,0,0
Solyc08g079270.3.1,16,28,13,19,44,44
Solyc05g052180.3.1,266,413,416,752,578,761
Solyc03g093940.2.1,0,0,0,0,0,0
Solyc09g009990.4.1,936,1151,920,481,372,547
Solyc04g005670.3.1,476,592,578,257,174,534
Solyc12g014000.3.1,50,70,57,33,45,60
Solyc06g053160.3.1,767,901,546,495,313,488
Solyc07g026630.1.1,9,2,3,1,4,4
Solyc06g076080.3.1,145,109,105,80,29,141
Solyc12g062490.1.1,0,0,0,0,0,0
Solyc06g068080.4.1,956,1433,1179,1904,1603,1834
Solyc01g099080.4.1,7,14,8,15,18,28
Solyc01g107600.3.1,794,1223,983,1361,966,1349
Solyc07g065090.2.1,979,1912,1194,1493,1157,1444
Solyc04g072430.1.1,0,0,0,0,0,0
Solyc12g009120.2.1,1872,2674,2437,4171,4144,4160
Solyc04g040180.3.1,154,67,251,3495,630,898
Solyc02g080660.3.1,1092,1478,1022,989,876,1107
Solyc06g071720.1.1,6099,8097,7415,9692,5749,10303
Solyc01g044350.3.1,72,95,83,142,74,91
Solyc01g017220.2.1,0,0,0,0,0,0
Solyc08g075780.4.1,546,804,886,1860,1334,1555
Solyc10g050630.1.1,0,0,0,0,0,0
Solyc05g056120.3.1,1271,1731,1238,1249,607,1205
Solyc12g055750.3.1,1393,1771,1567,1241,970,1350
Solyc01g079750.3.1,97,143,100,23,21,52
Solyc08g028700.2.1,0,0,0,0,0,0
Solyc02g078830.4.1,1409,2177,1684,2439,1977,2524
Solyc07g052770.2.1,22,29,14,8,4,10
Solyc04g072860.3.1,40,46,16,22,4,24
Solyc06g036470.3.1,24,26,16,18,6,9
Solyc08g150108.1.1,0,0,0,0,0,0
Solyc05g018890.1.1,1,1,0,1,3,4
Solyc12g094435.1.1,1,0,0,0,0,0
Solyc04g077250.4.1,0,0,0,0,0,2
Solyc05g055290.3.1,8,17,4,14,6,4
Solyc06g065180.3.1,4286,6752,5485,9288,7804,8426
Solyc09g015320.3.1,0,0,0,0,0,0
Solyc04g080680.4.1,111,77,75,60,51,126
Solyc00g013100.1.1,0,0,0,0,2,0
Solyc03g062800.1.1,0,0,0,0,0,0
Solyc12g099280.2.1,36,51,14,35,17,24
Solyc03g059500.3.1,7,12,10,23,16,20
Solyc01g094410.3.1,614,511,327,551,320,415
Solyc07g055210.3.1,2021,2669,1878,1478,768,1257
Solyc02g084085.1.1,0,0,0,0,0,0
Solyc01g009620.3.1,447,650,481,790,540,742
Solyc05g054770.3.1,278,343,277,222,111,217
Solyc03g053020.4.1,838,1434,1043,1879,1595,2097
Solyc05g007500.4.1,2497,3725,2633,2492,2463,3150
Solyc01g009390.4.1,422,424,368,285,194,294
Solyc10g084510.1.1,0,6,9,20,13,1
Solyc03g061640.1.1,0,0,0,0,0,0
Solyc04g050867.1.1,0,0,0,0,0,0
Solyc03g013140.1.1,0,0,0,0,0,0
Solyc06g073160.4.1,64,147,121,64,49,66
Solyc01g022780.1.1,0,0,0,0,0,0
Solyc12g042500.2.1,489,887,944,299,419,395
Solyc09g091350.1.1,0,0,0,0,0,0
Solyc08g077120.2.1,1392,2150,1042,121,110,269
Solyc11g017105.1.1,0,0,0,0,0,0
Solyc11g010780.1.1,105,173,136,63,68,56
Solyc07g025140.4.1,36,37,16,34,45,81
Solyc08g005800.4.1,7128,10979,8646,8345,6792,10118
Solyc01g094150.3.1,668,623,508,327,243,365
Solyc06g011455.1.1,0,0,0,0,0,0
Solyc09g072700.4.1,74,119,92,48,199,89
Solyc11g010260.3.1,6,18,4,2,2,2
Solyc09g064755.1.1,0,0,0,0,0,0
Solyc02g067410.2.1,0,0,0,0,0,0
Solyc04g025005.1.1,0,0,0,0,0,0
Solyc03g117060.4.1,1538,1869,1610,1678,1188,2196
Solyc03g097470.3.1,2725,3366,2085,1246,736,1209
Solyc12g005645.1.1,0,2,2,12,0,0
Solyc03g032230.1.1,0,0,0,2,0,0
Solyc11g013450.2.1,105,121,88,118,138,286
Solyc01g087420.4.1,51,84,32,69,50,92
Solyc12g062440.1.1,0,0,0,0,0,0
Solyc12g017400.3.1,0,0,0,0,0,0
Solyc03g113560.4.1,20,47,25,14,5,12
Solyc07g042620.4.1,1073,1393,1212,2519,1951,2544
Solyc10g018813.1.1,0,0,0,0,0,0
Solyc02g094530.1.1,50,54,20,7,2,14
Solyc10g009120.2.1,133,104,145,86,115,177
Solyc08g007970.3.1,129,111,124,303,255,255
Solyc06g069630.4.1,80,55,54,66,50,60
Solyc12g019940.1.1,0,0,0,0,0,0
Solyc03g118220.3.1,0,12,2,0,0,0
Solyc02g093030.3.1,366,468,406,478,409,518
Solyc10g006880.3.1,0,4,0,2,0,2
Solyc05g054220.3.1,1113,1495,1234,1302,1178,1402
Solyc01g087230.3.1,1413,1631,1407,642,570,793
Solyc00g500305.1.1,0,0,0,0,0,0
Solyc11g018772.1.1,8,10,12,0,2,8
Solyc09g014540.3.1,0,0,0,0,0,0
Solyc00g500239.1.1,0,0,0,0,0,0
Solyc02g093800.3.1,1869,2347,1496,808,654,915
Solyc11g008290.1.1,169,171,227,418,319,380
Solyc01g108250.3.1,465,549,478,126,148,211
Solyc07g014620.1.1,15,30,41,116,97,89
Solyc05g021480.1.1,0,0,0,0,0,0
Solyc02g094240.1.1,0,0,0,0,0,0
Solyc02g090545.1.1,0,0,0,0,0,0
Solyc09g008680.4.1,162,261,202,493,404,525
Solyc12g017760.2.1,0,0,0,0,0,0
Solyc11g020280.2.1,603,693,417,589,248,437
Solyc09g090050.4.1,444,556,480,402,337,472
Solyc12g100360.1.1,689,765,401,480,308,491
Solyc12g013530.2.1,660,870,972,1501,1311,1752
Solyc02g089790.4.1,12,25,15,23,8,10
Solyc01g010860.3.1,759,1051,1071,2420,1928,1981
Solyc01g090000.1.1,0,4,0,0,6,0
Solyc03g119420.3.1,686,995,811,1045,733,1082
Solyc08g077470.4.1,194,185,164,159,77,131
Solyc10g078720.2.1,169,113,272,95,111,221
Solyc10g084940.3.1,578,670,660,329,442,482
Solyc11g006850.3.1,0,0,0,0,0,0
Solyc08g013990.3.1,1413,1765,2029,2057,2154,2856
Solyc01g066457.1.1,136,157,137,48,97,138
Solyc07g064630.4.1,168,114,109,120,86,153
Solyc09g011330.3.1,447,431,285,81,239,401
Solyc06g005825.1.1,0,0,0,0,0,0
Solyc04g064640.4.1,15,21,12,24,10,35
Solyc04g080120.1.1,41,45,43,47,35,44
Solyc07g008610.3.1,961,958,604,580,254,478
Solyc04g076040.3.1,2137,2681,2537,2825,3313,3433
Solyc10g012340.1.1,0,0,0,0,0,0
Solyc03g112930.3.1,73,116,83,156,132,212
Solyc09g061580.1.1,0,0,0,0,0,0
Solyc11g062160.1.1,0,0,0,0,0,0
Solyc07g049215.1.1,2,12,2,4,10,15
Solyc09g009580.4.1,2,2,0,20,0,4
Solyc09g074230.4.1,2606,3304,3116,4555,2039,3159
Solyc11g013750.3.1,115,150,81,176,154,225
Solyc02g071080.3.1,39,101,46,91,68,116
Solyc04g017665.1.1,0,0,0,0,0,0
Solyc10g080190.1.1,1081,1672,1573,2299,2158,2746
Solyc06g008830.1.1,0,0,0,0,0,0
Solyc07g066450.4.1,324,346,294,250,170,263
Solyc03g096100.2.1,0,0,0,0,0,0
Solyc02g065360.4.1,438,517,459,373,228,409
Solyc12g017970.1.1,67,113,61,43,27,30
Solyc03g120810.4.1,989,968,499,301,213,445
Solyc03g121490.4.1,41,45,41,48,18,29
Solyc02g049108.1.1,40,39,18,8,8,17
Solyc02g089760.3.1,151,192,120,145,112,147
Solyc05g006050.3.1,5762,7415,6226,6226,8004,8635
Solyc06g007200.4.1,578,666,384,447,214,403
Solyc10g047825.1.1,0,0,0,0,0,0
Solyc04g025290.4.1,3328,4139,2967,1633,1476,2152
Solyc01g095300.3.1,1266,1444,829,388,339,429
Solyc07g052760.3.1,273,275,192,107,92,82
Solyc05g024210.1.1,0,0,0,0,0,0
Solyc07g024020.2.1,20,37,6,10,4,15
Solyc09g030510.1.1,0,0,0,0,0,0
Solyc08g076530.3.1,624,711,456,319,265,384
Solyc09g005610.4.1,2,4,8,148,14,134
Solyc06g072950.3.1,0,0,0,0,0,0
Solyc07g041280.4.1,21,26,8,10,12,19
Solyc04g055225.1.1,2,2,7,1,0,3
Solyc01g060280.4.1,478,610,477,444,244,365
Solyc06g007580.1.1,126,86,110,342,441,419
Solyc01g067255.1.1,0,0,0,0,0,2
Solyc11g072760.1.1,0,4,2,3,4,7
Solyc07g006290.3.1,0,0,0,3,0,0
Solyc09g065870.4.1,109,131,72,185,97,100
Solyc04g049960.3.1,0,0,0,0,0,0
Solyc05g052480.4.1,511,706,414,320,175,389
Solyc05g055970.4.1,9,7,10,6,9,8
Solyc05g015735.1.1,0,0,4,2,1,4
Solyc05g053410.4.1,134,192,108,103,59,112
Solyc02g063430.4.1,417,639,450,446,406,428
Solyc12g056080.2.1,268,358,184,342,194,307
Solyc06g072620.4.1,196,323,444,382,578,986
Solyc01g080980.2.1,0,0,0,0,0,0
Solyc04g005870.1.1,0,0,0,0,0,0
Solyc03g082430.1.1,2,0,0,0,2,0
Solyc01g091820.3.1,56,70,61,66,27,39
Solyc06g043270.1.1,0,0,0,0,0,0
Solyc03g114100.1.1,214,243,317,452,660,760
Solyc06g060720.3.1,3377,4466,3849,3981,2969,4476
Solyc09g010605.1.1,0,0,0,0,0,0
Solyc05g015310.3.1,373,333,274,114,97,128
Solyc09g065010.4.1,308,328,198,226,104,192
Solyc01g017960.1.1,0,0,0,0,0,0
Solyc05g018840.1.1,0,0,0,0,0,0
Solyc07g063465.1.1,91,51,58,55,97,83
Solyc07g049470.4.1,149,177,198,427,327,432
Solyc11g067160.2.1,6563,7952,6020,3223,3434,4774
Solyc11g007480.1.1,6,4,6,10,0,0
Solyc04g078390.3.1,1634,2526,2538,5045,6336,7429
Solyc05g021070.2.1,0,0,0,0,0,0
Solyc10g050530.2.1,0,0,0,0,0,4
Solyc08g074780.3.1,202,315,213,204,157,251
Solyc09g014430.1.1,0,0,0,0,0,0
Solyc12g096760.2.1,3595,5021,4690,3642,3377,5226
Solyc04g056350.1.1,2778,4153,3942,7723,5747,6153
Solyc04g008980.3.1,915,904,842,1097,749,1127
Solyc08g005985.1.1,797,1012,1154,1919,1633,1773
Solyc05g007730.4.1,185,271,183,183,136,243
Solyc08g076040.2.1,6,4,2,0,2,2
Solyc12g006520.2.1,894,1056,662,448,404,508
Solyc09g082800.3.1,854,869,381,327,158,258
Solyc01g102550.4.1,68,111,48,2,8,0
Solyc04g009700.3.1,663,863,938,1888,1471,1623
Solyc06g074470.3.1,4,3,0,0,0,0
Solyc07g045050.3.1,3983,4847,4331,3810,4204,4875
Solyc04g008650.4.1,202,297,120,67,52,95
Solyc10g078820.2.1,2,7,0,0,0,0
Solyc06g051250.1.1,196,252,344,472,467,543
Solyc06g009770.1.1,68,74,98,49,66,104
Solyc08g061843.1.1,8052,11221,8595,9541,5955,8987
Solyc08g006960.3.1,1489,2025,1548,1205,798,1281
Solyc07g052000.1.1,0,0,0,0,0,0
Solyc07g053320.4.1,159,182,202,493,223,447
Solyc05g041390.1.1,7,14,8,1,4,8
Solyc12g088880.2.1,590,806,572,837,491,867
Solyc02g090470.4.1,0,2,0,7,0,0
Solyc08g006030.4.1,371,638,404,352,212,280
Solyc11g006805.1.1,0,0,0,0,0,0
Solyc01g056695.1.1,0,0,0,0,0,0
Solyc01g109310.3.1,12,8,9,6,3,2
Solyc08g077710.3.1,1645,2792,2096,3896,2772,3824
Solyc04g005340.2.1,6695,9075,6729,6796,2876,5392
Solyc02g014140.1.1,0,0,0,0,0,0
Solyc10g079670.2.1,4,10,2,1,0,2
Solyc11g044900.2.1,927,1197,1049,890,776,1368
Solyc03g116720.3.1,0,0,0,0,0,0
Solyc02g083170.3.1,189,201,230,401,194,348
Solyc00g500005.1.1,0,0,0,0,0,0
Solyc06g011500.3.1,0,0,0,0,0,0
Solyc07g066380.4.1,1375,2032,1678,4520,2299,2947
Solyc07g062300.3.1,1223,1407,1075,583,422,601
Solyc07g062220.3.1,711,633,1139,2963,2087,3095
Solyc11g011780.3.1,571,885,673,691,642,899
Solyc08g005520.3.1,333,441,334,287,143,257
Solyc07g045000.4.1,14,16,22,9,18,9
Solyc08g008330.3.1,615,960,855,1905,1274,1654
Solyc05g005330.3.1,274,439,326,723,568,723
Solyc06g072770.3.1,92,148,124,67,50,82
Solyc09g091630.1.1,0,0,0,0,0,0
Solyc04g015350.3.1,347,391,260,280,233,324
Solyc07g064970.4.1,2560,2619,1696,1045,967,1280
Solyc06g150125.1.1,0,0,0,0,0,0
Solyc05g047530.3.1,0,4,2,0,2,0
Solyc09g011990.1.1,2,12,0,0,0,2
Solyc03g097230.1.1,160,198,235,686,214,306
Solyc07g150109.1.1,29,19,15,5,10,22
Solyc04g014850.3.1,14,35,14,66,10,36
Solyc08g069239.1.1,0,0,0,0,0,0
Solyc12g010660.1.1,0,0,0,0,0,0
Solyc03g098730.1.1,770,471,643,238,122,688
Solyc04g011467.1.1,0,0,0,0,0,0
Solyc09g090210.3.1,0,0,0,2,0,0
Solyc08g081800.1.1,0,0,0,0,0,0
Solyc02g081730.3.1,1741,2951,1598,1053,628,1238
Solyc02g068160.1.1,22,26,16,25,51,41
Solyc07g017250.4.1,84,94,68,62,32,62
Solyc04g009690.2.1,0,0,0,6,0,0
Solyc11g069410.2.1,2458,3538,3712,7871,6090,6948
Solyc09g061480.1.1,0,0,0,0,0,0
Solyc09g084440.2.1,156,709,946,1505,2257,460
Solyc08g006690.1.1,795,1282,1077,837,931,1019
Solyc04g010280.2.1,16,6,5,42,32,45
Solyc03g116810.4.1,4811,5656,4906,2901,2901,3501
Solyc10g005560.3.1,4125,5919,4802,7917,6615,7799
Solyc12g042530.2.1,227,289,240,679,361,511
Solyc06g075480.4.1,0,0,2,0,0,0
Solyc06g050250.1.1,387,380,457,197,302,319
Solyc01g108840.3.1,1542,1504,1183,619,395,502
Solyc01g106055.1.1,26,67,50,62,54,91
Solyc02g083380.3.1,94,97,145,177,170,254
Solyc11g056297.1.1,3,2,4,12,14,16
Solyc09g005630.3.1,60,100,56,28,56,62
Solyc05g026540.3.1,2122,2087,1588,1020,531,910
Solyc07g063650.4.1,846,999,615,874,409,615
Solyc01g068640.3.1,305,381,258,153,92,181
Solyc02g079770.3.1,7640,9523,7090,6176,3385,6395
Solyc04g009510.4.1,1164,1188,773,352,339,542
Solyc10g019280.2.1,0,0,0,0,0,0
Solyc04g008240.3.1,1501,2072,1478,714,661,1078
Solyc08g081330.4.1,1357,1465,1211,927,513,871
Solyc07g026920.1.1,0,0,0,4,0,0
Solyc10g017710.1.1,0,0,0,4,0,0
Solyc07g052670.3.1,156,278,267,522,347,303
Solyc04g014600.3.1,58,100,57,284,49,193
Solyc04g056450.4.1,3,4,0,0,2,0
Solyc04g008820.3.1,609,1402,751,2417,792,1363
Solyc04g064910.1.1,0,0,0,0,1,0
Solyc07g018437.1.1,0,0,0,0,0,0
Solyc09g083310.3.1,0,0,0,0,0,0
Solyc09g082920.1.1,0,0,2,8,0,2
Solyc04g082110.4.1,157,221,101,20,29,25
Solyc07g047770.4.1,444,506,292,687,431,659
Solyc12g049100.3.1,0,0,0,0,0,0
Solyc09g020195.1.1,0,0,0,0,0,0
Solyc12g056770.3.1,784,1052,1202,1249,1196,1403
Solyc03g113660.4.1,52,33,32,49,9,45
Solyc02g014490.4.1,0,2,0,0,0,3
Solyc04g049190.1.1,0,0,0,0,0,0
Solyc11g028170.3.1,2,4,5,0,0,4
Solyc10g083780.1.1,552,662,524,575,381,615
Solyc10g018300.3.1,150880,169629,110788,35475,41090,52589
Solyc11g006320.2.1,778,860,514,377,190,270
Solyc07g056430.3.1,457,606,601,1069,1501,1137
Solyc08g066910.1.1,0,0,0,0,0,0
Solyc09g059470.4.1,49,62,44,11,7,27
Solyc04g017690.3.1,10158,11164,14396,28102,25965,35997
Solyc05g012240.3.1,0,0,0,0,0,0
Solyc03g115000.3.1,375,478,180,348,194,414
Solyc04g014670.3.1,1086,1492,1183,1146,699,1109
Solyc08g076960.1.1,703,791,1057,1064,1552,1572
Solyc11g045550.1.1,0,0,0,0,0,0
Solyc02g067760.4.1,0,2,0,2,0,0
Solyc00g500302.1.1,0,0,0,0,0,0
Solyc03g083370.3.1,2,8,2,2,2,2
Solyc08g080310.2.1,0,0,0,2,0,0
Solyc12g032950.3.1,1870,1860,1433,701,466,773
Solyc11g044315.1.1,0,0,0,0,0,0
Solyc11g065400.2.1,0,0,0,0,0,0
Solyc04g015250.1.1,0,0,0,0,0,0
Solyc11g072910.1.1,354,345,340,272,179,339
Solyc07g018370.3.1,0,0,0,0,0,0
Solyc01g067560.3.1,95,78,45,127,78,68
Solyc12g095980.2.1,281,396,303,207,199,258
Solyc08g077430.3.1,2583,2586,1923,1756,966,1616
Solyc07g021570.1.1,0,0,0,0,0,0
Solyc12g005030.3.1,36,32,40,15,12,36
Solyc02g005350.3.1,1452,1680,1323,946,544,833
Solyc03g121360.1.1,1110,1589,1300,1464,1313,1947
Solyc01g009220.3.1,48,60,34,26,53,77
Solyc11g008570.2.1,338,476,366,350,208,368
Solyc01g091840.4.1,59,58,55,111,54,92
Solyc04g054260.4.1,368,488,555,871,900,1431
Solyc01g103470.2.1,32,12,32,60,12,172
Solyc04g150172.1.1,576,884,995,511,1518,1191
Solyc04g047770.3.1,1784,2032,1200,1503,716,1277
Solyc04g017660.1.1,0,0,0,0,0,0
Solyc03g112780.1.1,23,24,17,42,27,39
Solyc11g040040.2.1,603,1078,772,766,743,1016
Solyc02g089150.4.1,54,102,94,164,152,182
Solyc07g020795.1.1,0,0,0,0,0,0
Solyc09g057550.1.1,0,0,0,0,0,0
Solyc04g072410.3.1,1138,1422,1368,1779,1258,1902
Solyc09g089970.1.1,0,0,0,0,0,0
Solyc12g042845.1.1,0,0,0,0,0,0
Solyc00g500300.1.1,0,0,0,0,0,0
Solyc06g065790.1.1,6,6,4,3,2,0
Solyc04g024510.3.1,466,609,519,650,421,656
Solyc04g016480.3.1,44,75,50,23,37,50
Solyc10g009100.3.1,0,2,2,4,3,1
Solyc07g039530.1.1,0,0,0,0,0,0
Solyc11g066140.2.1,4,5,4,2,4,8
Solyc11g069150.3.1,2723,4123,3436,5608,4017,4752
Solyc11g013410.2.1,0,0,0,0,0,0
Solyc01g095570.3.1,4327,5703,4806,3722,4248,5045
Solyc10g076220.3.1,0,0,2,0,0,0
Solyc12g042280.3.1,0,0,0,0,0,0
Solyc03g098460.3.1,526,573,395,833,499,683
Solyc09g065610.2.1,68,121,97,204,165,200
Solyc03g080120.1.1,38,45,52,56,57,57
Solyc02g093120.4.1,731,729,705,659,625,853
Solyc10g085895.1.1,0,0,0,0,0,0
Solyc02g089330.3.1,10,7,5,6,4,6
Solyc09g091810.1.1,28,44,45,135,59,49
Solyc06g048730.3.1,19731,30249,20387,16772,25308,26389
Solyc10g084690.2.1,782,919,821,345,370,477
Solyc03g032140.4.1,350,518,399,712,589,773
Solyc09g065390.1.1,460,474,863,3036,2663,3130
Solyc10g076240.3.1,4,4,50,18,4,2
Solyc10g080670.2.1,4078,3555,7548,18144,14151,24141
Solyc08g082200.3.1,247,350,194,344,87,184
Solyc01g089880.3.1,480,561,610,1162,580,517
Solyc10g047820.1.1,0,0,0,0,0,0
Solyc07g043580.4.1,2672,2502,1910,1509,1430,2242
Solyc05g053460.1.1,0,0,0,0,0,0
Solyc02g069190.4.1,0,0,0,48,0,2
Solyc08g078570.3.1,15,26,16,16,6,15
Solyc01g067200.1.1,0,0,0,0,0,0
Solyc08g069130.1.1,0,0,0,0,0,0
Solyc05g015380.2.1,0,0,0,0,0,1
Solyc02g080690.1.1,0,0,0,0,0,0
Solyc03g112620.4.1,533,874,560,574,514,745
Solyc06g048900.1.1,25,26,14,16,2,4
Solyc11g066920.1.1,97,147,66,29,23,34
Solyc01g104640.3.1,118,166,85,158,124,146
Solyc02g050180.4.1,25,35,34,53,28,43
Solyc01g005040.3.1,131,83,137,293,112,191
Solyc03g082910.4.1,1148,1523,1598,2098,1676,1974
Solyc04g055100.1.1,0,2,0,4,0,2
Solyc03g119220.3.1,18,18,4,6,0,8
Solyc04g007090.1.1,1,4,13,7,12,6
Solyc05g018405.1.1,9,8,4,8,6,11
Solyc03g063490.1.1,0,0,0,0,0,0
Solyc04g082610.3.1,301,355,189,182,155,196
Solyc05g053220.3.1,1225,1885,1359,1499,1145,1930
Solyc02g078970.4.1,723,884,569,649,353,622
Solyc03g117320.4.1,968,1277,1030,935,685,1112
Solyc01g088810.4.1,29,9,10,26,17,16
Solyc01g111900.4.1,0,0,0,0,0,0
Solyc03g044810.2.1,6,6,5,17,20,20
Solyc07g006150.3.1,985,1741,1288,3468,2169,2553
Solyc01g099600.4.1,571,701,454,281,212,277
Solyc02g055550.3.1,192,292,295,513,353,409
Solyc02g077810.1.1,0,0,0,0,0,0
Solyc05g041160.3.1,0,0,0,0,0,0
Solyc10g050850.2.1,795,901,820,911,848,1090
Solyc11g006400.2.1,641,913,771,1507,1061,1290
Solyc12g100200.2.1,2512,2938,2493,1501,1276,1808
Solyc01g106580.3.1,1329,1423,887,935,457,701
Solyc09g008140.3.1,1122,1764,1558,3293,2468,2797
Solyc06g072250.3.1,345,629,363,572,239,523
Solyc12g036790.2.1,4723,7682,6404,12496,9272,10377
Solyc07g065980.3.1,742,957,676,1440,496,1043
Solyc09g065410.4.1,8,2,6,4,4,4
Solyc08g016000.2.1,0,0,0,0,0,0
Solyc01g080960.4.1,0,0,0,4,0,0
Solyc02g005490.3.1,0,0,0,0,0,2
Solyc11g007860.1.1,406,523,527,1332,1185,1412
Solyc05g052340.4.1,0,0,0,4,2,2
Solyc02g080870.3.1,0,0,0,0,0,0
Solyc04g054320.4.1,881,1305,1099,1272,1059,1506
Solyc05g018407.1.1,0,0,0,0,0,0
Solyc09g005500.3.1,0,0,0,0,0,0
Solyc04g026350.3.1,3539,3903,3523,2320,1661,2567
Solyc10g047570.2.1,0,0,0,0,0,0
Solyc06g007470.3.1,6432,9116,8607,13110,7797,11819
Solyc10g055265.1.1,0,0,0,0,0,0
Solyc08g062200.3.1,0,0,0,0,0,0
Solyc04g082920.4.1,2197,2653,1927,587,632,963
Solyc06g005260.3.1,2266,3465,3510,6728,5148,5028
Solyc01g087450.3.1,375,322,184,243,167,196
Solyc11g150139.1.1,0,0,2,0,0,0
Solyc08g007150.1.1,1,2,4,10,3,14
Solyc11g150112.1.1,0,0,0,0,0,0
Solyc09g056090.1.1,0,0,0,0,0,0
Solyc02g068460.1.1,0,0,2,0,2,0
Solyc01g057110.1.1,0,0,0,0,0,0
Solyc08g079610.3.1,942,1313,1533,2299,2228,2400
Solyc12g011430.3.1,40,54,52,107,61,129
Solyc05g055150.1.1,0,0,0,0,0,0
Solyc04g150133.1.1,0,0,0,0,0,0
Solyc03g061650.3.1,0,0,0,0,0,0
Solyc10g044683.1.1,0,0,0,0,0,0
Solyc12g005840.2.1,107,138,101,123,130,125
Solyc12g014010.2.1,66,61,64,56,19,61
Solyc01g109380.3.1,413,511,457,596,404,670
Solyc02g093410.4.1,897,1139,1023,768,597,1062
Solyc10g080210.2.1,0,0,0,0,0,0
Solyc03g114430.1.1,14,18,11,11,10,24
Solyc07g047650.1.1,0,0,0,0,0,0
Solyc10g084750.1.1,0,2,0,0,0,2
Solyc07g062470.4.1,10,12,7,2,4,6
Solyc10g006430.3.1,14,28,22,27,40,46
Solyc11g011930.3.1,249,254,189,177,112,169
Solyc03g111705.1.1,0,0,0,0,0,0
Solyc12g042360.3.1,1024,1440,1376,1634,1201,1470
Solyc06g076390.3.1,2946,2988,2578,1445,1325,1755
Solyc06g068470.3.1,302,450,379,688,701,760
Solyc01g057150.1.1,0,0,0,0,0,1
Solyc03g098020.4.1,3646,4287,3711,3889,3396,4230
Solyc08g048520.1.1,0,2,0,0,0,0
Solyc08g150116.1.1,0,0,0,0,0,0
Solyc01g099830.3.1,9502,16007,12494,22820,15540,20395
Solyc03g113230.3.1,0,4,0,0,0,0
Solyc07g005320.3.1,372,337,280,387,264,503
Solyc09g007660.1.1,217,258,221,92,141,213
Solyc02g086700.4.1,16,49,26,16,16,24
Solyc12g088250.2.1,1186,1487,1404,4304,3912,3704
Solyc11g005270.1.1,109,95,111,151,191,248
Solyc06g076350.3.1,22,34,26,15,11,18
Solyc09g065140.1.1,3,4,0,2,4,8
Solyc10g049810.1.1,0,0,0,0,0,0
Solyc04g081820.3.1,2370,3606,2766,2376,2280,2766
Solyc02g065700.3.1,731,755,775,630,772,1069
Solyc07g053750.1.1,14,5,50,32,6,91
Solyc10g018110.1.1,0,0,0,0,0,0
Solyc02g092200.3.1,48,46,32,98,47,65
Solyc08g074340.3.1,0,0,1,0,0,6
Solyc04g017860.1.1,0,0,0,0,0,0
Solyc01g102430.2.1,0,0,0,4,0,0
Solyc03g019710.3.1,4,2,6,31,12,19
Solyc03g031690.3.1,1960,2846,2741,4981,4093,4447
Solyc02g080070.3.1,2164,2386,1782,1313,953,1526
Solyc07g053330.2.1,0,0,0,0,0,2
Solyc02g091220.1.1,402,436,312,149,94,157
Solyc04g025870.4.1,701,853,453,704,421,574
Solyc09g042690.2.1,0,2,0,0,0,5
Solyc01g100660.4.1,1490,1635,1995,1885,1866,1988
Solyc01g097070.4.1,42,46,16,20,12,14
Solyc12g044690.3.1,0,0,0,0,0,0
Solyc07g006950.3.1,607,764,846,2046,1682,1856
Solyc02g069580.3.1,921,1466,1328,786,435,741
Solyc05g013980.3.1,9,2,0,0,0,2
Solyc07g008810.1.1,2,2,2,2,0,2
Solyc10g006095.1.1,0,0,0,0,0,0
Solyc11g006680.3.1,1551,2214,948,326,213,406
Solyc09g009583.1.1,0,0,0,0,0,0
Solyc09g074200.3.1,0,0,0,0,0,0
Solyc02g094010.2.1,0,4,2,0,0,0
Solyc02g077070.3.1,98,231,227,173,461,401
Solyc02g072510.3.1,160,189,85,173,90,176
Solyc06g036170.1.1,531,548,484,254,309,609
Solyc06g074460.4.1,50,137,67,81,83,85
Solyc10g076430.1.1,0,0,0,0,0,0
Solyc11g007000.2.1,257,451,213,281,145,260
Solyc10g017790.1.1,0,0,0,0,0,0
Solyc12g088440.2.1,618,836,756,477,408,705
Solyc05g016690.3.1,0,0,0,0,0,2
Solyc03g120310.3.1,389,490,295,259,124,139
Solyc05g053920.1.1,0,0,0,0,0,0
