GeneID,GSM7413376,GSM7413377,GSM7413378,GSM7413379,GSM7413380,GSM7413381,GSM7413382,GSM7413383,GSM7413384,GSM7413385,GSM7413386,GSM7413387,GSM7413388,GSM7413389,GSM7413390,GSM7413391,GSM7413392,GSM7413393
101250809,1156.53166,1069.19384,1375.154245,1003.79585,879.4608088,1502.850512,782.2880699,935.0008519,776.1255241,963.9511896,1550.043688,986.8653625,1538.445862,1501.409257,1339.29212,709.696241,776.7537882,808.8539431
101253628,1284.921959,692.5460099,843.9136425,2012.620738,1367.27898,3024.968338,188.03068,444.1005111,420.1046415,634.7003717,180.1711298,388.5296703,1618.480618,1168.830766,1285.640952,702.78682,1629.943454,1034.931132
101263969,1602.840794,1251.44279,1687.827285,2441.094718,1074.786377,2192.620363,44.24251295,59.74446338,42.72250591,599.9901952,109.6279361,377.8451044,1338.853014,856.4376748,1310.479456,731.4115641,2293.076343,1358.472709
100191110,1133.095336,903.1447966,896.5317593,575.32187,619.6877176,823.6776845,212.1629598,521.7683135,446.551907,1107.750493,630.122311,817.854956,1919.846056,1580.228437,1542.96785,867.6258635,1219.875298,1051.007732
101255322,1575.328587,807.9703449,1026.053278,526.0373043,649.4327281,992.2666843,99.54565414,562.5936968,447.5691096,510.7354554,258.3406147,541.0275659,1469.280024,1052.524415,1088.920003,901.1859083,1838.592743,1366.511009
101243864,1965.594337,978.0693649,1388.308774,684.9548837,612.7472152,862.212313,176.9700518,701.9974447,616.4247282,743.7894981,391.8007108,706.1526758,1390.233351,1158.257461,1103.823105,849.858781,1629.943454,1270.051409
101262262,340.3361889,355.3854525,387.552668,2812.237672,2215.011778,2520.164705,3398.629404,2978.261499,2129.004878,137.848987,357.4824004,135.0140604,122.5223423,268.1774537,197.7144895,175.696705,221.0442961,157.7516386
543585,838.6128248,665.2086674,655.7026863,359.073265,457.0816605,527.9244107,117.644864,385.3517888,261.4210481,988.7441728,686.3662087,788.7152307,1997.904645,1998.354575,1824.139712,951.5259754,1252.92865,1238.902996
101248825,2235.621552,1395.216962,2317.220913,898.1860663,772.3787712,1030.801313,578.1692034,858.3287905,764.9362963,818.1684479,933.2673865,687.6975164,807.2641421,707.4502005,738.2003302,858.7423222,975.0739043,777.7055304
101261284,1249.257987,751.2706716,756.8913724,592.420597,638.5262242,1155.07549,190.0417034,748.7972743,582.8570449,691.2283736,404.193434,663.414412,1578.957282,1191.899794,1113.758506,784.7128117,1409.932076,1085.170507
101262255,1343.003284,1062.106381,1178.848194,178.0279213,149.7165526,109.8236913,21.11574482,35.84667803,41.70530339,1251.549796,462.3439045,782.8872856,1588.838116,1271.680184,1462.491098,1426.301903,1798.30897,1694.071737
101258429,61.13823753,110.3618642,106.2481205,4105.706073,2706.795951,4629.935616,1415.760414,1875.97615,1917.426753,130.9069517,425.1657348,122.3868461,201.5690147,359.4923573,107.302336,121.4083973,53.71169812,98.46917568
543998,1629.33403,916.3072207,1053.374223,557.2173357,462.0391623,700.3668733,110.6062824,422.1942079,341.7800473,688.2532156,387.0342788,657.586467,1487.065525,916.993874,1230.996244,563.6113402,1521.487141,996.7492069
101247151,777.4745873,785.6954733,919.8051571,1062.132683,1165.012909,1201.317044,777.2605116,1160.038331,979.5660284,816.1850093,1170.6357,1214.15522,961.4051533,1189.016166,887.2313525,476.7500479,463.7798549,590.8150541
101248484,668.4447303,705.7084341,793.3192994,912.2673709,1093.624884,864.1390445,860.7179793,920.064736,798.5039795,1075.023755,1579.595566,869.3351373,1372.44785,1529.284333,1289.615113,576.4431221,462.7469376,597.8485666
543810,837.5938542,771.5205549,869.210814,996.7551979,1038.100865,1033.69141,911.9990738,809.5374788,856.4845233,1165.270214,1521.445096,880.0197032,1521.648444,1541.780057,1101.836025,558.6760395,368.7514659,521.4847161
101245224,1536.607703,1278.780132,1414.617832,1125.498553,944.8998318,972.0360043,916.0211204,708.9676321,730.3514106,1154.361301,1381.311995,678.9555988,953.5004861,947.7525784,901.1409145,490.5688898,454.4835995,505.408116
