id,GSM4618825,GSM4618826,GSM4618827,GSM4618828,GSM4618829,GSM4618830,GSM4618831,GSM4618832,GSM4618833,GSM4618834,GSM4618835,GSM4618836
Solyc09g011223.1.1,223,307,277,572,472,446,290,368,306,206,177,212
Solyc05g016410.3.1,1503,1248,1108,325,257,473,2025,1390,1288,3062,3263,2843
Solyc08g081770.3.1,5484,8274,6234,7481,9385,9463,6594,7570,6084,5317,5363,6165
Solyc10g007130.4.1,340,205,174,7,25,26,289,172,133,679,675,519
Solyc04g080190.3.1,2766,3867,2857,3716,2726,3769,5623,4968,5136,4664,4579,5301
Solyc02g064780.1.1,0,0,0,0,0,0,0,0,0,0,0,0
Solyc10g047180.1.1,0,0,0,0,0,0,0,0,0,0,0,0
Solyc01g066430.3.1,1492,962,1108,661,772,2626,1756,2249,1098,644,418,542
Solyc08g080860.4.1,51,76,102,68,63,84,211,238,127,148,72,145
Solyc07g055990.3.1,4,0,22,217,21,22,68,6,0,6,0,2
Solyc08g069233.1.1,0,0,0,0,0,0,0,0,0,0,0,0
Solyc12g056620.2.1,608,863,759,1048,1081,1161,1133,1284,1281,857,817,1015
Solyc12g009060.2.1,1906,2360,2070,1996,1572,2218,2666,2360,2248,2915,2458,2932
Solyc12g044180.3.1,0,0,0,0,0,0,0,0,0,2,0,2
Solyc00g500372.1.1,0,0,0,0,0,0,0,0,0,0,0,0
Solyc02g077660.3.1,338,370,214,266,195,339,461,214,351,1301,2254,771
Solyc04g078160.4.1,75,81,59,33,27,39,117,63,56,215,219,179
Solyc06g076100.3.1,594,665,593,192,113,236,425,366,323,732,494,521
Solyc07g150105.1.1,0,0,0,0,0,0,0,0,0,0,0,0
Solyc05g008370.2.1,2537,4198,3640,6046,5544,5877,9985,11527,10139,7601,7414,7436
Solyc12g049350.2.1,6,28,16,27,13,53,146,134,94,56,55,29
Solyc07g018340.3.1,137,89,67,10,0,4,125,38,35,452,652,276
Solyc03g033580.3.1,708,992,921,1618,1251,1588,2124,1801,1838,1028,1279,1502
Solyc04g074410.2.1,580,558,681,504,251,1342,658,774,289,9765,7824,3014
Solyc10g048000.3.1,0,0,0,0,0,0,0,0,0,0,0,0
Solyc05g013040.3.1,196,202,105,149,105,142,265,130,196,597,916,510
Solyc06g043120.1.1,0,0,0,0,0,0,0,0,0,0,0,0
Solyc09g075020.3.1,4815,5419,2990,4771,2259,3032,9445,4338,7372,17369,27182,15869
Solyc01g010810.4.1,420,633,573,984,721,926,999,1016,852,631,576,704
Solyc06g066020.3.1,2,14,43,32,32,129,14,24,23,20,4,10
Solyc02g081290.4.1,440,411,267,372,200,393,612,443,585,1025,1282,927
Solyc02g090170.3.1,10,14,18,22,4,6,6,0,12,6,4,4
Solyc05g012840.1.1,0,0,0,0,0,0,0,0,0,0,0,0
Solyc05g054510.2.1,8,13,7,10,12,13,9,13,16,6,9,19
Solyc02g077500.2.1,0,2,0,2,0,0,16,7,14,5,8,0
Solyc02g150106.1.1,0,0,0,0,0,0,0,0,0,0,0,0
Solyc04g150142.1.1,0,0,0,0,0,0,0,0,0,0,0,0
Solyc07g043270.3.1,755,856,500,501,262,501,1027,448,739,1748,2729,1591
Solyc01g086890.3.1,3195,3094,2731,1106,1005,1620,3479,2582,2733,4674,4873,4395
Solyc06g051460.4.1,329,530,255,306,187,248,1182,387,787,1267,2127,982
Solyc10g085620.2.1,45,31,20,33,43,63,55,24,63,30,114,26
Solyc11g066990.2.1,540,552,450,775,590,828,890,595,713,1271,1442,849
Solyc06g073960.4.1,2925,2540,1964,941,758,1219,2021,1593,1414,3970,4326,3918
Solyc09g090910.3.1,140,164,190,241,193,382,310,334,205,261,186,364
Solyc05g052050.1.1,621,688,941,1524,2510,3155,697,1488,377,2202,1594,1231
Solyc05g008730.1.1,0,0,0,0,0,0,0,0,0,0,0,0
Solyc11g007530.2.1,105,142,176,342,213,265,197,201,174,131,159,168
Solyc09g020110.3.1,6155,7424,8010,11951,9708,13083,9685,11463,8229,7646,6820,8683
Solyc02g078400.3.1,2420,2397,2130,2924,1518,1958,11381,8584,6785,7772,10966,8492
Solyc00g032030.1.1,0,0,0,0,0,0,0,0,0,0,0,0
Solyc05g024290.3.1,1686,2012,1830,1368,1133,1764,3011,2739,2484,2948,2741,3123
Solyc04g009570.3.1,361,583,492,895,692,866,636,711,595,578,402,502
Solyc04g024560.3.1,0,0,0,0,0,0,0,0,0,0,0,0
Solyc08g065700.3.1,0,3,1,2,5,0,20,7,8,14,6,14
Solyc04g055230.2.1,1,1,0,1,2,9,4,6,2,1,3,6
Solyc11g020430.3.1,0,0,0,0,0,0,0,0,0,0,0,0
Solyc04g074490.3.1,637,657,460,355,210,359,502,290,330,1569,1588,1152
Solyc02g092060.1.1,2,0,0,0,0,2,0,0,2,0,0,0
Solyc01g011490.1.1,0,0,0,0,1,0,0,0,0,0,0,0
Solyc05g051480.2.1,16,10,21,35,4,16,45,20,17,17,16,9
Solyc01g107280.3.1,0,0,7,13,1,12,2,11,15,4,6,4
Solyc07g017970.3.1,0,0,0,0,0,0,0,0,0,0,0,0
Solyc05g008105.1.1,1711,2302,2670,6965,4557,5506,4046,5702,3924,2954,2186,3208
Solyc03g082960.2.1,4160,4554,3735,2469,2533,3589,7397,6236,5996,7217,8471,7705
Solyc10g049990.1.1,0,0,0,0,0,0,0,0,0,0,0,0
Solyc02g084470.1.1,0,0,0,0,0,0,0,0,0,0,0,0
Solyc03g044350.3.1,0,0,0,0,0,0,0,0,0,0,0,0
Solyc03g078700.2.1,0,2,2,2,3,0,3,17,6,3,2,4
Solyc07g026700.1.1,0,0,0,0,0,0,0,0,0,0,0,0
Solyc12g094550.2.1,719,718,913,830,879,1039,744,887,998,601,449,677
Solyc02g085760.2.1,7738,10094,8135,8036,7980,11660,17078,9549,15595,12517,16232,15482
Solyc09g014930.1.1,30,73,50,92,27,47,117,75,70,74,100,59
Solyc11g066380.3.1,114,168,62,108,81,81,135,109,108,239,401,213
Solyc07g062830.3.1,0,0,0,0,1,0,0,0,0,0,0,0
Solyc03g121680.3.1,40,85,49,20,38,45,71,90,87,155,121,160
Solyc01g109870.3.1,2495,2234,1670,656,377,674,2151,1444,1074,3287,3236,2999
Solyc03g065200.4.1,61,73,32,72,62,60,502,361,428,434,619,351
Solyc01g105670.3.1,622,765,507,319,264,362,1084,636,872,1181,1071,861
Solyc07g019650.4.1,411,533,181,182,93,125,911,332,658,1624,2664,1324
Solyc09g014480.3.1,95,125,113,198,67,93,201,130,134,317,256,332
Solyc02g062580.3.1,2731,3772,3169,5247,5776,5311,5172,7025,5398,3757,4483,4586
Solyc12g014090.2.1,30,46,29,42,18,40,85,42,64,130,170,84
Solyc01g110270.3.1,2673,3529,2515,1485,1895,1973,5320,4605,3396,4094,3885,4251
Solyc03g082340.1.1,0,0,0,0,0,0,0,0,0,0,0,0
Solyc01g105920.3.1,767,1201,505,298,546,618,325,340,234,413,421,611
Solyc11g043060.1.1,0,0,0,0,0,0,0,0,0,0,0,0
Solyc05g051640.4.1,152,243,136,94,93,149,165,187,193,210,168,329
Solyc09g092430.3.1,3290,2736,4486,3434,2103,4669,4137,4942,3516,4156,3294,4140
Solyc11g021080.3.1,0,0,0,0,0,0,0,0,0,0,0,0
Solyc04g049910.4.1,398,473,447,493,391,611,487,588,402,516,347,529
Solyc01g108660.4.1,2031,3306,2331,2144,1828,2553,4510,3616,3467,3044,3232,3419
Solyc03g044933.1.1,0,0,0,0,0,0,0,0,0,0,0,0
Solyc10g079030.2.1,0,0,0,0,0,0,0,0,0,0,0,0
Solyc03g097370.4.1,10441,9099,5183,4732,4042,4334,5477,3022,4147,15913,24452,12459
Solyc03g083850.1.1,0,0,0,0,0,0,0,0,0,0,0,0
Solyc09g064860.3.1,1222,922,721,694,487,698,1369,1002,965,3102,2790,2179
Solyc01g059960.1.1,0,0,0,0,0,0,0,0,0,0,0,0
Solyc09g065710.1.1,2,6,2,0,0,4,30,8,10,32,39,8
Solyc12g044820.3.1,953,1109,644,590,513,705,990,649,981,1789,2982,1635
Solyc02g081360.4.1,16,16,8,52,16,14,27,47,55,28,15,10
Solyc05g026260.1.1,0,0,0,0,0,0,3,0,0,7,2,1
Solyc12g013690.2.1,303,352,515,486,563,758,505,663,605,369,310,518
Solyc12g088340.2.1,1296,1426,1437,1084,1142,2091,1163,1311,1116,1562,1353,1526
Solyc09g089590.1.1,0,0,0,0,0,0,0,0,0,0,0,0
Solyc08g028970.3.1,30,34,17,74,35,59,140,126,118,66,76,74
Solyc06g074500.2.1,225,259,270,342,509,697,135,271,122,203,176,167
Solyc01g044275.1.1,0,0,0,0,0,0,0,0,0,0,0,0
Solyc10g054460.1.1,0,0,0,0,0,0,2,0,0,0,6,1
Solyc04g039890.1.1,0,0,0,0,0,0,0,0,0,0,0,0
Solyc09g072630.3.1,8,22,36,14,28,39,23,23,10,19,6,18
Solyc01g006270.2.1,0,0,0,0,0,0,0,0,0,0,0,0
Solyc01g106000.4.1,2431,3438,4477,10336,5826,7334,3621,4030,3079,1750,1435,2283
Solyc09g031970.3.1,3284,4270,1937,3607,1590,2545,4285,1742,3190,7775,14294,6352
Solyc09g082770.3.1,1294,1615,1516,2224,1898,2232,2642,2706,2136,1953,1770,2045
Solyc01g057700.1.1,0,0,0,0,0,0,0,0,0,0,0,0
Solyc05g150108.1.1,0,0,0,0,0,0,0,0,0,0,0,0
Solyc09g008170.3.1,0,0,0,0,0,0,0,0,0,0,0,0
Solyc06g035520.3.1,88,185,180,944,381,241,2157,1539,1163,635,678,797
Solyc06g063100.3.1,303,379,362,585,418,610,970,755,742,656,567,645
Solyc01g096460.2.1,481,570,624,763,662,933,755,924,641,612,481,664
Solyc03g097280.4.1,128,199,137,254,145,187,255,176,284,427,616,377
Solyc12g009320.1.1,0,0,0,0,0,0,0,0,0,0,0,0
Solyc05g055140.1.1,3,11,4,15,10,8,0,2,6,2,4,5
Solyc12g006290.2.1,3195,4088,4174,5456,4623,5678,3921,4589,3209,2921,2576,3463
Solyc04g082620.3.1,358,510,267,338,201,345,777,434,485,1152,1323,1016
Solyc09g055210.1.1,0,0,0,0,0,0,0,0,0,0,0,0
Solyc07g054550.1.1,0,0,0,0,0,0,0,0,0,0,0,0
Solyc07g056200.3.1,258,228,286,1246,513,564,1928,1806,2075,1361,499,505
Solyc08g066700.3.1,236,430,271,373,223,356,415,296,434,480,401,512
Solyc07g007890.3.1,709,751,405,206,113,196,1109,578,642,1449,1649,1338
Solyc12g005660.2.1,2352,3099,2911,3717,6358,5187,2508,4441,3416,4128,2812,2177
Solyc00g500101.1.1,0,0,0,0,0,0,0,0,0,0,0,0
Solyc03g150120.1.1,0,0,0,0,0,0,0,0,0,0,0,0
Solyc06g075745.1.1,2,2,0,12,0,1,0,4,0,0,0,0
Solyc01g100070.3.1,0,4,2,4,0,6,2,4,3,6,2,2
Solyc02g031970.1.1,1196,1980,1420,2117,2007,2436,2637,2476,2227,1726,1586,2207
Solyc10g007870.3.1,920,3159,3961,799,2106,498,193,8204,403,1046,281,754
Solyc03g083390.4.1,1880,2273,2071,1287,839,1730,3303,2620,2512,3534,3116,3710
Solyc03g112970.1.1,18,27,12,27,17,16,49,22,14,20,22,31
Solyc08g061970.3.1,318,381,438,308,559,1180,319,461,470,445,286,408
Solyc02g030270.1.1,0,0,0,0,0,0,0,0,0,0,0,0
Solyc10g055360.1.1,0,0,0,0,0,0,0,0,0,0,0,0
Solyc09g098270.4.1,8,40,44,58,16,30,88,71,61,31,50,87
Solyc01g020170.2.1,0,0,0,0,0,0,0,0,0,0,0,0
Solyc01g105270.4.1,246,383,325,541,295,398,618,665,476,420,374,517
Solyc09g075640.4.1,205,235,137,305,132,196,249,156,309,519,673,476
Solyc03g025570.2.1,0,0,0,1,0,0,0,2,2,1,0,2
Solyc02g069610.3.1,1182,1751,1690,3525,2823,2971,2731,3405,2286,1651,1443,2009
Solyc08g045620.1.1,0,0,0,0,0,0,0,0,0,0,0,0
Solyc02g021700.4.1,653,733,793,952,787,1092,1814,2084,1455,1404,1083,1393
Solyc04g080360.4.1,178,303,237,536,287,409,211,221,276,338,692,430
Solyc10g086090.2.1,0,0,0,0,0,0,0,0,0,0,0,0
Solyc08g006860.3.1,0,0,0,0,0,0,0,0,0,0,0,0
Solyc11g150122.1.1,206,310,238,524,503,571,510,591,490,377,371,366
Solyc12g042750.2.1,0,0,0,0,0,0,0,0,0,0,0,0
Solyc03g116260.3.1,6,7,0,10,2,4,4,0,0,6,4,2
Solyc07g055440.2.1,0,0,0,2,0,0,0,0,1,3,4,0
Solyc04g005620.3.1,140,56,136,298,542,450,252,471,286,134,87,187
Solyc11g073231.1.1,0,0,0,2,0,1,2,2,1,0,0,0
Solyc09g031880.3.1,0,1,0,0,0,0,0,0,2,2,0,0
Solyc00g014290.1.1,0,0,0,0,0,0,0,0,0,0,0,0
Solyc10g006400.3.1,7221,9937,7382,4917,6603,6687,6186,6803,4917,5949,5600,6437
Solyc04g005200.4.1,139,194,96,205,182,236,242,222,330,299,396,245
Solyc04g072050.4.1,566,782,775,1077,1186,1298,1264,1445,891,1010,785,899
Solyc05g006990.3.1,560,725,570,378,314,309,1193,850,904,860,881,775
Solyc02g067970.4.1,2,16,0,3,2,8,13,8,2,18,12,4
Solyc03g006907.1.1,0,0,0,0,0,0,0,0,0,0,0,0
Solyc01g068630.3.1,18,14,30,36,22,41,8,2,4,6,6,8
Solyc09g009700.4.1,410,688,517,921,617,679,1100,992,871,591,591,974
Solyc08g077510.4.1,3417,3973,3550,2535,2080,3177,2786,2390,2037,2484,2266,2742
Solyc01g067270.4.1,32,20,23,11,14,14,41,33,51,33,81,27
Solyc01g057675.1.1,0,0,0,0,0,0,0,0,0,1,1,0
Solyc10g055410.2.1,1145,1734,1385,2121,2421,2327,2991,3434,1832,2463,2219,2341
Solyc05g050430.2.1,0,0,0,0,0,0,0,0,0,0,0,0
Solyc02g084307.1.1,0,0,0,0,0,0,0,0,0,0,0,0
Solyc09g009200.3.1,21,25,10,15,17,24,10,13,11,15,17,17
Solyc10g005330.3.1,683,814,482,437,318,494,789,581,712,1518,1972,1420
Solyc02g093050.3.1,820,748,677,317,270,422,757,664,522,549,305,288
Solyc07g062750.4.1,374,467,343,333,277,436,528,482,432,453,511,562
Solyc05g041940.1.1,0,0,0,0,0,0,0,0,0,0,0,0
Solyc04g047790.1.1,0,0,0,0,0,0,0,0,0,0,0,0
Solyc07g064030.4.1,94,131,48,93,93,113,150,83,167,259,406,169
Solyc03g008015.1.1,0,0,0,0,0,0,0,0,0,0,0,0
Solyc03g082800.2.1,2,4,2,4,0,2,6,0,6,3,2,0
Solyc01g067445.1.1,0,0,0,0,0,0,0,0,0,0,0,0
Solyc12g016190.2.1,300,425,300,220,154,283,511,492,484,542,494,483
Solyc04g051030.1.1,0,0,0,0,0,0,0,0,0,0,0,0
Solyc01g006610.2.1,0,0,0,0,0,0,0,0,0,0,0,0
Solyc09g009732.1.1,0,0,0,0,0,0,0,0,0,0,0,0
Solyc11g067343.1.1,0,0,0,0,0,0,0,0,0,0,0,0
Solyc09g055990.2.1,0,0,0,0,0,0,0,0,0,0,0,0
Solyc11g030590.1.1,0,0,0,0,0,0,0,0,0,0,0,0
Solyc01g010490.4.1,0,0,0,0,0,0,0,0,0,0,0,4
Solyc12g087950.1.1,1336,1708,1973,3052,3901,3286,1146,2019,1334,1135,872,1099
Solyc02g088770.3.1,152,169,109,65,50,76,225,184,154,290,247,214
Solyc07g009030.3.1,0,0,0,92,0,0,0,0,0,0,0,0
Solyc03g044744.1.1,195,190,218,219,271,410,493,465,332,289,263,284
Solyc08g007270.4.1,144,262,252,364,413,462,275,321,262,146,92,263
Solyc06g069710.3.1,4,11,13,49,13,21,77,46,40,19,12,10
Solyc11g050790.1.1,0,0,0,0,0,0,0,0,0,0,0,0
Solyc09g082430.1.1,0,0,0,4,2,2,0,3,1,0,0,3
Solyc11g012880.2.1,82,169,119,51,77,110,141,135,136,158,176,190
Solyc01g014820.2.1,0,0,0,0,0,0,0,0,0,0,0,0
Solyc02g067980.3.1,622,819,424,620,346,546,1177,559,1073,2100,2459,1705
Solyc11g150144.1.1,0,0,0,0,0,0,0,0,0,0,0,0
Solyc04g081630.2.1,0,2,0,6,0,0,9,11,12,12,2,8
Solyc06g050790.3.1,188,161,273,474,354,629,566,810,404,281,212,306
Solyc10g050890.2.1,1429,1092,853,230,203,265,325,252,478,1324,1382,893
Solyc08g075280.4.1,2263,2237,3288,7996,5540,6503,3489,4671,3225,1670,1385,2195
Solyc11g005610.1.1,0,0,0,0,0,4,1,2,4,0,0,2
Solyc12g021170.2.1,230,284,210,136,89,101,405,270,225,627,703,529
Solyc10g005390.4.1,10,41,34,1,13,6,0,35,0,6,0,1
Solyc09g064247.1.1,4,2,13,40,4,11,7,16,9,3,3,15
Solyc09g098180.4.1,262,393,340,386,388,515,248,334,382,256,199,252
Solyc07g053640.1.1,1133,1490,639,761,859,1329,3346,2322,3363,1041,1072,1236
Solyc05g150124.1.1,155,176,136,88,96,168,232,223,202,285,261,291
Solyc01g104010.2.1,118,159,182,142,218,259,117,164,132,148,130,117
Solyc08g008190.4.1,0,0,0,0,0,0,0,0,0,0,0,0
Solyc01g099700.3.1,521,707,563,601,273,450,1337,1088,1000,1229,1094,1287
Solyc12g021197.1.1,0,0,0,0,0,0,0,0,0,0,0,0
Solyc06g009380.3.1,1405,2244,2245,3152,2955,3786,3585,4864,3155,2847,2260,2814
Solyc03g046340.3.1,2437,2874,1880,952,629,949,3644,1912,2633,4706,5462,4513
Solyc03g114810.3.1,793,1052,747,568,263,506,1142,658,828,1312,1422,1412
Solyc08g080380.4.1,798,775,771,452,440,677,998,733,779,1034,1216,1408
Solyc01g079700.3.1,21,11,6,0,0,0,8,6,0,49,86,43
Solyc03g111380.3.1,89,109,84,136,78,95,296,226,245,323,394,279
Solyc02g085130.4.1,100,177,102,53,58,106,149,145,98,313,263,303
Solyc09g059460.4.1,108,145,99,106,93,148,288,254,294,253,234,206
Solyc01g005980.4.1,529,773,736,1496,853,1043,2986,3143,2684,921,768,823
Solyc11g019950.2.1,380,395,394,348,262,428,525,367,432,645,609,670
Solyc06g034210.1.1,0,0,0,1,0,0,0,0,0,0,0,0
Solyc06g010160.2.1,0,0,0,0,0,0,0,0,0,0,0,0
Solyc04g015820.1.1,163,269,353,503,368,456,651,475,100,121,152,225
Solyc03g096940.4.1,2828,3815,3578,5113,4002,5154,4223,4613,3708,2989,2518,3366
Solyc12g035280.1.1,0,0,0,0,0,0,0,0,0,0,0,0
Solyc06g054070.3.1,61,94,38,33,58,103,23,24,30,59,20,140
Solyc07g045190.3.1,562,634,661,1270,1454,1766,1522,1651,1071,594,685,1084
Solyc02g088800.2.1,1223,1389,898,519,387,608,1276,867,1361,1598,1634,1502
Solyc02g150105.1.1,0,0,0,0,0,0,0,0,0,0,0,0
Solyc06g063350.1.1,0,0,0,0,0,0,0,0,0,0,0,0
Solyc04g050445.1.1,0,0,0,0,0,0,0,0,1,0,0,0
Solyc06g072760.4.1,8,16,8,20,18,25,16,4,3,10,11,5
Solyc01g014315.1.1,2,4,4,0,0,5,5,1,0,0,0,0
Solyc03g065353.1.1,1,2,0,1,1,1,1,4,0,0,0,2
Solyc05g055575.1.1,0,0,0,0,0,0,0,0,0,0,0,0
Solyc06g064730.1.1,0,0,0,0,0,0,0,0,0,0,0,0
Solyc10g039293.1.1,0,0,0,0,0,0,0,0,0,0,0,0
Solyc10g018150.2.1,6,4,4,6,14,10,2,6,4,0,2,2
Solyc07g047620.3.1,128,187,200,147,134,176,429,305,333,280,202,210
Solyc10g024380.1.1,0,0,0,0,0,0,0,0,0,0,0,0
Solyc10g085760.1.1,0,0,0,0,0,0,0,0,0,0,0,0
Solyc09g014550.3.1,0,0,0,4,0,0,0,0,0,0,0,0
Solyc04g054450.1.1,0,0,2,0,0,2,6,0,0,3,0,0
Solyc11g011373.1.1,0,0,0,0,0,0,0,0,0,0,0,0
Solyc03g113380.4.1,356,426,246,97,56,72,401,183,320,1239,1071,600
Solyc07g007520.1.1,0,0,0,0,0,0,0,0,0,0,0,0
Solyc06g043140.4.1,46,42,65,54,32,73,112,94,82,98,89,115
Solyc10g047540.3.1,0,2,0,6,2,0,0,0,4,4,6,0
Solyc04g074130.3.1,966,1363,900,938,778,1076,1935,1705,1821,1652,1702,1848
Solyc01g106110.2.1,218,254,219,336,312,367,506,551,490,312,279,440
Solyc02g087060.4.1,952,1072,895,2198,1034,1151,6258,3753,4902,3958,4973,3678
Solyc06g150136.1.1,8,14,22,2,14,34,4,12,6,8,6,30
Solyc11g071720.2.1,45,104,78,149,133,144,76,63,107,100,113,95
Solyc09g059640.3.1,0,0,0,0,0,0,0,0,0,0,0,0
Solyc07g009400.1.1,0,0,0,0,0,0,0,0,0,3,2,0
Solyc11g018680.1.1,66,64,75,120,60,93,82,60,82,108,119,95
Solyc12g099120.3.1,0,0,0,0,0,0,0,0,0,0,0,0
Solyc02g043885.1.1,0,0,0,0,0,0,0,0,0,0,0,0
Solyc12g010750.2.1,352,530,466,471,474,590,760,740,697,536,546,622
Solyc04g009590.4.1,0,0,0,0,0,0,0,0,0,0,0,0
Solyc02g086160.4.1,6910,7204,5719,3180,3070,4316,3288,2918,2833,3798,4055,3931
Solyc08g066210.3.1,192,193,132,56,34,58,420,231,264,381,380,373
Solyc02g080850.1.1,8,2,8,0,0,0,2,0,0,0,0,0
Solyc06g009610.1.1,0,0,4,0,4,2,8,0,0,0,2,2
Solyc11g039910.2.1,925,1314,1114,1653,1251,1641,1619,1600,1518,1418,1178,1642
Solyc10g009420.3.1,98,162,111,249,65,147,108,121,77,59,40,50
Solyc04g078170.2.1,0,0,0,2,0,0,0,2,0,0,0,0
Solyc02g082150.1.1,4,10,2,11,10,7,46,6,10,48,31,38
Solyc02g066910.3.1,670,1007,747,1069,758,1190,1545,1277,1326,1084,1129,1004
Solyc03g117720.3.1,86,98,91,173,154,192,261,315,191,202,138,153
Solyc03g120190.3.1,49,40,39,60,70,93,69,81,48,50,30,50
Solyc11g071280.2.1,1036,1927,1218,824,742,1151,2069,1616,1665,1879,2252,2293
Solyc00g500078.1.1,0,0,0,0,0,0,0,0,0,0,0,0
Solyc04g025370.3.1,0,0,0,0,0,0,0,0,0,0,0,0
Solyc12g042690.3.1,175,213,231,337,105,269,401,257,317,336,352,314
Solyc02g075610.4.1,1085,1312,842,947,640,1086,2051,1182,1787,2874,3387,2600
Solyc03g096960.3.1,731,1071,821,1452,1012,1362,1642,1641,1431,1080,984,1422
Solyc01g006310.3.1,0,0,0,6,0,0,0,0,0,0,0,0
Solyc08g048500.3.1,632,905,664,788,478,775,1069,691,913,1364,1596,1342
Solyc07g053140.3.1,1303,1227,1523,1480,939,1662,3853,4060,4840,1285,1040,2170
Solyc10g054270.3.1,0,0,0,0,0,0,0,0,0,0,0,0
Solyc02g093860.3.1,1537,1793,1924,2173,1235,1202,1092,1499,1024,1827,1244,1587
Solyc03g119250.4.1,557,607,311,162,62,347,1135,307,812,302,175,216
Solyc02g068900.3.1,246,409,379,729,254,559,997,656,835,876,1023,1058
Solyc12g042400.1.1,9,34,10,4,0,2,27,14,10,39,25,22
Solyc01g068120.4.1,0,0,0,0,0,0,0,0,0,0,0,0
Solyc05g006380.1.1,0,0,0,0,0,0,0,0,0,2,0,0
Solyc08g081200.3.1,1243,1834,1453,1838,1971,2775,3926,4165,3331,2475,2340,2881
Solyc02g020920.1.1,0,0,0,0,0,0,1,0,0,0,0,0
Solyc06g062790.3.1,1753,2112,1647,625,473,862,3353,2210,2680,3709,4110,3660
Solyc03g033840.4.1,127,140,72,121,64,58,301,156,166,341,297,345
Solyc10g018780.3.1,114,151,75,81,118,175,178,156,135,240,196,164
Solyc02g082440.2.1,81,124,52,107,50,116,170,114,229,404,645,356
Solyc06g009120.3.1,1033,1326,1147,1735,1680,1570,2493,2574,2176,1778,1635,1863
Solyc05g051040.4.1,1190,1561,1172,1070,756,1025,1962,1777,1530,1928,1668,2031
Solyc02g063480.2.1,0,4,4,2,6,0,20,12,10,4,2,4
Solyc06g066030.4.1,2002,2179,1278,937,613,892,2132,1390,1354,3885,4814,3564
Solyc12g062870.2.1,3210,3590,3218,2756,1577,2701,4524,3862,3787,6008,5066,5429
Solyc11g150140.1.1,4,5,6,4,3,7,8,0,8,0,0,4
Solyc12g096090.2.1,718,960,864,1505,1371,1571,1274,1423,1185,936,805,1004
Solyc07g007970.3.1,1222,1532,1213,1279,913,1142,855,977,764,946,907,1039
Solyc10g078880.2.1,0,0,0,4,0,0,8,0,4,6,16,2
Solyc02g020910.4.1,405,498,278,462,299,406,637,318,618,1574,3546,1256
Solyc08g008630.4.1,11093,12977,9904,9535,8587,12192,24886,16831,22673,21344,26883,25089
Solyc10g050895.1.1,0,0,0,0,0,0,0,0,0,0,0,0
Solyc02g014630.1.1,0,0,0,0,0,0,0,0,0,0,2,2
Solyc08g042025.1.1,8,10,9,4,7,14,51,45,44,16,30,22
Solyc09g018730.4.1,1070,1216,779,539,419,747,1325,842,998,1772,1835,1682
Solyc01g111030.2.1,14,21,6,10,35,30,102,91,103,85,79,80
Solyc08g016190.4.1,204,304,316,555,456,458,457,537,397,345,306,451
Solyc06g050303.1.1,20,37,26,10,15,27,63,20,37,46,43,25
Solyc01g057007.1.1,0,0,0,0,0,0,0,0,0,0,0,0
Solyc11g044750.3.1,584,808,685,1356,717,1240,1381,1379,1281,1047,780,1049
Solyc08g078260.1.1,0,0,0,0,0,2,0,0,0,0,0,0
Solyc10g086630.2.1,78,108,101,74,152,212,75,75,29,92,49,50
Solyc05g009050.3.1,118,236,132,108,53,154,336,165,265,251,297,297
Solyc03g077880.1.1,0,0,0,0,0,0,0,0,0,0,0,0
Solyc04g082480.3.1,502,511,233,258,168,152,923,327,519,2362,3933,1662
Solyc11g006000.3.1,1295,1500,1358,313,220,351,1234,764,817,2675,2494,1857
Solyc01g006940.4.1,8436,14041,9339,12249,13128,13655,15699,15128,13572,10687,11046,12527
Solyc08g068510.2.1,0,26,12,8,10,14,60,43,62,29,41,35
Solyc05g054050.4.1,0,0,0,0,0,0,0,3,0,0,0,0
Solyc08g015965.1.1,0,0,0,0,0,0,0,0,0,0,0,4
Solyc02g070040.1.1,119,165,136,132,64,341,570,221,236,206,170,190
Solyc02g092270.3.1,5433,7370,7617,10748,9429,11691,10083,11840,9147,8172,6876,9598
Solyc11g028160.1.1,0,0,0,0,0,0,0,0,0,0,0,0
Solyc07g066030.4.1,508,530,301,507,260,396,324,255,410,1430,2410,992
Solyc07g039420.1.1,4,8,2,0,0,0,0,0,0,2,10,2
Solyc04g082500.4.1,421,339,361,134,116,129,478,279,590,726,445,280
Solyc06g054190.1.1,0,0,0,0,0,0,0,0,0,0,0,0
Solyc09g083390.3.1,407,491,287,691,455,557,1353,729,1094,1953,2723,1454
Solyc07g015905.1.1,0,0,0,0,0,0,0,0,0,0,0,0
Solyc02g089470.1.1,0,0,2,8,2,6,6,3,1,6,0,0
Solyc02g092790.3.1,6719,9314,6661,3772,3443,4963,5716,5834,2173,19791,22379,23914
Solyc01g067750.3.1,3640,4646,3248,2436,1645,2906,2214,1776,1894,2510,3077,3059
Solyc01g108760.1.1,0,0,0,0,0,0,0,0,2,0,0,0
Solyc02g093480.4.1,26,55,36,36,14,42,66,56,40,58,67,61
Solyc07g052813.1.1,0,0,0,0,0,0,0,0,0,0,0,0
Solyc03g097860.1.1,0,26,6,16,10,10,62,40,55,38,48,66
Solyc05g014040.1.1,0,0,0,0,0,0,0,0,0,0,0,0
Solyc02g021420.3.1,2371,2615,1635,964,706,896,2476,1774,1740,3739,4166,3478
