id,GSM4618825,GSM4618826,GSM4618827,GSM4618828,GSM4618829,GSM4618830,GSM4618831,GSM4618832,GSM4618833,GSM4618834,GSM4618835,GSM4618836
Solyc04g079190.4.1,479,751,601,1153,1155,936,908,1128,984,714,617,463
Solyc02g091720.2.1,688,601,547,135,169,260,888,700,469,1601,1297,1224
Solyc09g014270.1.1,0,0,0,0,0,0,0,0,0,2,0,0
Solyc05g026000.1.1,0,0,0,0,0,0,0,0,0,0,0,0
Solyc11g013740.3.1,0,0,0,0,0,0,0,0,0,0,0,0
Solyc01g016840.1.1,0,0,0,0,0,0,0,0,0,0,0,0
Solyc08g080100.4.1,642,1078,759,555,877,1031,176,413,228,390,313,458
Solyc02g005604.1.1,0,0,0,0,0,0,0,0,0,0,0,0
Solyc11g065590.1.1,0,0,0,0,0,0,0,0,0,0,0,0
Solyc12g009560.2.1,3483,4026,4928,4127,4192,7807,4309,5444,3883,4544,3312,4452
Solyc10g024365.1.1,27,12,16,33,24,45,34,27,11,24,25,33
Solyc12g015970.3.1,5641,7645,9002,15998,15460,16030,9118,12634,8641,5961,5173,8153
Solyc06g054315.1.1,1,0,0,0,1,1,0,2,0,0,0,2
Solyc06g063200.2.1,0,0,4,0,0,0,16,11,14,12,19,4
Solyc12g068070.2.1,149,163,126,409,181,279,582,268,524,606,1137,653
Solyc09g082990.3.1,30858,41420,31251,21137,27168,30310,63030,63103,50100,64257,65164,69085
Solyc01g081210.4.1,89,187,159,204,171,186,278,295,228,90,68,222
Solyc02g069550.1.1,2,2,1,0,0,0,2,0,0,0,0,0
Solyc10g085670.2.1,74,52,26,20,10,18,45,11,38,100,105,72
Solyc09g011910.3.1,116,185,83,234,83,138,315,219,322,219,243,244
Solyc02g081970.4.1,266,258,197,237,131,185,542,328,408,749,520,590
Solyc10g078275.1.1,0,0,0,0,0,0,0,0,0,0,0,0
Solyc07g009567.1.1,0,0,0,0,0,0,0,0,0,0,0,0
Solyc10g081650.2.1,2454,3381,2023,1177,848,1445,3600,1936,2721,5038,7232,4690
Solyc10g074740.2.1,2193,2788,2991,2872,2410,4091,2805,3545,2747,2916,1663,2153
Solyc12g062720.3.1,0,0,0,0,0,0,0,0,0,0,0,0
Solyc02g069960.4.1,2,4,2,2,4,2,9,3,4,0,0,4
Solyc09g008830.3.1,26,42,28,54,38,53,108,66,79,48,69,81
Solyc07g021120.3.1,65,70,40,6,8,21,104,58,79,148,183,138
Solyc10g084605.1.1,0,0,0,0,0,0,0,0,0,0,0,0
Solyc09g014830.3.1,0,0,0,0,0,0,0,0,0,0,0,0
Solyc04g050400.1.1,0,0,0,0,0,0,0,0,0,0,0,0
Solyc03g025150.4.1,436,452,242,310,156,225,867,383,535,1494,2182,1331
Solyc07g052420.3.1,512,723,793,1465,877,1225,1384,1464,1330,1121,806,1045
Solyc01g057527.1.1,0,0,0,0,0,0,0,0,0,0,0,0
Solyc07g049520.2.1,0,0,0,0,0,0,0,0,0,0,0,2
Solyc03g112060.3.1,7779,10237,7484,6928,5420,5833,15680,12194,17323,28433,29001,21192
Solyc12g005880.2.1,554,682,657,1370,751,907,3009,2828,2442,1174,1236,1470
Solyc04g081660.3.1,7,2,6,7,6,2,6,4,2,4,18,7
Solyc06g084090.4.1,341,762,523,1394,386,712,307,285,177,152,104,206
Solyc03g111550.4.1,1222,1503,1468,1270,730,1507,1814,2247,1274,1667,1132,1311
Solyc01g020490.1.1,0,0,0,0,0,0,0,0,0,0,0,0
Solyc02g070530.4.1,62,66,61,49,47,68,108,69,172,130,222,120
Solyc07g022815.1.1,0,0,0,2,0,0,6,2,0,0,0,0
Solyc07g005200.3.1,2680,3745,4069,6734,6375,6541,4824,5726,4135,3079,2799,3922
Solyc02g077970.4.1,4,0,10,54,0,2,10,4,24,20,30,14
Solyc11g072470.3.1,11,22,40,1191,244,92,293,266,92,19,2,4
Solyc04g005400.1.1,0,0,0,0,0,0,0,0,0,1,0,0
Solyc06g008700.3.1,380,558,372,308,140,288,813,416,587,775,780,792
Solyc07g006630.4.1,12058,13944,16548,18175,24695,30149,5829,11689,6796,7563,6083,8684
Solyc01g111870.3.1,10,29,4,20,12,12,53,29,43,85,128,51
Solyc05g041340.2.1,0,0,0,0,0,0,0,0,0,0,0,0
Solyc01g099570.4.1,0,0,0,7,2,4,4,6,8,2,0,0
Solyc01g105580.1.1,0,0,0,0,0,0,2,2,2,4,2,0
Solyc03g044470.4.1,2424,2677,2200,2589,1822,2760,4780,3999,3791,3587,3984,4313
Solyc05g013840.1.1,0,0,0,0,0,0,0,0,0,0,0,0
Solyc09g150125.1.1,0,0,0,0,0,0,0,0,0,0,0,0
Solyc05g013250.3.1,0,0,0,0,0,0,8,0,0,2,10,4
Solyc10g054390.3.1,0,0,0,0,0,0,3,0,0,0,3,0
Solyc11g064840.1.1,142,272,169,118,177,231,296,322,326,130,134,166
Solyc07g062345.1.1,0,0,1,0,0,0,0,0,0,0,0,0
Solyc01g109100.2.1,1138,1850,2235,4269,2724,3620,1242,2055,1521,608,613,627
Solyc05g052470.3.1,1215,1178,1763,4695,2841,3678,7429,6956,5511,2996,2787,3704
Solyc05g012172.1.1,0,0,0,0,0,0,0,0,0,0,0,0
Solyc05g023940.1.1,0,0,0,0,0,0,0,0,0,0,0,0
Solyc11g067150.2.1,153,218,157,236,136,206,415,282,342,259,217,228
Solyc11g011310.3.1,4,10,6,2,8,18,110,35,129,32,36,37
Solyc03g007050.3.1,568,544,328,28,61,74,151,229,150,597,513,292
Solyc05g041170.3.1,0,0,0,0,0,0,0,0,0,0,0,0
Solyc06g071640.3.1,0,8,3,12,6,6,10,26,31,22,26,16
Solyc12g089060.2.1,1362,1767,1635,2753,2576,2942,2680,2997,2351,2262,2030,2575
Solyc07g048010.4.1,104,193,114,419,144,284,139,158,134,113,83,102
Solyc11g066000.1.1,66,86,60,81,68,99,86,116,56,78,55,73
Solyc11g065390.3.1,0,0,0,0,0,0,0,0,0,0,0,0
Solyc06g075090.4.1,883,1344,1066,1078,1663,1698,1065,1224,1270,1231,1537,1519
Solyc05g013870.4.1,48,50,18,22,40,79,8,20,30,119,140,109
Solyc07g016020.1.1,0,0,2,0,0,0,4,0,0,0,0,1
Solyc09g020160.1.1,0,0,0,0,0,0,0,0,0,0,0,0
Solyc12g040390.3.1,180,244,251,264,302,364,364,346,272,221,213,262
Solyc09g011280.1.1,0,0,0,0,0,0,0,0,0,0,0,0
Solyc05g049970.3.1,1325,1842,1583,1496,1551,2025,3405,3157,3185,2587,2444,2668
Solyc00g011660.1.1,0,0,0,0,0,0,0,2,0,2,0,6
Solyc02g093310.3.1,48,118,60,58,26,78,151,142,150,142,94,96
Solyc08g068840.3.1,73,142,97,148,115,122,274,220,269,127,143,154
Solyc01g102720.3.1,185,231,223,303,279,558,153,327,146,338,255,378
Solyc04g078210.3.1,0,0,2,0,0,0,2,2,4,8,8,2
Solyc02g093630.3.1,10936,12620,11403,6505,6839,10511,10296,11302,7227,10303,9432,13013
Solyc06g076540.1.1,0,0,1,1,0,0,33,30,17,7,8,51
Solyc07g053770.2.1,0,0,0,0,0,0,0,0,0,0,0,0
Solyc10g080030.2.1,0,0,0,0,0,0,0,0,0,2,0,0
Solyc08g068220.3.1,728,1162,1079,2017,1695,1932,2399,2363,1970,1432,1210,1601
Solyc08g077930.3.1,1321,1714,1279,1473,943,1296,1705,1298,1303,1756,1848,2047
Solyc02g080780.3.1,5914,7878,6706,8296,9630,11068,11190,11239,9679,8247,8483,9269
Solyc12g049210.1.1,29,51,65,95,93,72,52,66,65,77,96,79
Solyc02g069670.4.1,108,121,72,76,32,33,399,213,193,339,368,302
Solyc09g150127.1.1,0,0,0,0,0,0,0,0,0,0,0,0
Solyc10g018340.1.1,2,0,2,0,2,6,0,0,0,0,0,0
Solyc06g005060.3.1,18190,24879,19849,13699,8801,13433,23648,23193,18975,25601,21734,28908
Solyc12g009420.3.1,2,4,0,10,0,2,0,8,8,6,2,0
Solyc08g014393.1.1,0,0,0,0,0,0,0,0,0,0,0,0
Solyc01g094050.1.1,45,30,8,7,2,3,25,10,10,179,395,55
Solyc03g118030.3.1,749,716,548,469,199,327,1367,865,877,1913,1925,1617
Solyc05g006160.4.1,33,62,70,130,118,118,122,116,123,60,43,79
Solyc01g057340.3.1,84,115,135,132,113,114,308,254,273,259,267,296
Solyc01g094750.4.1,768,1194,881,360,734,901,554,943,398,875,558,684
Solyc04g009070.1.1,0,0,0,0,0,0,0,0,2,0,0,0
Solyc08g067700.1.1,0,0,0,0,0,0,0,0,0,0,0,0
Solyc09g015770.3.1,513,460,408,1465,564,2077,3287,3210,4558,1776,848,919
Solyc06g008190.1.1,6,6,2,0,0,0,13,2,9,24,8,11
Solyc06g051100.1.1,0,0,0,0,0,0,0,0,0,0,0,0
Solyc03g006150.2.1,6,6,4,5,3,2,4,38,16,14,2,2
Solyc01g009410.3.1,0,0,0,1,0,0,2,0,0,2,2,0
Solyc00g500189.1.1,0,0,0,0,0,0,0,0,0,0,0,0
Solyc12g035590.2.1,0,0,0,0,0,0,0,0,0,0,0,0
Solyc06g072140.4.1,1646,1992,1749,1535,1067,1832,2853,2632,2438,2633,2571,2939
Solyc05g013030.1.1,1486,1412,970,819,399,631,1472,946,1103,2749,2529,2265
Solyc10g046860.1.1,0,0,0,0,0,0,0,0,0,0,0,0
Solyc01g150119.1.1,0,0,0,0,0,0,0,0,0,0,0,0
Solyc12g008730.3.1,2207,3427,3066,4771,3427,4500,2978,3445,2729,2240,1978,2424
Solyc07g065550.3.1,115,143,96,95,38,80,142,76,178,158,181,148
Solyc10g050085.1.1,0,0,0,0,0,0,0,0,0,0,0,0
Solyc06g061015.1.1,0,0,0,0,0,0,0,0,0,0,0,0
Solyc09g092310.1.1,5,14,4,2,4,8,14,12,30,32,67,58
Solyc10g007350.4.1,1684,2215,2490,3026,2411,3099,2959,2907,2821,2189,1938,2530
Solyc04g014840.3.1,0,0,0,0,0,0,0,0,0,0,0,0
Solyc06g069570.3.1,690,750,677,315,334,423,582,366,465,1234,722,788
Solyc01g088790.2.1,4,11,14,14,4,6,16,94,28,12,8,11
Solyc01g065510.3.1,270,404,267,94,163,275,198,229,108,515,492,826
Solyc06g075700.2.1,0,0,0,0,0,0,1,1,1,0,0,0
Solyc01g008970.4.1,6113,4957,4450,1760,1600,2156,5947,4403,3766,9170,7865,7866
Solyc06g011403.1.1,20,35,28,39,31,42,118,71,72,78,51,33
Solyc02g085010.1.1,300,409,261,291,403,527,501,379,166,180,67,87
Solyc02g032140.3.1,0,0,0,0,0,0,0,0,0,0,0,0
Solyc09g074380.4.1,252,205,146,183,106,187,285,208,174,881,1155,497
Solyc03g111520.3.1,4,4,0,0,0,0,4,7,1,3,8,4
Solyc04g081190.3.1,460,673,452,431,240,425,1584,1074,1094,1162,1020,991
Solyc10g019140.1.1,0,0,0,0,0,0,0,0,0,0,0,0
Solyc06g082960.3.1,24,55,30,20,50,43,42,44,41,31,32,48
Solyc08g078800.1.1,932,1011,907,711,629,830,1095,1005,890,953,1039,1134
Solyc03g006320.1.1,73,76,56,48,25,48,32,84,48,51,36,37
Solyc06g060460.3.1,346,662,522,973,774,925,1127,1103,1069,670,643,961
Solyc07g016050.3.1,1,4,0,2,2,2,0,19,2,13,0,5
Solyc07g055820.2.1,1,1,2,2,2,0,2,0,4,0,2,2
Solyc11g028025.1.1,0,0,0,0,0,0,0,0,0,0,0,0
Solyc04g025880.4.1,3,16,8,8,8,14,12,8,7,52,16,25
Solyc01g096610.4.1,1004,1270,1305,2142,1783,2375,1826,2227,1752,1333,1088,1464
Solyc05g006730.4.1,108,259,196,109,186,100,71,776,47,131,65,122
Solyc08g074500.2.1,156,220,126,324,185,242,201,135,288,437,942,312
Solyc12g038640.1.1,0,0,0,6,0,4,4,2,1,0,1,0
Solyc00g500286.1.1,0,0,0,0,0,0,0,0,0,0,0,0
Solyc07g055200.4.1,1549,1494,1264,1712,1025,1776,1738,1467,1413,2830,3116,2619
Solyc01g107180.3.1,2075,2200,1433,1147,888,1225,2341,1331,2236,3834,5491,3802
Solyc11g056290.3.1,0,0,0,0,0,0,0,0,2,0,0,0
Solyc09g014590.3.1,0,0,0,0,0,0,0,0,0,0,0,2
Solyc01g007780.4.1,75,102,93,107,70,99,149,132,124,177,41,75
Solyc07g021370.1.1,0,0,0,0,0,0,0,0,0,0,0,0
Solyc01g150173.1.1,0,0,0,0,0,0,0,0,0,0,0,0
Solyc03g112300.3.1,186,203,237,525,244,433,505,442,398,392,387,399
Solyc06g069220.1.1,57,91,61,4,28,22,2,4,6,12,8,4
Solyc05g051590.3.1,660,988,826,1122,728,1268,2066,1904,1783,1467,1427,1729
Solyc00g500320.1.1,0,0,0,0,0,0,0,0,0,0,0,0
Solyc02g069900.1.1,0,0,0,0,0,0,0,0,0,0,0,0
Solyc11g030880.1.1,0,0,0,0,0,0,0,0,0,0,0,0
Solyc11g072870.1.1,0,0,0,2,0,0,5,5,4,23,3,10
Solyc11g066410.2.1,11558,19177,11297,10295,11403,16654,16421,13244,14023,11389,12203,13547
Solyc01g095330.2.1,28,44,35,242,55,110,1038,893,2054,1046,3802,1270
Solyc12g005830.3.1,0,0,0,0,0,0,0,0,0,0,0,0
Solyc12g040230.1.1,0,0,0,0,0,0,0,0,0,0,0,0
Solyc04g015440.4.1,695,1143,551,736,403,571,2141,900,1736,2247,4038,2864
Solyc07g042610.2.1,0,2,0,2,0,0,0,0,0,0,2,0
Solyc10g078540.3.1,1053,1720,1143,2234,903,1530,1215,962,1170,981,740,1116
Solyc02g084260.3.1,1,0,2,11,0,1,7,9,2,11,19,9
Solyc03g078730.3.1,33,51,41,38,26,27,85,80,115,56,73,50
Solyc01g087700.1.1,0,10,2,17,4,6,4,10,4,8,0,0
Solyc07g007740.1.1,0,0,0,0,0,0,0,0,0,0,0,0
Solyc10g054417.1.1,0,0,0,0,0,0,0,0,0,0,0,0
Solyc01g058720.4.1,1841,3007,2242,3286,2163,2919,7224,7069,7636,8944,7169,6435
Solyc04g026060.1.1,0,0,0,0,0,0,0,0,0,0,0,0
Solyc02g081380.3.1,1509,1757,1662,2354,1646,2298,2128,1974,1734,1954,1770,2137
Solyc07g017990.3.1,37,42,14,6,4,8,71,22,22,256,318,188
Solyc01g091810.1.1,0,2,4,0,0,2,0,0,0,0,2,2
Solyc04g006940.4.1,8,13,17,27,6,8,32,12,22,41,30,17
Solyc05g025760.1.1,0,0,0,0,0,0,0,0,0,0,0,0
Solyc03g058570.1.1,0,0,0,0,0,0,0,0,0,0,0,0
Solyc04g008100.3.1,39,12,23,20,0,87,40,4,16,17,0,0
Solyc10g078770.2.1,3,6,22,2394,5,4,25,56,33,39,4,5
Solyc02g088110.4.1,1184,1298,1226,847,732,1036,1439,1318,1217,1510,1404,1484
Solyc09g064370.4.1,8776,10960,10760,12144,8335,11526,18116,17946,13521,13548,11404,13684
Solyc09g005510.1.1,0,0,1,6,0,2,4,2,6,0,4,4
Solyc12g094630.2.1,10730,14024,14987,17876,19000,20697,22944,27060,20644,18176,15287,18926
Solyc04g056365.1.1,0,0,0,0,0,0,0,0,0,0,0,0
Solyc03g150100.1.1,0,2,0,0,0,0,2,2,0,4,0,0
Solyc12g099380.3.1,0,0,0,0,0,0,0,0,0,0,0,0
Solyc03g005395.1.1,0,0,0,0,0,0,0,0,0,0,0,0
Solyc02g063210.1.1,11,4,5,0,4,9,38,23,32,20,37,25
Solyc06g065250.1.1,455,519,434,306,207,420,822,593,762,776,701,757
Solyc01g109630.4.1,289,379,251,340,238,321,503,380,514,647,842,664
Solyc05g012140.3.1,659,723,604,860,525,754,2469,1436,1847,2255,2566,2177
Solyc09g064440.4.1,127,189,69,188,69,109,251,165,204,558,788,480
Solyc09g059090.1.1,0,0,0,0,0,0,0,0,0,0,0,0
Solyc01g150171.1.1,0,0,0,0,0,0,0,0,0,0,3,0
Solyc01g087740.1.1,42,39,22,40,26,25,169,85,100,199,210,209
Solyc01g017380.1.1,0,0,0,0,0,0,0,0,0,0,0,0
Solyc02g086300.4.1,8,11,18,6,11,55,4,8,2,8,0,9
Solyc02g067655.1.1,22,26,40,42,32,47,49,38,31,29,18,19
Solyc11g072670.1.1,0,4,0,2,1,0,4,2,2,11,4,4
Solyc09g011900.1.1,0,0,0,0,0,0,0,0,0,0,0,0
Solyc02g087810.3.1,8,9,13,20,12,8,77,33,75,50,112,61
Solyc07g043170.4.1,84,102,76,42,24,46,159,134,141,319,344,232
Solyc02g080160.4.1,273,517,274,254,216,447,245,205,195,159,129,196
Solyc01g067620.3.1,12,19,8,63,16,34,101,50,38,24,20,14
Solyc05g014760.3.1,2438,2245,1588,1255,902,1462,2885,1836,1944,5569,5552,4095
Solyc04g051040.1.1,0,0,0,0,0,0,0,0,0,0,0,0
Solyc02g021490.1.1,0,0,0,0,0,0,0,0,0,0,0,0
Solyc01g060210.4.1,2,5,0,1,0,12,6,7,21,2,5,4
Solyc05g012250.3.1,87,118,70,81,47,80,185,129,172,195,175,169
Solyc02g079080.2.1,0,0,0,0,0,0,0,0,0,2,4,0
Solyc01g034213.1.1,0,0,0,0,0,0,0,0,0,0,0,0
Solyc02g072160.4.1,7909,9134,6774,3303,3274,5139,13845,9868,10299,17654,19916,17533
Solyc12g010380.3.1,4802,5966,4122,2002,2344,3315,3688,2426,2910,5499,7649,6070
Solyc02g089550.3.1,1089,1358,1019,707,629,1084,1195,944,805,2143,2434,2317
Solyc01g100190.4.1,387,508,335,263,163,209,714,475,449,766,720,789
Solyc10g061845.1.1,0,0,0,0,0,0,0,0,0,0,0,0
Solyc01g056390.1.1,0,0,0,0,0,0,0,0,0,0,0,0
Solyc11g039360.2.1,0,0,0,0,0,0,0,0,0,0,0,0
Solyc12g094470.3.1,0,0,0,0,0,0,0,0,0,0,0,0
Solyc03g078260.3.1,0,0,0,0,0,0,0,8,2,4,0,0
Solyc12g096080.2.1,6,2,6,9,8,12,2,8,14,8,4,4
Solyc02g032990.1.1,0,0,0,0,0,0,0,0,0,0,0,0
Solyc02g068260.3.1,29,35,34,36,16,40,81,27,73,106,155,106
Solyc08g076580.3.1,591,964,855,1580,1318,1343,1147,1275,1034,779,647,991
Solyc04g071890.3.1,545,528,733,1258,734,943,172,561,108,389,93,288
Solyc03g121320.3.1,163,245,144,50,39,38,257,166,151,573,378,364
Solyc11g010120.2.1,338,428,618,1141,979,1055,1228,1529,1190,670,328,507
Solyc03g119430.4.1,348,403,317,266,198,332,502,315,427,547,629,532
Solyc05g150141.1.1,0,0,0,0,0,0,0,0,0,0,0,0
Solyc01g106953.1.1,39,50,41,94,34,79,89,63,95,53,73,48
Solyc01g067340.3.1,0,0,0,0,0,0,2,2,0,0,0,0
Solyc04g050407.1.1,5,2,3,6,2,4,7,8,7,4,3,8
Solyc11g072080.1.1,425,652,468,404,794,720,724,941,720,362,358,396
Solyc02g072270.3.1,458,660,519,1356,1190,1401,1401,1643,1230,686,563,811
Solyc09g010350.4.1,377,422,293,298,240,380,226,205,186,478,669,559
Solyc10g079260.2.1,1681,2430,2164,3536,3357,3335,2932,3929,2462,2018,1530,2252
Solyc06g066650.4.1,133,108,92,61,45,77,330,166,270,357,429,231
Solyc08g006487.1.1,276,327,339,574,397,689,761,751,615,402,354,469
Solyc05g053555.1.1,0,0,0,0,0,0,0,0,0,0,0,0
Solyc05g024380.1.1,1,1,1,2,8,10,4,8,7,3,5,3
Solyc06g010040.3.1,0,1,0,0,0,0,0,0,0,0,0,0
Solyc01g008860.1.1,0,0,0,0,0,0,0,0,0,0,0,0
Solyc07g019465.1.1,0,0,0,0,0,0,0,0,0,0,0,0
Solyc12g005960.3.1,452,559,677,804,1042,1155,921,1282,879,463,441,511
Solyc12g096230.2.1,73,98,102,57,42,58,117,69,119,126,178,195
Solyc10g054500.1.1,0,0,0,0,0,0,0,0,0,0,0,0
Solyc00g049220.1.1,0,0,0,0,0,0,0,0,0,0,0,1
Solyc11g070080.1.1,0,0,0,0,0,0,0,0,0,0,0,0
Solyc03g044270.3.1,977,1082,936,468,353,708,1310,894,818,1563,1319,1530
Solyc07g056704.1.1,0,0,0,0,0,0,0,0,0,0,0,0
Solyc07g065130.3.1,24,34,9,6,2,19,26,30,22,24,14,8
Solyc08g065820.3.1,0,0,2,2,0,0,2,2,2,0,19,2
Solyc12g019917.1.1,0,0,0,0,0,0,0,0,0,0,0,0
Solyc07g150110.1.1,4,4,3,12,2,6,6,15,11,14,20,6
Solyc04g006960.3.1,80,82,142,203,184,335,222,225,242,177,128,240
Solyc01g095510.3.1,572,687,539,423,313,322,825,884,781,1138,1178,1049
Solyc10g044585.1.1,0,0,0,0,0,0,0,0,0,0,0,0
Solyc01g091260.3.1,265,831,295,339,182,404,1216,794,668,642,633,716
Solyc03g058420.3.1,0,0,0,0,0,0,0,0,0,0,0,0
Solyc08g074880.1.1,0,0,0,0,0,0,0,0,0,0,0,0
Solyc01g090170.4.1,1561,1642,1502,1345,881,1626,1878,1571,1522,1837,1839,2135
Solyc07g041430.3.1,0,0,0,0,0,0,0,0,0,0,0,0
Solyc03g083200.4.1,24,33,29,56,37,48,101,47,103,66,107,69
Solyc07g065430.2.1,9,21,4,23,18,7,40,34,27,49,27,30
Solyc05g054630.4.1,311,406,208,318,186,312,459,329,507,870,1131,846
Solyc05g041710.3.1,0,0,0,0,0,0,0,0,0,0,0,0
Solyc02g085615.1.1,10,15,10,1,3,7,28,20,19,25,28,35
Solyc07g009160.3.1,1691,2645,2150,2981,2368,3216,2753,2629,2398,2107,1900,2373
Solyc02g087790.2.1,0,2,0,0,2,0,4,0,0,0,2,0
Solyc01g086650.3.1,4072,4203,3441,492,550,892,1568,1317,2681,2591,2718,1882
Solyc01g009740.3.1,0,0,0,0,0,0,0,0,0,0,0,0
Solyc12g042920.2.1,18734,23405,19923,23127,27892,28623,16856,19528,16504,16700,17581,19113
Solyc11g006440.1.1,2,0,0,0,0,0,0,0,0,0,0,0
Solyc02g084770.3.1,54,54,43,19,30,51,110,112,67,91,74,104
Solyc03g114670.4.1,691,904,794,1328,1183,1398,1436,1288,1174,825,844,1075
Solyc04g014700.4.1,251,357,352,684,490,664,621,680,647,512,414,472
Solyc10g076710.3.1,714,1207,677,884,701,828,1636,959,1501,1530,2223,1792
Solyc11g042750.1.1,0,0,0,0,0,0,0,0,0,0,0,0
Solyc12g006560.3.1,0,0,0,0,0,0,0,0,0,0,0,0
Solyc11g065090.2.1,2124,2593,2186,2981,2376,3410,3246,3042,2775,4015,5295,6688
Solyc02g084820.3.1,411,466,300,304,152,222,513,265,468,934,1021,764
Solyc06g083140.4.1,0,0,0,2,0,0,0,0,0,2,0,0
Solyc02g093470.4.1,924,1132,1142,786,558,976,1793,1493,1215,1633,1570,1895
Solyc12g077390.3.1,1,0,0,0,0,0,0,2,0,0,0,0
Solyc04g056500.3.1,7,8,8,8,2,15,5,9,8,8,9,10
Solyc06g065800.3.1,239,341,217,444,342,437,466,497,475,389,379,472
Solyc10g008210.3.1,2,4,0,0,0,0,8,2,4,0,10,2
Solyc08g076650.3.1,535,684,439,555,161,336,1550,698,1007,1651,1677,1446
Solyc04g054310.3.1,2075,2621,2515,2170,2154,3757,3383,2999,2819,2064,2251,2653
Solyc01g088480.3.1,2996,4321,3177,3946,3367,3889,3634,4065,2900,2862,2326,3540
Solyc10g054990.3.1,0,0,0,0,0,0,0,0,0,0,0,0
Solyc11g040225.1.1,0,0,0,0,0,0,0,0,0,0,0,0
Solyc01g107490.2.1,0,0,0,0,0,3,6,6,11,4,2,1
Solyc02g087680.1.1,0,0,0,0,0,0,2,0,0,0,0,0
Solyc11g008740.2.1,944,927,569,945,505,786,1203,613,879,3283,3974,2052
Solyc11g005845.1.1,0,0,0,0,0,0,0,0,0,0,0,0
Solyc09g014560.2.1,0,0,0,2,0,0,0,0,0,0,0,0
Solyc04g080140.4.1,258,238,155,159,68,118,424,253,280,657,693,579
Solyc03g025680.3.1,65,151,100,47,66,26,12,275,18,26,16,22
Solyc02g085460.1.1,31,40,22,36,37,63,45,20,30,32,46,24
Solyc04g058200.3.1,117,146,122,199,56,179,498,274,344,345,360,373
Solyc02g090940.3.1,4,2,2,2,2,28,0,0,0,4,0,12
Solyc07g044830.3.1,322,582,441,1070,551,682,1151,1057,984,699,631,957
Solyc09g098550.4.1,535,884,600,938,503,991,1574,1018,1351,1021,1260,1203
Solyc08g081030.1.1,9116,9858,10280,9016,11728,12130,17776,19504,14033,12955,13658,14978
Solyc01g008040.1.1,0,0,0,2,0,0,8,2,0,0,0,0
Solyc10g076460.2.1,0,0,0,10,0,0,6,2,0,13,2,0
Solyc04g014210.3.1,293,282,208,372,204,307,367,234,447,875,1368,658
Solyc10g006890.4.1,761,875,622,235,263,504,887,508,507,1163,1345,972
Solyc08g062940.4.1,8,28,6,7,0,4,12,12,9,6,1,9
Solyc11g027890.3.1,0,0,0,0,0,0,0,0,0,0,0,0
Solyc12g096030.1.1,89,144,154,173,157,274,348,266,226,148,119,178
Solyc12g007200.2.1,1139,1143,1133,970,638,1107,2549,2095,1958,2340,1831,2457
Solyc06g073040.1.1,4,6,5,0,0,4,5,8,6,13,2,0
Solyc12g062290.2.1,738,995,897,626,502,769,2707,2347,1876,1758,1492,1536
Solyc09g091540.2.1,4,8,2,10,6,5,0,0,2,0,4,0
Solyc07g007230.4.1,1118,1108,1090,703,525,818,1532,1325,1109,1374,1484,1615
Solyc11g018690.2.1,53,73,68,63,42,41,125,110,83,196,150,150
Solyc11g017380.2.1,91,118,77,117,75,110,233,224,209,222,169,182
Solyc01g020320.3.1,235,327,356,527,523,655,511,682,459,334,254,328
Solyc03g121660.3.1,486,463,390,430,193,312,1229,669,887,4398,4917,2582
Solyc09g082855.1.1,0,0,0,0,0,0,0,0,0,0,0,0
Solyc01g005400.3.1,588,745,725,719,959,1415,413,680,324,480,232,413
Solyc01g102660.4.1,2761,3543,3399,6189,2529,4799,11076,8097,8148,6654,6592,6695
Solyc06g048810.4.1,353,550,468,502,265,465,644,596,651,774,665,622
Solyc06g005080.4.1,907,1077,671,500,264,517,1422,705,891,2442,2791,2083
Solyc04g056680.2.1,0,0,0,0,0,0,0,0,0,0,0,0
Solyc12g088850.1.1,0,0,0,0,1,2,0,1,0,0,0,0
Solyc06g084080.4.1,7,16,7,12,10,0,32,14,17,15,28,38
Solyc12g005300.2.1,2659,4133,2732,1803,2957,2747,1286,1152,923,1329,1005,1412
Solyc11g010380.2.1,6446,10022,7070,11569,14471,13693,29278,32324,26162,21046,18445,17348
Solyc07g006710.2.1,3358,6158,4360,4674,5426,5966,4076,5521,3136,3109,2313,3679
Solyc07g006760.4.1,200,239,123,313,150,196,351,187,383,803,1204,534
Solyc12g056430.1.1,0,0,5,0,0,0,0,0,0,0,0,2
Solyc03g113370.3.1,33,28,36,99,21,58,217,135,252,251,423,190
Solyc02g030133.1.1,0,0,0,0,0,0,0,0,0,0,0,0
Solyc09g050068.1.1,0,0,0,0,0,0,0,0,0,0,0,0
Solyc05g023670.3.1,0,0,0,0,0,0,0,0,0,0,0,0
Solyc07g014595.1.1,2,0,0,0,0,0,0,0,0,0,1,0
Solyc10g083950.1.1,981,1074,1483,2644,2786,2720,2728,3628,2220,1654,1131,2075
Solyc02g094430.4.1,723,827,674,391,268,560,1060,878,920,1512,1326,1271
Solyc02g078645.1.1,0,0,0,0,0,0,0,0,0,0,0,0
Solyc06g005385.1.1,0,0,0,0,0,0,0,0,0,0,0,0
Solyc05g056450.3.1,159,212,204,165,154,222,380,314,297,271,258,295
Solyc12g006090.1.1,0,0,0,0,0,0,0,0,0,0,0,0
Solyc12g063030.1.1,0,0,0,0,0,0,0,0,0,0,0,0
Solyc03g117860.3.1,52,39,138,505,58,165,261,454,225,1056,409,344
